Freq.	1/Ie(Q1)
9.33254300796967e+04	-1.01604360566129e+03,-0.00000000000000e+00
9.54992586021411e+04	-1.01604360566129e+03,-0.00000000000000e+00
9.77237220955786e+04	-1.01604360566129e+03,-0.00000000000000e+00
9.99999999999974e+04	-1.01604360566129e+03,-0.00000000000000e+00
1.02329299228073e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.04712854805087e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.07151930523758e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.09647819614316e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.12201845430193e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.14815362149685e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.17489755493950e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.20226443461738e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.23026877081235e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.25892541179413e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.28824955169310e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.31825673855637e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.34896288259162e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.38038426460285e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.41253754462272e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.44543977074589e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.47910838816817e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.51356124843617e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.54881661891244e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.58489319246107e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.62181009735889e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.65958690743752e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.69824365246170e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.73780082874933e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.77827941003888e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.81970085860994e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.86208713666282e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.90546071796320e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.94984459975799e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.99526231496883e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.04173794466947e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.08929613085398e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.13796208950218e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.18776162394949e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.23872113856828e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.29086765276771e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.34422881531986e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.39883291901943e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.45470891568497e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.51188643150951e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.57039578276880e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.63026799189531e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.69153480392684e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.75422870333809e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.81838293126438e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.88403150312653e+05	-1.01604360566129e+03,-0.00000000000000e+00
2.95120922666631e+05	-1.01604360566129e+03,-0.00000000000000e+00
3.01995172040193e+05	-1.01604360566129e+03,-0.00000000000000e+00
3.09029543251351e+05	-1.01604360566129e+03,-0.00000000000000e+00
3.16227766016829e+05	-1.01604360566129e+03,-0.00000000000000e+00
3.23593656929619e+05	-1.01604360566129e+03,-0.00000000000000e+00
3.31131121482582e+05	-1.01604360566129e+03,-0.00000000000000e+00
3.38844156139193e+05	-1.01604360566129e+03,-0.00000000000000e+00
3.46736850452522e+05	-1.01604360566129e+03,-0.00000000000000e+00
3.54813389233566e+05	-1.01604360566129e+03,-0.00000000000000e+00
3.63078054770091e+05	-1.01604360566129e+03,-0.00000000000000e+00
3.71535229097162e+05	-1.01604360566129e+03,-0.00000000000000e+00
3.80189396320551e+05	-1.01604360566129e+03,-0.00000000000000e+00
3.89045144994270e+05	-1.01604360566129e+03,-0.00000000000000e+00
3.98107170553486e+05	-1.01604360566129e+03,-0.00000000000000e+00
4.07380277804102e+05	-1.01604360566129e+03,-0.00000000000000e+00
4.16869383470324e+05	-1.01604360566129e+03,-0.00000000000000e+00
4.26579518801581e+05	-1.01604360566129e+03,-0.00000000000000e+00
4.36515832240154e+05	-1.01604360566129e+03,-0.00000000000000e+00
4.46683592150951e+05	-1.01604360566129e+03,-0.00000000000000e+00
4.57088189614862e+05	-1.01604360566129e+03,-0.00000000000000e+00
4.67735141287185e+05	-1.01604360566129e+03,-0.00000000000000e+00
4.78630092322625e+05	-1.01604360566129e+03,-0.00000000000000e+00
4.89778819368433e+05	-1.01604360566129e+03,-0.00000000000000e+00
5.01187233627259e+05	-1.01604360566129e+03,-0.00000000000000e+00
5.12861383991351e+05	-1.01604360566129e+03,-0.00000000000000e+00
5.24807460249758e+05	-1.01604360566129e+03,-0.00000000000000e+00
5.37031796370238e+05	-1.01604360566129e+03,-0.00000000000000e+00
5.49540873857609e+05	-1.01604360566129e+03,-0.00000000000000e+00
5.62341325190334e+05	-1.01604360566129e+03,-0.00000000000000e+00
5.75439937337141e+05	-1.01604360566129e+03,-0.00000000000000e+00
5.88843655355573e+05	-1.01604360566129e+03,-0.00000000000000e+00
6.02559586074341e+05	-1.01604360566129e+03,-0.00000000000000e+00
6.16595001861465e+05	-1.01604360566129e+03,-0.00000000000000e+00
6.30957344480176e+05	-1.01604360566129e+03,-0.00000000000000e+00
6.45654229034638e+05	-1.01604360566129e+03,-0.00000000000000e+00
6.60693448007578e+05	-1.01604360566129e+03,-0.00000000000000e+00
6.76082975391963e+05	-1.01604360566129e+03,-0.00000000000000e+00
6.91830970918917e+05	-1.01604360566129e+03,-0.00000000000000e+00
7.07945784384118e+05	-1.01604360566129e+03,-0.00000000000000e+00
7.24435960074970e+05	-1.01604360566129e+03,-0.00000000000000e+00
7.41310241300897e+05	-1.01604360566129e+03,-0.00000000000000e+00
7.58577575029163e+05	-1.01604360566129e+03,-0.00000000000000e+00
7.76247116628670e+05	-1.01604360566129e+03,-0.00000000000000e+00
7.94328234724259e+05	-1.01604360566129e+03,-0.00000000000000e+00
8.12830516164076e+05	-1.01604360566129e+03,-0.00000000000000e+00
8.31763771102648e+05	-1.01604360566129e+03,-0.00000000000000e+00
8.51138038202353e+05	-1.01604360566129e+03,-0.00000000000000e+00
8.70963589956056e+05	-1.01604360566129e+03,-0.00000000000000e+00
8.91250938133721e+05	-1.01604360566129e+03,-0.00000000000000e+00
9.12010839355884e+05	-1.01604360566129e+03,-0.00000000000000e+00
9.33254300796965e+05	-1.01604360566129e+03,-0.00000000000000e+00
9.54992586021409e+05	-1.01604360566129e+03,-0.00000000000000e+00
9.77237220955783e+05	-1.01604360566129e+03,-0.00000000000000e+00
1.00000000000000e+06	-1.01604360566129e+03,-0.00000000000000e+00
