Freq.	V(vout)/(V(vp)-V(vm))	(V(vp)-V(vm))/(I(R1)-I(R4))
2.57039578276884e+03	(3.97166565463946e+01dB,1.65446855624520e+02°)	(4.03697726492320e+01dB,-1.65446855624528e+02°)
2.63026799189535e+03	(3.97037523318461e+01dB,1.65122742571692e+02°)	(4.03826768637804e+01dB,-1.65122742571700e+02°)
2.69153480392689e+03	(3.96902809303469e+01dB,1.64792085484879e+02°)	(4.03961482652796e+01dB,-1.64792085484887e+02°)
2.75422870333814e+03	(3.96762192859126e+01dB,1.64454797181719e+02°)	(4.04102099097139e+01dB,-1.64454797181726e+02°)
2.81838293126442e+03	(3.96615435723316e+01dB,1.64110792372951e+02°)	(4.04248856232949e+01dB,-1.64110792372959e+02°)
2.88403150312658e+03	(3.96462291822985e+01dB,1.63759987907846e+02°)	(4.04402000133281e+01dB,-1.63759987907854e+02°)
2.95120922666635e+03	(3.96302507178384e+01dB,1.63402303031832e+02°)	(4.04561784777882e+01dB,-1.63402303031841e+02°)
3.01995172040198e+03	(3.96135819821789e+01dB,1.63037659656355e+02°)	(4.04728472134476e+01dB,-1.63037659656364e+02°)
3.09029543251356e+03	(3.95961959732338e+01dB,1.62665982640953e+02°)	(4.04902332223927e+01dB,-1.62665982640962e+02°)
3.16227766016835e+03	(3.95780648788711e+01dB,1.62287200087441e+02°)	(4.05083643167554e+01dB,-1.62287200087450e+02°)
3.23593656929625e+03	(3.95591600741458e+01dB,1.61901243646036e+02°)	(4.05272691214807e+01dB,-1.61901243646045e+02°)
3.31131121482588e+03	(3.95394521206837e+01dB,1.61508048833129e+02°)	(4.05469770749428e+01dB,-1.61508048833139e+02°)
3.38844156139199e+03	(3.95189107684090e+01dB,1.61107555360368e+02°)	(4.05675184272175e+01dB,-1.61107555360378e+02°)
3.46736850452528e+03	(3.94975049598137e+01dB,1.60699707474540e+02°)	(4.05889242358128e+01dB,-1.60699707474550e+02°)
3.54813389233572e+03	(3.94752028369720e+01dB,1.60284454307682e+02°)	(4.06112263586545e+01dB,-1.60284454307692e+02°)
3.63078054770097e+03	(3.94519717515033e+01dB,1.59861750236699e+02°)	(4.06344574441232e+01dB,-1.59861750236709e+02°)
3.71535229097168e+03	(3.94277782776918e+01dB,1.59431555251626e+02°)	(4.06586509179347e+01dB,-1.59431555251637e+02°)
3.80189396320557e+03	(3.94025882289689e+01dB,1.58993835331562e+02°)	(4.06838409666577e+01dB,-1.58993835331573e+02°)
3.89045144994276e+03	(3.93763666779629e+01dB,1.58548562827117e+02°)	(4.07100625176636e+01dB,-1.58548562827128e+02°)
3.98107170553493e+03	(3.93490779803176e+01dB,1.58095716848101e+02°)	(4.07373512153089e+01dB,-1.58095716848112e+02°)
4.07380277804108e+03	(3.93206858024727e+01dB,1.57635283654972e+02°)	(4.07657433931538e+01dB,-1.57635283654984e+02°)
4.16869383470331e+03	(3.92911531535935e+01dB,1.57167257052463e+02°)	(4.07952760420330e+01dB,-1.57167257052475e+02°)
4.26579518801588e+03	(3.92604424218227e+01dB,1.56691638783565e+02°)	(4.08259867738038e+01dB,-1.56691638783577e+02°)
4.36515832240161e+03	(3.92285154150156e+01dB,1.56208438921947e+02°)	(4.08579137806109e+01dB,-1.56208438921959e+02°)
4.46683592150958e+03	(3.91953334061006e+01dB,1.55717676260668e+02°)	(4.08910957895259e+01dB,-1.55717676260681e+02°)
4.57088189614870e+03	(3.91608571831876e+01dB,1.55219378694917e+02°)	(4.09255720124389e+01dB,-1.55219378694930e+02°)
4.67735141287193e+03	(3.91250471045224e+01dB,1.54713583596321e+02°)	(4.09613820911041e+01dB,-1.54713583596334e+02°)
4.78630092322633e+03	(3.90878631583586e+01dB,1.54200338176234e+02°)	(4.09985660372679e+01dB,-1.54200338176247e+02°)
4.89778819368441e+03	(3.90492650277877e+01dB,1.53679699835278e+02°)	(4.10371641678388e+01dB,-1.53679699835292e+02°)
5.01187233627267e+03	(3.90092121605328e+01dB,1.53151736496262e+02°)	(4.10772170350938e+01dB,-1.53151736496277e+02°)
5.12861383991359e+03	(3.89676638436763e+01dB,1.52616526917512e+02°)	(4.11187653519502e+01dB,-1.52616526917527e+02°)
5.24807460249767e+03	(3.89245792832499e+01dB,1.52074160983553e+02°)	(4.11618499123767e+01dB,-1.52074160983568e+02°)
5.37031796370247e+03	(3.88799176885698e+01dB,1.51524739970015e+02°)	(4.12065115070567e+01dB,-1.51524739970030e+02°)
5.49540873857618e+03	(3.88336383611591e+01dB,1.50968376779593e+02°)	(4.12527908344675e+01dB,-1.50968376779609e+02°)
5.62341325190343e+03	(3.87857007880431e+01dB,1.50405196145890e+02°)	(4.13007284075835e+01dB,-1.50405196145906e+02°)
5.75439937337150e+03	(3.87360647391602e+01dB,1.49835334801984e+02°)	(4.13503644564663e+01dB,-1.49835334802000e+02°)
5.88843655355582e+03	(3.86846903685730e+01dB,1.49258941610638e+02°)	(4.14017388270535e+01dB,-1.49258941610655e+02°)
6.02559586074351e+03	(3.86315383191146e+01dB,1.48676177653151e+02°)	(4.14548908765119e+01dB,-1.48676177653169e+02°)
6.16595001861475e+03	(3.85765698300512e+01dB,1.48087216274005e+02°)	(4.15098593655754e+01dB,-1.48087216274023e+02°)
6.30957344480186e+03	(3.85197468472895e+01dB,1.47492243078622e+02°)	(4.15666823483371e+01dB,-1.47492243078640e+02°)
6.45654229034648e+03	(3.84610321356068e+01dB,1.46891455881805e+02°)	(4.16253970600197e+01dB,-1.46891455881823e+02°)
6.60693448007588e+03	(3.84003893923320e+01dB,1.46285064604661e+02°)	(4.16860398032945e+01dB,-1.46285064604680e+02°)
6.76082975391974e+03	(3.83377833618611e+01dB,1.45673291118157e+02°)	(4.17486458337654e+01dB,-1.45673291118176e+02°)
6.91830970918928e+03	(3.82731799503488e+01dB,1.45056369031781e+02°)	(4.18132492452778e+01dB,-1.45056369031801e+02°)
7.07945784384129e+03	(3.82065463398808e+01dB,1.44434543426186e+02°)	(4.18798828557457e+01dB,-1.44434543426207e+02°)
7.24435960074981e+03	(3.81378511014014e+01dB,1.43808070529132e+02°)	(4.19485780942251e+01dB,-1.43808070529153e+02°)
7.41310241300908e+03	(3.80670643056454e+01dB,1.43177217334472e+02°)	(4.20193648899811e+01dB,-1.43177217334493e+02°)
7.58577575029174e+03	(3.79941576313088e+01dB,1.42542261164454e+02°)	(4.20922715643177e+01dB,-1.42542261164476e+02°)
7.76247116628682e+03	(3.79191044696816e+01dB,1.41903489176094e+02°)	(4.21673247259449e+01dB,-1.41903489176116e+02°)
7.94328234724272e+03	(3.78418800249693e+01dB,1.41261197812903e+02°)	(4.22445491706573e+01dB,-1.41261197812926e+02°)
8.12830516164089e+03	(3.77624614095351e+01dB,1.40615692203795e+02°)	(4.23239677860915e+01dB,-1.40615692203818e+02°)
8.31763771102661e+03	(3.76808277333183e+01dB,1.39967285511525e+02°)	(4.24056014623083e+01dB,-1.39967285511549e+02°)
8.51138038202366e+03	(3.75969601867082e+01dB,1.39316298233536e+02°)	(4.24894690089184e+01dB,-1.39316298233560e+02°)
8.70963589956070e+03	(3.75108421161941e+01dB,1.38663057458599e+02°)	(4.25755870794324e+01dB,-1.38663057458624e+02°)
8.91250938133734e+03	(3.74224590921581e+01dB,1.38007896083122e+02°)	(4.26639701034684e+01dB,-1.38007896083147e+02°)
9.12010839355898e+03	(3.73317989682320e+01dB,1.37351151991434e+02°)	(4.27546302273945e+01dB,-1.37351151991460e+02°)
9.33254300796979e+03	(3.72388519317081e+01dB,1.36693167204793e+02°)	(4.28475772639184e+01dB,-1.36693167204820e+02°)
9.54992586021424e+03	(3.71436105445611e+01dB,1.36034287004194e+02°)	(4.29428186510654e+01dB,-1.36034287004221e+02°)
9.77237220955798e+03	(3.70460697747190e+01dB,1.35374859032376e+02°)	(4.30403594209075e+01dB,-1.35374859032404e+02°)
9.99999999999987e+03	(3.69462270173064e+01dB,1.34715232380687e+02°)	(4.31402021783201e+01dB,-1.34715232380715e+02°)
1.02329299228074e+04	(3.68440821056679e+01dB,1.34055756666602e+02°)	(4.32423470899587e+01dB,-1.34055756666631e+02°)
1.04712854805089e+04	(3.67396373120739e+01dB,1.33396781107860e+02°)	(4.33467918835526e+01dB,-1.33396781107890e+02°)
1.07151930523759e+04	(3.66328973381029e+01dB,1.32738653599175e+02°)	(4.34535318575236e+01dB,-1.32738653599206e+02°)
1.09647819614317e+04	(3.65238692947847e+01dB,1.32081719797468e+02°)	(4.35625599008419e+01dB,-1.32081719797500e+02°)
1.12201845430195e+04	(3.64125626726846e+01dB,1.31426322221474e+02°)	(4.36738665229419e+01dB,-1.31426322221506e+02°)
1.14815362149687e+04	(3.62989893021939e+01dB,1.30772799371385e+02°)	(4.37874398934326e+01dB,-1.30772799371418e+02°)
1.17489755493951e+04	(3.61831633043775e+01dB,1.30121484873970e+02°)	(4.39032658912490e+01dB,-1.30121484874004e+02°)
1.20226443461740e+04	(3.60651010328096e+01dB,1.29472706658299e+02°)	(4.40213281628169e+01dB,-1.29472706658334e+02°)
1.23026877081237e+04	(3.59448210069007e+01dB,1.28826786166870e+02°)	(4.41416081887258e+01dB,-1.28826786166906e+02°)
1.25892541179415e+04	(3.58223438372848e+01dB,1.28184037606500e+02°)	(4.42640853583417e+01dB,-1.28184037606536e+02°)
1.28824955169312e+04	(3.56976921438928e+01dB,1.27544767242921e+02°)	(4.43887370517337e+01dB,-1.27544767242958e+02°)
1.31825673855639e+04	(3.55708904673864e+01dB,1.26909272742540e+02°)	(4.45155387282402e+01dB,-1.26909272742578e+02°)
1.34896288259164e+04	(3.54419651746677e+01dB,1.26277842564303e+02°)	(4.46444640209589e+01dB,-1.26277842564341e+02°)
1.38038426460287e+04	(3.53109443592069e+01dB,1.25650755404085e+02°)	(4.47754848364196e+01dB,-1.25650755404125e+02°)
1.41253754462274e+04	(3.51778577369528e+01dB,1.25028279693518e+02°)	(4.49085714586737e+01dB,-1.25028279693558e+02°)
1.44543977074591e+04	(3.50427365385991e+01dB,1.24410673154586e+02°)	(4.50436926570274e+01dB,-1.24410673154627e+02°)
1.47910838816819e+04	(3.49056133989845e+01dB,1.23798182410855e+02°)	(4.51808157966421e+01dB,-1.23798182410897e+02°)
1.51356124843619e+04	(3.47665222443927e+01dB,1.23191042655631e+02°)	(4.53199069512338e+01dB,-1.23191042655674e+02°)
1.54881661891246e+04	(3.46254981785073e+01dB,1.22589477376894e+02°)	(4.54609310171193e+01dB,-1.22589477376938e+02°)
1.58489319246109e+04	(3.44825773677486e+01dB,1.21993698138364e+02°)	(4.56038518278780e+01dB,-1.21993698138410e+02°)
1.62181009735891e+04	(3.43377969266950e+01dB,1.21403904415640e+02°)	(4.57486322689315e+01dB,-1.21403904415686e+02°)
1.65958690743754e+04	(3.41911948042502e+01dB,1.20820283485935e+02°)	(4.58952343913763e+01dB,-1.20820283485983e+02°)
1.69824365246172e+04	(3.40428096711805e+01dB,1.20243010369605e+02°)	(4.60436195244460e+01dB,-1.20243010369654e+02°)
1.73780082874935e+04	(3.38926808095991e+01dB,1.19672247821309e+02°)	(4.61937483860274e+01dB,-1.19672247821358e+02°)
1.77827941003890e+04	(3.37408480049271e+01dB,1.19108146368400e+02°)	(4.63455811906995e+01dB,-1.19108146368451e+02°)
1.81970085860996e+04	(3.35873514408089e+01dB,1.18550844393911e+02°)	(4.64990777548176e+01dB,-1.18550844393963e+02°)
1.86208713666284e+04	(3.34322315974096e+01dB,1.18000468261280e+02°)	(4.66541975982169e+01dB,-1.18000468261334e+02°)
1.90546071796322e+04	(3.32755291534654e+01dB,1.17457132477868e+02°)	(4.68109000421611e+01dB,-1.17457132477923e+02°)
1.94984459975802e+04	(3.31172848924092e+01dB,1.16920939894163e+02°)	(4.69691443032173e+01dB,-1.16920939894218e+02°)
1.99526231496885e+04	(3.29575396128381e+01dB,1.16391981935540e+02°)	(4.71288895827884e+01dB,-1.16391981935597e+02°)
2.04173794466950e+04	(3.27963340435404e+01dB,1.15870338863404e+02°)	(4.72900951520862e+01dB,-1.15870338863462e+02°)
2.08929613085401e+04	(3.26337087632498e+01dB,1.15356080062534e+02°)	(4.74527204323768e+01dB,-1.15356080062594e+02°)
2.13796208950220e+04	(3.24697041252490e+01dB,1.14849264351505e+02°)	(4.76167250703776e+01dB,-1.14849264351566e+02°)
2.18776162394952e+04	(3.23043601868986e+01dB,1.14349940313105e+02°)	(4.77820690087279e+01dB,-1.14349940313168e+02°)
2.23872113856831e+04	(3.21377166441293e+01dB,1.13858146641782e+02°)	(4.79487125514972e+01dB,-1.13858146641846e+02°)
2.29086765276774e+04	(3.19698127708938e+01dB,1.13373912505213e+02°)	(4.81166164247327e+01dB,-1.13373912505278e+02°)
2.34422881531989e+04	(3.18006873635448e+01dB,1.12897257917268e+02°)	(4.82857418320817e+01dB,-1.12897257917336e+02°)
2.39883291901946e+04	(3.16303786900698e+01dB,1.12428194119747e+02°)	(4.84560505055567e+01dB,-1.12428194119815e+02°)
2.45470891568500e+04	(3.14589244440887e+01dB,1.11966723970409e+02°)	(4.86275047515379e+01dB,-1.11966723970479e+02°)
2.51188643150954e+04	(3.12863617034948e+01dB,1.11512842335019e+02°)	(4.88000674921317e+01dB,-1.11512842335091e+02°)
2.57039578276883e+04	(3.11127268936001e+01dB,1.11066536481237e+02°)	(4.89737023020265e+01dB,-1.11066536481311e+02°)
2.63026799189534e+04	(3.09380557546248e+01dB,1.10627786472396e+02°)	(4.91483734410017e+01dB,-1.10627786472471e+02°)
2.69153480392688e+04	(3.07623833133612e+01dB,1.10196565559355e+02°)	(4.93240458822654e+01dB,-1.10196565559432e+02°)
2.75422870333813e+04	(3.05857438588249e+01dB,1.09772840568786e+02°)	(4.95006853368016e+01dB,-1.09772840568864e+02°)
2.81838293126441e+04	(3.04081709217026e+01dB,1.09356572286416e+02°)	(4.96782582739239e+01dB,-1.09356572286497e+02°)
2.88403150312656e+04	(3.02296972573941e+01dB,1.08947715833925e+02°)	(4.98567319382325e+01dB,-1.08947715834008e+02°)
2.95120922666634e+04	(3.00503548324455e+01dB,1.08546221038315e+02°)	(5.00360743631810e+01dB,-1.08546221038400e+02°)
3.01995172040197e+04	(2.98701748141674e+01dB,1.08152032792762e+02°)	(5.02162543814591e+01dB,-1.08152032792849e+02°)
3.09029543251354e+04	(2.96891875632300e+01dB,1.07765091408070e+02°)	(5.03972416323965e+01dB,-1.07765091408158e+02°)
3.16227766016833e+04	(2.95074226290306e+01dB,1.07385332953990e+02°)	(5.05790065665959e+01dB,-1.07385332954081e+02°)
3.23593656929623e+04	(2.93249087476307e+01dB,1.07012689589807e+02°)	(5.07615204479958e+01dB,-1.07012689589900e+02°)
3.31131121482586e+04	(2.91416738420634e+01dB,1.06647089883682e+02°)	(5.09447553535631e+01dB,-1.06647089883777e+02°)
3.38844156139197e+04	(2.89577450248184e+01dB,1.06288459120385e+02°)	(5.11286841708081e+01dB,-1.06288459120482e+02°)
3.46736850452526e+04	(2.87731486023160e+01dB,1.05936719597123e+02°)	(5.13132805933105e+01dB,-1.05936719597223e+02°)
3.54813389233570e+04	(2.85879100811899e+01dB,1.05591790907278e+02°)	(5.14985191144367e+01dB,-1.05591790907380e+02°)
3.63078054770096e+04	(2.84020541762054e+01dB,1.05253590211937e+02°)	(5.16843750194211e+01dB,-1.05253590212041e+02°)
3.71535229097167e+04	(2.82156048196468e+01dB,1.04922032499186e+02°)	(5.18708243759797e+01dB,-1.04922032499292e+02°)
3.80189396320555e+04	(2.80285851720158e+01dB,1.04597030831206e+02°)	(5.20578440236107e+01dB,-1.04597030831315e+02°)
3.89045144994275e+04	(2.78410176338934e+01dB,1.04278496579252e+02°)	(5.22454115617332e+01dB,-1.04278496579363e+02°)
3.98107170553491e+04	(2.76529238588215e+01dB,1.03966339646660e+02°)	(5.24335053368050e+01dB,-1.03966339646774e+02°)
4.07380277804107e+04	(2.74643247670749e+01dB,1.03660468680093e+02°)	(5.26221044285516e+01dB,-1.03660468680210e+02°)
4.16869383470329e+04	(2.72752405601967e+01dB,1.03360791269229e+02°)	(5.28111886354298e+01dB,-1.03360791269349e+02°)
4.26579518801586e+04	(2.70856907361828e+01dB,1.03067214135175e+02°)	(5.30007384594437e+01dB,-1.03067214135297e+02°)
4.36515832240159e+04	(2.68956941052080e+01dB,1.02779643307890e+02°)	(5.31907350904186e+01dB,-1.02779643308016e+02°)
4.46683592150956e+04	(2.67052688057923e+01dB,1.02497984292943e+02°)	(5.33811603898343e+01dB,-1.02497984293071e+02°)
4.57088189614868e+04	(2.65144323213175e+01dB,1.02222142227927e+02°)	(5.35719968743090e+01dB,-1.02222142228058e+02°)
4.67735141287191e+04	(2.63232014968075e+01dB,1.01952022028890e+02°)	(5.37632276988190e+01dB,-1.01952022029024e+02°)
4.78630092322631e+04	(2.61315925558950e+01dB,1.01687528527146e+02°)	(5.39548366397316e+01dB,-1.01687528527284e+02°)
4.89778819368439e+04	(2.59396211179045e+01dB,1.01428566596825e+02°)	(5.41468080777220e+01dB,-1.01428566596965e+02°)
5.01187233627264e+04	(2.57473022149867e+01dB,1.01175041273534e+02°)	(5.43391269806398e+01dB,-1.01175041273678e+02°)
5.12861383991357e+04	(2.55546503092448e+01dB,1.00926857864527e+02°)	(5.45317788863818e+01dB,-1.00926857864674e+02°)
5.24807460249764e+04	(2.53616793098020e+01dB,1.00683922050725e+02°)	(5.47247498858245e+01dB,-1.00683922050875e+02°)
5.37031796370244e+04	(2.51684025897618e+01dB,1.00446139980988e+02°)	(5.49180266058647e+01dB,-1.00446139981142e+02°)
5.49540873857616e+04	(2.49748330030184e+01dB,1.00213418358991e+02°)	(5.51115961926082e+01dB,-1.00213418359149e+02°)
5.62341325190340e+04	(2.47809829008813e+01dB,9.99856645230727e+01°)	(5.53054462947452e+01dB,-9.99856645232338e+01°)
5.75439937337148e+04	(2.45868641484804e+01dB,9.97627865194070e+01°)	(5.54995650471461e+01dB,-9.97627865195719e+01°)
5.88843655355580e+04	(2.43924881409218e+01dB,9.95446931688575e+01°)	(5.56939410547047e+01dB,-9.95446931690262e+01°)
6.02559586074348e+04	(2.41978658191708e+01dB,9.93312941278379e+01°)	(5.58885633764558e+01dB,-9.93312941280106e+01°)
6.16595001861472e+04	(2.40030076856394e+01dB,9.91224999435171e+01°)	(5.60834215099871e+01dB,-9.91224999436938e+01°)
6.30957344480183e+04	(2.38079238194610e+01dB,9.89182221036843e+01°)	(5.62785053761655e+01dB,-9.89182221038651e+01°)
6.45654229034645e+04	(2.36126238914355e+01dB,9.87183730815811e+01°)	(5.64738053041910e+01dB,-9.87183730817661e+01°)
6.60693448007586e+04	(2.34171171786334e+01dB,9.85228663759988e+01°)	(5.66693120169931e+01dB,-9.85228663761881e+01°)
6.76082975391971e+04	(2.32214125786489e+01dB,9.83316165469232e+01°)	(5.68650166169777e+01dB,-9.83316165471169e+01°)
6.91830970918925e+04	(2.30255186234923e+01dB,9.81445392470038e+01°)	(5.70609105721342e+01dB,-9.81445392472020e+01°)
7.07945784384127e+04	(2.28294434931189e+01dB,9.79615512491062e+01°)	(5.72569857025076e+01dB,-9.79615512493090e+01°)
7.24435960074979e+04	(2.26331950285872e+01dB,9.77825704702009e+01°)	(5.74532341670393e+01dB,-9.77825704704084e+01°)
7.41310241300906e+04	(2.24367807448468e+01dB,9.76075159918258e+01°)	(5.76496484507798e+01dB,-9.76075159920383e+01°)
7.58577575029172e+04	(2.22402078431530e+01dB,9.74363080773522e+01°)	(5.78462213524736e+01dB,-9.74363080775696e+01°)
7.76247116628679e+04	(2.20434832231107e+01dB,9.72688681862691e+01°)	(5.80429459725159e+01dB,-9.72688681864915e+01°)
7.94328234724269e+04	(2.18466134943478e+01dB,9.71051189856946e+01°)	(5.82398157012788e+01dB,-9.71051189859222e+01°)
8.12830516164086e+04	(2.16496049878215e+01dB,9.69449843593082e+01°)	(5.84368242078050e+01dB,-9.69449843595411e+01°)
8.31763771102658e+04	(2.14524637667615e+01dB,9.67883894138902e+01°)	(5.86339654288650e+01dB,-9.67883894141285e+01°)
8.51138038202363e+04	(2.12551956372538e+01dB,9.66352604836442e+01°)	(5.88312335583727e+01dB,-9.66352604838881e+01°)
8.70963589956067e+04	(2.10578061584718e+01dB,9.64855251324683e+01°)	(5.90286230371547e+01dB,-9.64855251327178e+01°)
8.91250938133731e+04	(2.08603006525586e+01dB,9.63391121543318e+01°)	(5.92261285430679e+01dB,-9.63391121545871e+01°)
9.12010839355895e+04	(2.06626842141690e+01dB,9.61959515719063e+01°)	(5.94237449814575e+01dB,-9.61959515721676e+01°)
9.33254300796976e+04	(2.04649617196768e+01dB,9.60559746335895e+01°)	(5.96214674759497e+01dB,-9.60559746338569e+01°)
9.54992586021420e+04	(2.02671378360541e+01dB,9.59191138090536e+01°)	(5.98192913595724e+01dB,-9.59191138093273e+01°)
9.77237220955795e+04	(2.00692170294322e+01dB,9.57853027834420e+01°)	(6.00172121661944e+01dB,-9.57853027837220e+01°)
9.99999999999984e+04	(1.98712035733492e+01dB,9.56544764503299e+01°)	(6.02152256222773e+01dB,-9.56544764506164e+01°)
1.02329299228074e+05	(1.96731015566947e+01dB,9.55265709035582e+01°)	(6.04133276389318e+01dB,-9.55265709038514e+01°)
1.04712854805088e+05	(1.94749148913577e+01dB,9.54015234280425e+01°)	(6.06115143042688e+01dB,-9.54015234283425e+01°)
1.07151930523759e+05	(1.92766473195873e+01dB,9.52792724896523e+01°)	(6.08097818760392e+01dB,-9.52792724899594e+01°)
1.09647819614317e+05	(1.90783024210733e+01dB,9.51597577242518e+01°)	(6.10081267745532e+01dB,-9.51597577245659e+01°)
1.12201845430195e+05	(1.88798836197560e+01dB,9.50429199259839e+01°)	(6.12065455758706e+01dB,-9.50429199263054e+01°)
1.14815362149686e+05	(1.86813941903722e+01dB,9.49287010348770e+01°)	(6.14050350052543e+01dB,-9.49287010352059e+01°)
1.17489755493951e+05	(1.84828372647474e+01dB,9.48170441238471e+01°)	(6.16035919308791e+01dB,-9.48170441241837e+01°)
1.20226443461739e+05	(1.82842158378399e+01dB,9.47078933851634e+01°)	(6.18022133577866e+01dB,-9.47078933855079e+01°)
1.23026877081236e+05	(1.80855327735467e+01dB,9.46011941164409e+01°)	(6.20008964220798e+01dB,-9.46011941167934e+01°)
1.25892541179415e+05	(1.78867908102790e+01dB,9.44968927062190e+01°)	(6.21996383853475e+01dB,-9.44968927065797e+01°)
1.28824955169311e+05	(1.76879925663137e+01dB,9.43949366191800e+01°)	(6.23984366293128e+01dB,-9.43949366195492e+01°)
1.31825673855639e+05	(1.74891405449302e+01dB,9.42952743810610e+01°)	(6.25972886506963e+01dB,-9.42952743814387e+01°)
1.34896288259163e+05	(1.72902371393391e+01dB,9.41978555633029e+01°)	(6.27961920562874e+01dB,-9.41978555636894e+01°)
1.38038426460286e+05	(1.70912846374104e+01dB,9.41026307674835e+01°)	(6.29951445582162e+01dB,-9.41026307678791e+01°)
1.41253754462273e+05	(1.68922852262082e+01dB,9.40095516095737e+01°)	(6.31941439694183e+01dB,-9.40095516099784e+01°)
1.44543977074590e+05	(1.66932409963399e+01dB,9.39185707040536e+01°)	(6.33931881992866e+01dB,-9.39185707044677e+01°)
1.47910838816818e+05	(1.64941539461245e+01dB,9.38296416479250e+01°)	(6.35922752495020e+01dB,-9.38296416483488e+01°)
1.51356124843618e+05	(1.62950259855901e+01dB,9.37427190046510e+01°)	(6.37914032100365e+01dB,-9.37427190050846e+01°)
1.54881661891246e+05	(1.60958589403030e+01dB,9.36577582880517e+01°)	(6.39905702553235e+01dB,-9.36577582884953e+01°)
1.58489319246109e+05	(1.58966545550391e+01dB,9.35747159461840e+01°)	(6.41897746405874e+01dB,-9.35747159466381e+01°)
1.62181009735890e+05	(1.56974144972994e+01dB,9.34935493452301e+01°)	(6.43890146983271e+01dB,-9.34935493456947e+01°)
1.65958690743753e+05	(1.54981403606792e+01dB,9.34142167534164e+01°)	(6.45882888349473e+01dB,-9.34142167538919e+01°)
1.69824365246172e+05	(1.52988336680944e+01dB,9.33366773249853e+01°)	(6.47875955275321e+01dB,-9.33366773254719e+01°)
1.73780082874935e+05	(1.50994958748713e+01dB,9.32608910842371e+01°)	(6.49869333207552e+01dB,-9.32608910847350e+01°)
1.77827941003889e+05	(1.49001283717056e+01dB,9.31868189096607e+01°)	(6.51863008239209e+01dB,-9.31868189101703e+01°)
1.81970085860995e+05	(1.47007324874951e+01dB,9.31144225181680e+01°)	(6.53856967081315e+01dB,-9.31144225186894e+01°)
1.86208713666284e+05	(1.45013094920517e+01dB,9.30436644494464e+01°)	(6.55851197035748e+01dB,-9.30436644499799e+01°)
1.90546071796322e+05	(1.43018605986978e+01dB,9.29745080504422e+01°)	(6.57845685969287e+01dB,-9.29745080509882e+01°)
1.94984459975801e+05	(1.41023869667503e+01dB,9.29069174599871e+01°)	(6.59840422288762e+01dB,-9.29069174605458e+01°)
1.99526231496885e+05	(1.39028897038988e+01dB,9.28408575935771e+01°)	(6.61835394917278e+01dB,-9.28408575941488e+01°)
2.04173794466949e+05	(1.37033698684810e+01dB,9.27762941283142e+01°)	(6.63830593271455e+01dB,-9.27762941288992e+01°)
2.08929613085400e+05	(1.35038284716601e+01dB,9.27131934880181e+01°)	(6.65826007239664e+01dB,-9.27131934886168e+01°)
2.13796208950220e+05	(1.33042664795076e+01dB,9.26515228285164e+01°)	(6.67821627161189e+01dB,-9.26515228291290e+01°)
2.18776162394952e+05	(1.31046848149964e+01dB,9.25912500231188e+01°)	(6.69817443806301e+01dB,-9.25912500237455e+01°)
2.23872113856830e+05	(1.29050843599068e+01dB,9.25323436482812e+01°)	(6.71813448357197e+01dB,-9.25323436489227e+01°)
2.29086765276773e+05	(1.27054659566503e+01dB,9.24747729694648e+01°)	(6.73809632389762e+01dB,-9.24747729701211e+01°)
2.34422881531988e+05	(1.25058304100136e+01dB,9.24185079271939e+01°)	(6.75805987856129e+01dB,-9.24185079278656e+01°)
2.39883291901945e+05	(1.23061784888264e+01dB,9.23635191233166e+01°)	(6.77802507068001e+01dB,-9.23635191240039e+01°)
2.45470891568499e+05	(1.21065109275567e+01dB,9.23097778074703e+01°)	(6.79799182680698e+01dB,-9.23097778081734e+01°)
2.51188643150954e+05	(1.19068284278362e+01dB,9.22572558637555e+01°)	(6.81796007677903e+01dB,-9.22572558644752e+01°)
2.57039578276882e+05	(1.17071316599187e+01dB,9.22059257976189e+01°)	(6.83792975357079e+01dB,-9.22059257983553e+01°)
2.63026799189534e+05	(1.15074212640749e+01dB,9.21557607229475e+01°)	(6.85790079315516e+01dB,-9.21557607237011e+01°)
2.69153480392687e+05	(1.13076978519258e+01dB,9.21067343493748e+01°)	(6.87787313437007e+01dB,-9.21067343501460e+01°)
2.75422870333812e+05	(1.11079620077175e+01dB,9.20588209697992e+01°)	(6.89784671879090e+01dB,-9.20588209705882e+01°)
2.81838293126440e+05	(1.09082142895396e+01dB,9.20119954481152e+01°)	(6.91782149060869e+01dB,-9.20119954489226e+01°)
2.88403150312656e+05	(1.07084552304906e+01dB,9.19662332071573e+01°)	(6.93779739651360e+01dB,-9.19662332079837e+01°)
2.95120922666633e+05	(1.05086853397913e+01dB,9.19215102168560e+01°)	(6.95777438558352e+01dB,-9.19215102177018e+01°)
3.01995172040196e+05	(1.03089051038496e+01dB,9.18778029826048e+01°)	(6.97775240917770e+01dB,-9.18778029834700e+01°)
3.09029543251354e+05	(1.01091149872775e+01dB,9.18350885338378e+01°)	(6.99773142083490e+01dB,-9.18350885347232e+01°)
3.16227766016832e+05	(9.90931543386415e+00dB,9.17933444128167e+01°)	(7.01771137617624e+01dB,-9.17933444137229e+01°)
3.23593656929623e+05	(9.70950686750501e+00dB,9.17525486636256e+01°)	(7.03769223281215e+01dB,-9.17525486645529e+01°)
