Freq.	V(vout)/(V(vp)-V(vm))
4.57088189614870e+001	(4.00532717607779e+001dB,1.79804359571385e+002°)
4.67735141287193e+001	(4.00532694838334e+001dB,1.79799802554651e+002°)
4.78630092322633e+001	(4.00532670995801e+001dB,1.79795139393810e+002°)
4.89778819368441e+001	(4.00532646029622e+001dB,1.79790367616633e+002°)
5.01187233627267e+001	(4.00532619886827e+001dB,1.79785484693275e+002°)
5.12861383991359e+001	(4.00532592511978e+001dB,1.79780488035050e+002°)
5.24807460249767e+001	(4.00532563847026e+001dB,1.79775374992944e+002°)
5.37031796370247e+001	(4.00532533831148e+001dB,1.79770142856229e+002°)
5.49540873857618e+001	(4.00532502400689e+001dB,1.79764788851106e+002°)
5.62341325190343e+001	(4.00532469488975e+001dB,1.79759310139161e+002°)
5.75439937337150e+001	(4.00532435026222e+001dB,1.79753703815891e+002°)
5.88843655355582e+001	(4.00532398939306e+001dB,1.79747966909110e+002°)
6.02559586074351e+001	(4.00532361151701e+001dB,1.79742096377510e+002°)
6.16595001861475e+001	(4.00532321583262e+001dB,1.79736089108900e+002°)
6.30957344480186e+001	(4.00532280150048e+001dB,1.79729941918628e+002°)
6.45654229034648e+001	(4.00532236764203e+001dB,1.79723651547934e+002°)
6.60693448007589e+001	(4.00532191333696e+001dB,1.79717214662141e+002°)
6.76082975391974e+001	(4.00532143762136e+001dB,1.79710627848871e+002°)
6.91830970918929e+001	(4.00532093948674e+001dB,1.79703887616430e+002°)
7.07945784384130e+001	(4.00532041787646e+001dB,1.79696990391754e+002°)
7.24435960074982e+001	(4.00531987168396e+001dB,1.79689932518545e+002°)
7.41310241300909e+001	(4.00531929975094e+001dB,1.79682710255462e+002°)
7.58577575029175e+001	(4.00531870086446e+001dB,1.79675319774027e+002°)
7.76247116628683e+001	(4.00531807375427e+001dB,1.79667757156611e+002°)
7.94328234724272e+001	(4.00531741709018e+001dB,1.79660018394415e+002°)
8.12830516164090e+001	(4.00531672947966e+001dB,1.79652099385295e+002°)
8.31763771102661e+001	(4.00531600946417e+001dB,1.79643995931601e+002°)
8.51138038202366e+001	(4.00531525551651e+001dB,1.79635703737979e+002°)
8.70963589956070e+001	(4.00531446603781e+001dB,1.79627218409113e+002°)
8.91250938133735e+001	(4.00531363935383e+001dB,1.79618535447394e+002°)
9.12010839355899e+001	(4.00531277371093e+001dB,1.79609650250415e+002°)
9.33254300796980e+001	(4.00531186727376e+001dB,1.79600558108857e+002°)
9.54992586021425e+001	(4.00531091811921e+001dB,1.79591254203514e+002°)
9.77237220955799e+001	(4.00530992423453e+001dB,1.79581733603210e+002°)
9.99999999999988e+001	(4.00530888351228e+001dB,1.79571991262007e+002°)
1.02329299228074e+002	(4.00530779374479e+001dB,1.79562022016456e+002°)
1.04712854805089e+002	(4.00530665262112e+001dB,1.79551820583003e+002°)
1.07151930523759e+002	(4.00530545772126e+001dB,1.79541381555145e+002°)
1.09647819614317e+002	(4.00530420651093e+001dB,1.79530699400506e+002°)
1.12201845430195e+002	(4.00530289633688e+001dB,1.79519768458102e+002°)
1.14815362149687e+002	(4.00530152442037e+001dB,1.79508582935169e+002°)
1.17489755493952e+002	(4.00530008785213e+001dB,1.79497136904146e+002°)
1.20226443461740e+002	(4.00529858358567e+001dB,1.79485424299673e+002°)
1.23026877081237e+002	(4.00529700843081e+001dB,1.79473438915128e+002°)
1.25892541179415e+002	(4.00529535904738e+001dB,1.79461174399713e+002°)
1.28824955169312e+002	(4.00529363193775e+001dB,1.79448624254856e+002°)
1.31825673855639e+002	(4.00529182343934e+001dB,1.79435781830711e+002°)
1.34896288259164e+002	(4.00528992971698e+001dB,1.79422640322908e+002°)
1.38038426460287e+002	(4.00528794675519e+001dB,1.79409192768815e+002°)
1.41253754462274e+002	(4.00528587034913e+001dB,1.79395432043973e+002°)
1.44543977074591e+002	(4.00528369609564e+001dB,1.79381350858077e+002°)
1.47910838816819e+002	(4.00528141938442e+001dB,1.79366941751530e+002°)
1.51356124843619e+002	(4.00527903538804e+001dB,1.79352197091221e+002°)
1.54881661891246e+002	(4.00527653905138e+001dB,1.79337109066674e+002°)
1.58489319246109e+002	(4.00527392508155e+001dB,1.79321669685803e+002°)
1.62181009735891e+002	(4.00527118793593e+001dB,1.79305870770870e+002°)
1.65958690743754e+002	(4.00526832181114e+001dB,1.79289703953965e+002°)
1.69824365246172e+002	(4.00526532063044e+001dB,1.79273160672970e+002°)
1.73780082874935e+002	(4.00526217803093e+001dB,1.79256232166747e+002°)
1.77827941003890e+002	(4.00525888734970e+001dB,1.79238909470525e+002°)
1.81970085860996e+002	(4.00525544161021e+001dB,1.79221183411450e+002°)
1.86208713666284e+002	(4.00525183350744e+001dB,1.79203044603660e+002°)
1.90546071796322e+002	(4.00524805539212e+001dB,1.79184483443217e+002°)
1.94984459975802e+002	(4.00524409925533e+001dB,1.79165490103480e+002°)
1.99526231496885e+002	(4.00523995671039e+001dB,1.79146054529421e+002°)
2.04173794466950e+002	(4.00523561897538e+001dB,1.79126166432673e+002°)
2.08929613085401e+002	(4.00523107685636e+001dB,1.79105815286496e+002°)
2.13796208950221e+002	(4.00522632072481e+001dB,1.79084990319440e+002°)
2.18776162394953e+002	(4.00522134049973e+001dB,1.79063680510422e+002°)
2.23872113856831e+002	(4.00521612562540e+001dB,1.79041874582763e+002°)
2.29086765276774e+002	(4.00521066504865e+001dB,1.79019560998194e+002°)
2.34422881531989e+002	(4.00520494719709e+001dB,1.78996727951284e+002°)
2.39883291901946e+002	(4.00519895995262e+001dB,1.78973363362736e+002°)
2.45470891568500e+002	(4.00519269062652e+001dB,1.78949454873166e+002°)
2.51188643150955e+002	(4.00518612593366e+001dB,1.78924989837239e+002°)
2.57039578276883e+002	(4.00517925196307e+001dB,1.78899955316604e+002°)
2.63026799189535e+002	(4.00517205414947e+001dB,1.78874338073522e+002°)
2.69153480392688e+002	(4.00516451724167e+001dB,1.78848124563420e+002°)
2.75422870333813e+002	(4.00515662527135e+001dB,1.78821300928880e+002°)
2.81838293126442e+002	(4.00514836151767e+001dB,1.78793852991115e+002°)
2.88403150312657e+002	(4.00513970847506e+001dB,1.78765766244648e+002°)
2.95120922666635e+002	(4.00513064781246e+001dB,1.78737025847499e+002°)
3.01995172040198e+002	(4.00512116033723e+001dB,1.78707616615260e+002°)
3.09029543251355e+002	(4.00511122595428e+001dB,1.78677523012830e+002°)
3.16227766016834e+002	(4.00510082362283e+001dB,1.78646729146316e+002°)
3.23593656929624e+002	(4.00508993131275e+001dB,1.78615218754832e+002°)
3.31131121482587e+002	(4.00507852595765e+001dB,1.78582975202163e+002°)
3.38844156139198e+002	(4.00506658340737e+001dB,1.78549981469242e+002°)
3.46736850452527e+002	(4.00505407837521e+001dB,1.78516220143694e+002°)
3.54813389233571e+002	(4.00504098438688e+001dB,1.78481673412889e+002°)
3.63078054770097e+002	(4.00502727372225e+001dB,1.78446323053114e+002°)
3.71535229097168e+002	(4.00501291736007e+001dB,1.78410150422216e+002°)
3.80189396320556e+002	(4.00499788491379e+001dB,1.78373136448486e+002°)
3.89045144994275e+002	(4.00498214457021e+001dB,1.78335261622247e+002°)
3.98107170553492e+002	(4.00496566302095e+001dB,1.78296505985552e+002°)
4.07380277804107e+002	(4.00494840539363e+001dB,1.78256849122410e+002°)
4.16869383470330e+002	(4.00493033517690e+001dB,1.78216270147919e+002°)
4.26579518801587e+002	(4.00491141414643e+001dB,1.78174747698948e+002°)
4.36515832240160e+002	(4.00489160228227e+001dB,1.78132259922794e+002°)
4.46683592150957e+002	(4.00487085768623e+001dB,1.78088784466630e+002°)
4.57088189614869e+002	(4.00484913649383e+001dB,1.78044298466320e+002°)
4.67735141287192e+002	(4.00482639278203e+001dB,1.77998778535167e+002°)
4.78630092322632e+002	(4.00480257847438e+001dB,1.77952200753355e+002°)
4.89778819368439e+002	(4.00477764323765e+001dB,1.77904540654006e+002°)
5.01187233627265e+002	(4.00475153438040e+001dB,1.77855773214386e+002°)
5.12861383991358e+002	(4.00472419673940e+001dB,1.77805872841118e+002°)
5.24807460249765e+002	(4.00469557256675e+001dB,1.77754813359467e+002°)
5.37031796370245e+002	(4.00466560140897e+001dB,1.77702568000570e+002°)
5.49540873857617e+002	(4.00463421997926e+001dB,1.77649109387357e+002°)
5.62341325190341e+002	(4.00460136202887e+001dB,1.77594409524158e+002°)
5.75439937337149e+002	(4.00456695820574e+001dB,1.77538439780491e+002°)
5.88843655355581e+002	(4.00453093591292e+001dB,1.77481170879927e+002°)
6.02559586074349e+002	(4.00449321915732e+001dB,1.77422572885943e+002°)
6.16595001861474e+002	(4.00445372839027e+001dB,1.77362615186889e+002°)
6.30957344480184e+002	(4.00441238034473e+001dB,1.77301266483593e+002°)
6.45654229034647e+002	(4.00436908786188e+001dB,1.77238494774041e+002°)
6.60693448007587e+002	(4.00432375971118e+001dB,1.77174267339189e+002°)
6.76082975391972e+002	(4.00427630040067e+001dB,1.77108550727736e+002°)
6.91830970918927e+002	(4.00422660998295e+001dB,1.77041310743073e+002°)
7.07945784384128e+002	(4.00417458384561e+001dB,1.76972512425534e+002°)
7.24435960074980e+002	(4.00412011249799e+001dB,1.76902120038921e+002°)
7.41310241300907e+002	(4.00406308134627e+001dB,1.76830097054847e+002°)
7.58577575029173e+002	(4.00400337045785e+001dB,1.76756406136651e+002°)
7.76247116628681e+002	(4.00394085431549e+001dB,1.76681009123689e+002°)
7.94328234724270e+002	(4.00387540156138e+001dB,1.76603867015707e+002°)
8.12830516164088e+002	(4.00380687472782e+001dB,1.76524939956236e+002°)
8.31763771102659e+002	(4.00373512995888e+001dB,1.76444187217090e+002°)
8.51138038202364e+002	(4.00366001671510e+001dB,1.76361567180730e+002°)
8.70963589956068e+002	(4.00358137747202e+001dB,1.76277037326109e+002°)
8.91250938133733e+002	(4.00349904739586e+001dB,1.76190554208702e+002°)
9.12010839355897e+002	(4.00341285401639e+001dB,1.76102073448157e+002°)
9.33254300796978e+002	(4.00332261687352e+001dB,1.76011549707558e+002°)
9.54992586021422e+002	(4.00322814715789e+001dB,1.75918936679202e+002°)
9.77237220955797e+002	(4.00312924733110e+001dB,1.75824187067254e+002°)
9.99999999999986e+002	(4.00302571073193e+001dB,1.75727252572096e+002°)
1.02329299228074e+003	(4.00291732115846e+001dB,1.75628083870090e+002°)
1.04712854805088e+003	(4.00280385244744e+001dB,1.75526630603117e+002°)
1.07151930523759e+003	(4.00268506801584e+001dB,1.75422841355867e+002°)
1.09647819614317e+003	(4.00256072039949e+001dB,1.75316663643474e+002°)
1.12201845430195e+003	(4.00243055076509e+001dB,1.75208043895467e+002°)
1.14815362149687e+003	(4.00229428839814e+001dB,1.75096927437058e+002°)
1.17489755493951e+003	(4.00215165017961e+001dB,1.74983258477666e+002°)
1.20226443461740e+003	(4.00200234002599e+001dB,1.74866980090316e+002°)
1.23026877081236e+003	(4.00184604832606e+001dB,1.74748034203837e+002°)
1.25892541179415e+003	(4.00168245133167e+001dB,1.74626361581425e+002°)
1.28824955169311e+003	(4.00151121054418e+001dB,1.74501901812386e+002°)
1.31825673855639e+003	(4.00133197205916e+001dB,1.74374593294062e+002°)
1.34896288259163e+003	(4.00114436590066e+001dB,1.74244373224174e+002°)
1.38038426460286e+003	(4.00094800531238e+001dB,1.74111177583938e+002°)
1.41253754462273e+003	(4.00074248603390e+001dB,1.73974941129614e+002°)
1.44543977074591e+003	(4.00052738554633e+001dB,1.73835597383790e+002°)
1.47910838816819e+003	(4.00030226227872e+001dB,1.73693078621886e+002°)
1.51356124843619e+003	(4.00006665479598e+001dB,1.73547315866449e+002°)
1.54881661891246e+003	(3.99982008095492e+001dB,1.73398238881895e+002°)
1.58489319246109e+003	(3.99956203701608e+001dB,1.73245776164124e+002°)
1.62181009735891e+003	(3.99929199674362e+001dB,1.73089854941970e+002°)
1.65958690743754e+003	(3.99900941044888e+001dB,1.72930401168691e+002°)
1.69824365246172e+003	(3.99871370402181e+001dB,1.72767339525853e+002°)
1.73780082874935e+003	(3.99840427791127e+001dB,1.72600593420965e+002°)
1.77827941003890e+003	(3.99808050608124e+001dB,1.72430084992374e+002°)
1.81970085860996e+003	(3.99774173491924e+001dB,1.72255735110631e+002°)
1.86208713666284e+003	(3.99738728213037e+001dB,1.72077463392410e+002°)
1.90546071796322e+003	(3.99701643556570e+001dB,1.71895188203107e+002°)
1.94984459975802e+003	(3.99662845203936e+001dB,1.71708826674275e+002°)
1.99526231496885e+003	(3.99622255609296e+001dB,1.71518294716514e+002°)
2.04173794466950e+003	(3.99579793872685e+001dB,1.71323507037681e+002°)
2.08929613085401e+003	(3.99535375610351e+001dB,1.71124377167752e+002°)
2.13796208950220e+003	(3.99488912820038e+001dB,1.70920817481937e+002°)
2.18776162394952e+003	(3.99440313742975e+001dB,1.70712739228909e+002°)
2.23872113856830e+003	(3.99389482723262e+001dB,1.70500052567101e+002°)
2.29086765276774e+003	(3.99336320062649e+001dB,1.70282666601073e+002°)
2.34422881531989e+003	(3.99280721872372e+001dB,1.70060489424165e+002°)
2.39883291901945e+003	(3.99222579920313e+001dB,1.69833428161270e+002°)
2.45470891568499e+003	(3.99161781479037e+001dB,1.69601389031504e+002°)
2.51188643150954e+003	(3.99098209165434e+001dB,1.69364277396388e+002°)
2.57039578276882e+003	(3.99031740781504e+001dB,1.69121997828383e+002°)
2.63026799189534e+003	(3.98962249150745e+001dB,1.68874454178965e+002°)
2.69153480392687e+003	(3.98889601954996e+001dB,1.68621549661988e+002°)
2.75422870333812e+003	(3.98813661563642e+001dB,1.68363186925012e+002°)
2.81838293126441e+003	(3.98734284868155e+001dB,1.68099268150969e+002°)
2.88403150312656e+003	(3.98651323111256e+001dB,1.67829695153070e+002°)
2.95120922666634e+003	(3.98564621715338e+001dB,1.67554369477878e+002°)
3.01995172040197e+003	(3.98474020114533e+001dB,1.67273192528562e+002°)
3.09029543251354e+003	(3.98379351581815e+001dB,1.66986065680082e+002°)
3.16227766016833e+003	(3.98280443060317e+001dB,1.66692890413839e+002°)
3.23593656929623e+003	(3.98177114997260e+001dB,1.66393568463535e+002°)
3.31131121482586e+003	(3.98069181178372e+001dB,1.66088001965147e+002°)
3.38844156139197e+003	(3.97956448566308e+001dB,1.65776093619458e+002°)
3.46736850452526e+003	(3.97838717142247e+001dB,1.65457746861721e+002°)
3.54813389233570e+003	(3.97715779755890e+001dB,1.65132866050873e+002°)
3.63078054770095e+003	(3.97587421978442e+001dB,1.64801356661108e+002°)
3.71535229097166e+003	(3.97453421964275e+001dB,1.64463125488052e+002°)
3.80189396320555e+003	(3.97313550320361e+001dB,1.64118080864796e+002°)
3.89045144994274e+003	(3.97167569989684e+001dB,1.63766132898794e+002°)
3.98107170553491e+003	(3.97015236140229e+001dB,1.63407193707522e+002°)
4.07380277804106e+003	(3.96856296069121e+001dB,1.63041177671157e+002°)
4.16869383470328e+003	(3.96690489123526e+001dB,1.62668001703561e+002°)
4.26579518801586e+003	(3.96517546631346e+001dB,1.62287585521026e+002°)
4.36515832240159e+003	(3.96337191862455e+001dB,1.61899851950658e+002°)
4.46683592150956e+003	(3.96149139991470e+001dB,1.61504727212213e+002°)
4.57088189614867e+003	(3.95953098097516e+001dB,1.61102141244441e+002°)
4.67735141287190e+003	(3.95748765176458e+001dB,1.60692028020167e+002°)
4.78630092322630e+003	(3.95535832188441e+001dB,1.60274325892493e+002°)
4.89778819368438e+003	(3.95313982124014e+001dB,1.59848977933037e+002°)
5.01187233627264e+003	(3.95082890104514e+001dB,1.59415932289897e+002°)
5.12861383991356e+003	(3.94842223510461e+001dB,1.58975142547426e+002°)
5.24807460249764e+003	(3.94591642148815e+001dB,1.58526568103643e+002°)
5.37031796370244e+003	(3.94330798448872e+001dB,1.58070174541194e+002°)
5.49540873857615e+003	(3.94059337703858e+001dB,1.57605934018387e+002°)
5.62341325190340e+003	(3.93776898341768e+001dB,1.57133825645781e+002°)
5.75439937337147e+003	(3.93483112249797e+001dB,1.56653835885658e+002°)
5.88843655355579e+003	(3.93177605126009e+001dB,1.56165958926353e+002°)
6.02559586074347e+003	(3.92859996898779e+001dB,1.55670197091046e+002°)
6.16595001861472e+003	(3.92529902165805e+001dB,1.55166561201189e+002°)
6.30957344480182e+003	(3.92186930698823e+001dB,1.54655070963056e+002°)
6.45654229034644e+003	(3.91830687991175e+001dB,1.54135755336703e+002°)
6.60693448007585e+003	(3.91460775857587e+001dB,1.53608652898464e+002°)
6.76082975391970e+003	(3.91076793071470e+001dB,1.53073812172972e+002°)
6.91830970918925e+003	(3.90678336070884e+001dB,1.52531291975044e+002°)
7.07945784384126e+003	(3.90264999700570e+001dB,1.51981161713575e+002°)
7.24435960074977e+003	(3.89836377997113e+001dB,1.51423501666177e+002°)
7.41310241300905e+003	(3.89392065046520e+001dB,1.50858403260000e+002°)
7.58577575029170e+003	(3.88931655856106e+001dB,1.50285969283880e+002°)
7.76247116628678e+003	(3.88454747295068e+001dB,1.49706314098650e+002°)
7.94328234724268e+003	(3.87960939061428e+001dB,1.49119563795118e+002°)
8.12830516164085e+003	(3.87449834698432e+001dB,1.48525856326264e+002°)
8.31763771102656e+003	(3.86921042625900e+001dB,1.47925341575910e+002°)
8.51138038202362e+003	(3.86374177233558e+001dB,1.47318181419663e+002°)
8.70963589956065e+003	(3.85808859967514e+001dB,1.46704549701423e+002°)
8.91250938133730e+003	(3.85224720455277e+001dB,1.46084632182131e+002°)
9.12010839355894e+003	(3.84621397647757e+001dB,1.45458626437607e+002°)
9.33254300796975e+003	(3.83998540954120e+001dB,1.44826741687736e+002°)
9.54992586021419e+003	(3.83355811394426e+001dB,1.44189198586385e+002°)
9.77237220955794e+003	(3.82692882726234e+001dB,1.43546228934868e+002°)
9.99999999999983e+003	(3.82009442604587e+001dB,1.42898075382441e+002°)
1.02329299228074e+004	(3.81305193663753e+001dB,1.42244991013170e+002°)
1.04712854805088e+004	(3.80579854602350e+001dB,1.41587238906233e+002°)
1.07151930523759e+004	(3.79833161248069e+001dB,1.40925091652675e+002°)
1.09647819614317e+004	(3.79064867533981e+001dB,1.40258830776759e+002°)
1.12201845430194e+004	(3.78274746480481e+001dB,1.39588746154190e+002°)
1.14815362149686e+004	(3.77462591077352e+001dB,1.38915135341696e+002°)
1.17489755493951e+004	(3.76628215104785e+001dB,1.38238302864871e+002°)
1.20226443461739e+004	(3.75771453901517e+001dB,1.37558559476535e+002°)
1.23026877081236e+004	(3.74892165048933e+001dB,1.36876221369704e+002°)
1.25892541179415e+004	(3.73990228959810e+001dB,1.36191609344851e+002°)
1.28824955169311e+004	(3.73065549379531e+001dB,1.35505047948856e+002°)
1.31825673855638e+004	(3.72118053801218e+001dB,1.34816864592205e+002°)
1.34896288259163e+004	(3.71147693798180e+001dB,1.34127388656149e+002°)
1.38038426460286e+004	(3.70154445210359e+001dB,1.33436950551369e+002°)
1.41253754462273e+004	(3.69138308260897e+001dB,1.32745880790645e+002°)
1.44543977074590e+004	(3.68099307589950e+001dB,1.32054509072233e+002°)
1.47910838816818e+004	(3.67037492133962e+001dB,1.31363163329304e+002°)
1.51356124843618e+004	(3.65952934942668e+001dB,1.30672168815817e+002°)
1.54881661891245e+004	(3.64845732859599e+001dB,1.29981847184158e+002°)
1.58489319246109e+004	(3.63716006171987e+001dB,1.29292515623223e+002°)
1.62181009735890e+004	(3.62563898071787e+001dB,1.28604485965358e+002°)
1.65958690743753e+004	(3.61389574114461e+001dB,1.27918063875558e+002°)
1.69824365246171e+004	(3.60193221518274e+001dB,1.27233548033270e+002°)
1.73780082874934e+004	(3.58975048450193e+001dB,1.26551229392472e+002°)
1.77827941003889e+004	(3.57735283209876e+001dB,1.25871390466373e+002°)
1.81970085860995e+004	(3.56474173314223e+001dB,1.25194304644144e+002°)
1.86208713666283e+004	(3.55191984600072e+001dB,1.24520235597547e+002°)
1.90546071796321e+004	(3.53889000192908e+001dB,1.23849436697630e+002°)
1.94984459975801e+004	(3.52565519498816e+001dB,1.23182150518919e+002°)
1.99526231496884e+004	(3.51221857108773e+001dB,1.22518608375609e+002°)
2.04173794466949e+004	(3.49858341740282e+001dB,1.21859029943786e+002°)
2.08929613085400e+004	(3.48475315062661e+001dB,1.21203622895622e+002°)
2.13796208950219e+004	(3.47073130605927e+001dB,1.20552582636691e+002°)
2.18776162394951e+004	(3.45652152624727e+001dB,1.19906092077783e+002°)
2.23872113856830e+004	(3.44212754933799e+001dB,1.19264321450965e+002°)
2.29086765276773e+004	(3.42755319817225e+001dB,1.18627428205928e+002°)
2.34422881531988e+004	(3.41280236906026e+001dB,1.17995556937203e+002°)
2.39883291901945e+004	(3.39787902071956e+001dB,1.17368839360016e+002°)
2.45470891568499e+004	(3.38278716415544e+001dB,1.16747394360287e+002°)
2.51188643150954e+004	(3.36753085187526e+001dB,1.16131328046790e+002°)
2.57039578276882e+004	(3.35211416809967e+001dB,1.15520733873343e+002°)
2.63026799189533e+004	(3.33654121948332e+001dB,1.14915692800621e+002°)
2.69153480392687e+004	(3.32081612544970e+001dB,1.14316273462642e+002°)
2.75422870333812e+004	(3.30494301021738e+001dB,1.13722532411263e+002°)
2.81838293126440e+004	(3.28892599414278e+001dB,1.13134514345217e+002°)
2.88403150312655e+004	(3.27276918621989e+001dB,1.12552252388750e+002°)
2.95120922666633e+004	(3.25647667678426e+001dB,1.11975768380827e+002°)
3.01995172040196e+004	(3.24005253106272e+001dB,1.11405073195768e+002°)
3.09029543251353e+004	(3.22350078263230e+001dB,1.10840167055914e+002°)
3.16227766016832e+004	(3.20682542833765e+001dB,1.10281039890803e+002°)
3.23593656929622e+004	(3.19003042270452e+001dB,1.09727671671277e+002°)
3.31131121482585e+004	(3.17311967348429e+001dB,1.09180032771176e+002°)
3.38844156139196e+004	(3.15609703753408e+001dB,1.08638084328278e+002°)
3.46736850452525e+004	(3.13896631694037e+001dB,1.08101778600715e+002°)
3.54813389233569e+004	(3.12173125613961e+001dB,1.07571059338509e+002°)
3.63078054770095e+004	(3.10439553920659e+001dB,1.07045862144629e+002°)
3.71535229097166e+004	(3.08696278703967e+001dB,1.06526114816772e+002°)
3.80189396320554e+004	(3.06943655578076e+001dB,1.06011737709055e+002°)
3.89045144994273e+004	(3.05182033531295e+001dB,1.05502644073766e+002°)
3.98107170553490e+004	(3.03411754808264e+001dB,1.04998740397653e+002°)
4.07380277804105e+004	(3.01633154802092e+001dB,1.04499926719587e+002°)
4.16869383470328e+004	(2.99846562036593e+001dB,1.04006096953893e+002°)
4.26579518801585e+004	(2.98052298129597e+001dB,1.03517139189020e+002°)
4.36515832240158e+004	(2.96250677810372e+001dB,1.03032935981323e+002°)
4.46683592150955e+004	(2.94442008942382e+001dB,1.02553364629306e+002°)
4.57088189614866e+004	(2.92626592595975e+001dB,1.02078297443471e+002°)
4.67735141287189e+004	(2.90804723115022e+001dB,1.01607601993803e+002°)
4.78630092322629e+004	(2.88976688238979e+001dB,1.01141141352161e+002°)
4.89778819368437e+004	(2.87142769235657e+001dB,1.00678774319569e+002°)
5.01187233627263e+004	(2.85303240989072e+001dB,1.00220355621556e+002°)
5.12861383991355e+004	(2.83458372188329e+001dB,9.97657361156875e+001°)
5.24807460249763e+004	(2.81608425522094e+001dB,9.93147629757701e+001°)
5.37031796370243e+004	(2.79753657823400e+001dB,9.88672798494703e+001°)
5.49540873857614e+004	(2.77894320292959e+001dB,9.84231270209030e+001°)
5.62341325190338e+004	(2.76030658665425e+001dB,9.79821415388761e+001°)
5.75439937337146e+004	(2.74162913489737e+001dB,9.75441573563421e+001°)
5.88843655355578e+004	(2.72291320321879e+001dB,9.71090054359166e+001°)
6.02559586074346e+004	(2.70416109933794e+001dB,9.66765138405379e+001°)
6.16595001861470e+004	(2.68537508608342e+001dB,9.62465078321996e+001°)
6.30957344480181e+004	(2.66655738360075e+001dB,9.58188099350852e+001°)
6.45654229034643e+004	(2.64771017205602e+001dB,9.53932399983456e+001°)
6.60693448007583e+004	(2.62883559401993e+001dB,9.49696152341111e+001°)
6.76082975391969e+004	(2.60993575758584e+001dB,9.45477502634138e+001°)
6.91830970918923e+004	(2.59101273877694e+001dB,9.41274571239288e+001°)
7.07945784384124e+004	(2.57206858438662e+001dB,9.37085452812274e+001°)
7.24435960074976e+004	(2.55310531489197e+001dB,9.32908216244738e+001°)
7.41310241300903e+004	(2.53412492744175e+001dB,9.28740904473110e+001°)
7.58577575029169e+004	(2.51512939864202e+001dB,9.24581534176694e+001°)
7.76247116628677e+004	(2.49612068748505e+001dB,9.20428095289665e+001°)
7.94328234724266e+004	(2.47710073877853e+001dB,9.16278550516359e+001°)
8.12830516164083e+004	(2.45807148579251e+001dB,9.12130834564682e+001°)
8.31763771102655e+004	(2.43903485340940e+001dB,9.07982853320989e+001°)
8.51138038202360e+004	(2.41999276175341e+001dB,9.03832482916667e+001°)
8.70963589956063e+004	(2.40094712886363e+001dB,8.99677568587169e+001°)
8.91250938133728e+004	(2.38189987443691e+001dB,8.95515923455725e+001°)
9.12010839355892e+004	(2.36285292281227e+001dB,8.91345327104483e+001°)
9.33254300796973e+004	(2.34380820646210e+001dB,8.87163524030339e+001°)
9.54992586021417e+004	(2.32476766968229e+001dB,8.82968221982014e+001°)
9.77237220955791e+004	(2.30573327206955e+001dB,8.78757090107271e+001°)
9.99999999999980e+004	(2.28670699146005e+001dB,8.74527756776340e+001°)
1.02329299228073e+005	(2.26769082844700e+001dB,8.70277807525982e+001°)
1.04712854805088e+005	(2.24868681000084e+001dB,8.66004782646174e+001°)
1.07151930523758e+005	(2.22969699242456e+001dB,8.61706174421926e+001°)
1.09647819614316e+005	(2.21072346640126e+001dB,8.57379424527988e+001°)
1.12201845430194e+005	(2.19176836016138e+001dB,8.53021920850090e+001°)
1.14815362149686e+005	(2.17283384384021e+001dB,8.48630994271125e+001°)
1.17489755493951e+005	(2.15392213379922e+001dB,8.44203915190137e+001°)
1.20226443461739e+005	(2.13503549638342e+001dB,8.39737889634726e+001°)
1.23026877081236e+005	(2.11617625272268e+001dB,8.35230055265904e+001°)
1.25892541179414e+005	(2.09734678297150e+001dB,8.30677476996767e+001°)
1.28824955169311e+005	(2.07854953087248e+001dB,8.26077142201440e+001°)
1.31825673855638e+005	(2.05978700863306e+001dB,8.21425955775657e+001°)
1.34896288259163e+005	(2.04106180122020e+001dB,8.16720734537638e+001°)
1.38038426460286e+005	(2.02237657176715e+001dB,8.11958201481287e+001°)
1.41253754462273e+005	(2.00373406626249e+001dB,8.07134979422942e+001°)
1.44543977074590e+005	(1.98513711845782e+001dB,8.02247584161887e+001°)
1.47910838816818e+005	(1.96658865546231e+001dB,7.97292417224662e+001°)
1.51356124843618e+005	(1.94809170263245e+001dB,7.92265757968001e+001°)
1.54881661891245e+005	(1.92964938920159e+001dB,7.87163755002358e+001°)
1.58489319246108e+005	(1.91126495328061e+001dB,7.81982417082883e+001°)
1.62181009735890e+005	(1.89294174814362e+001dB,7.76717603224870e+001°)
1.65958690743753e+005	(1.87468324663729e+001dB,7.71365011877289e+001°)
1.69824365246171e+005	(1.85649304754195e+001dB,7.65920169470407e+001°)
1.73780082874934e+005	(1.83837488084093e+001dB,7.60378417850461e+001°)
1.77827941003889e+005	(1.82033261279059e+001dB,7.54734900641884e+001°)
1.81970085860995e+005	(1.80237025175581e+001dB,7.48984548674794e+001°)
1.86208713666283e+005	(1.78449195303110e+001dB,7.43122063972933e+001°)
1.90546071796321e+005	(1.76670202375142e+001dB,7.37141902457418e+001°)
1.94984459975800e+005	(1.74900492781626e+001dB,7.31038255240444e+001°)
1.99526231496884e+005	(1.73140528958891e+001dB,7.24805028134621e+001°)
2.04173794466949e+005	(1.71390789779857e+001dB,7.18435819522861e+001°)
2.08929613085400e+005	(1.69651770820835e+001dB,7.11923896085644e+001°)
