Freq.	V(vout)/(V(vp)-V(vm))
4.78630092322636e-001	(4.00533200692672e+001dB,1.79997951385783e+002°)
4.89778819368444e-001	(4.00533200690216e+001dB,1.79997903667429e+002°)
5.01187233627270e-001	(4.00533200687571e+001dB,1.79997854837570e+002°)
5.12861383991362e-001	(4.00533200684851e+001dB,1.79997804870318e+002°)
5.24807460249770e-001	(4.00533200681989e+001dB,1.79997753739178e+002°)
5.37031796370250e-001	(4.00533200678991e+001dB,1.79997701417044e+002°)
5.49540873857622e-001	(4.00533200675839e+001dB,1.79997647876169e+002°)
5.62341325190346e-001	(4.00533200672553e+001dB,1.79997593088167e+002°)
5.75439937337154e-001	(4.00533200669116e+001dB,1.79997537023987e+002°)
5.88843655355586e-001	(4.00533200665515e+001dB,1.79997479653906e+002°)
6.02559586074355e-001	(4.00533200661714e+001dB,1.79997420947504e+002°)
6.16595001861479e-001	(4.00533200657771e+001dB,1.79997360873655e+002°)
6.30957344480190e-001	(4.00533200653618e+001dB,1.79997299400505e+002°)
6.45654229034652e-001	(4.00533200649258e+001dB,1.79997236495461e+002°)
6.60693448007592e-001	(4.00533200644737e+001dB,1.79997172125171e+002°)
6.76082975391978e-001	(4.00533200639970e+001dB,1.79997106255506e+002°)
6.91830970918933e-001	(4.00533200634998e+001dB,1.79997038851537e+002°)
7.07945784384134e-001	(4.00533200629776e+001dB,1.79996969877530e+002°)
7.24435960074986e-001	(4.00533200624315e+001dB,1.79996899296909e+002°)
7.41310241300913e-001	(4.00533200618619e+001dB,1.79996827072257e+002°)
7.58577575029179e-001	(4.00533200612606e+001dB,1.79996753165276e+002°)
7.76247116628687e-001	(4.00533200606343e+001dB,1.79996677536780e+002°)
7.94328234724277e-001	(4.00533200599790e+001dB,1.79996600146670e+002°)
8.12830516164095e-001	(4.00533200592896e+001dB,1.79996520953912e+002°)
8.31763771102666e-001	(4.00533200585705e+001dB,1.79996439916519e+002°)
8.51138038202372e-001	(4.00533200578184e+001dB,1.79996356991523e+002°)
8.70963589956076e-001	(4.00533200570284e+001dB,1.79996272134955e+002°)
8.91250938133740e-001	(4.00533200561990e+001dB,1.79996185301823e+002°)
9.12010839355904e-001	(4.00533200553346e+001dB,1.79996096446088e+002°)
9.33254300796986e-001	(4.00533200544255e+001dB,1.79996005520638e+002°)
9.54992586021430e-001	(4.00533200534775e+001dB,1.79995912477259e+002°)
9.77237220955805e-001	(4.00533200524828e+001dB,1.79995817266624e+002°)
9.99999999999994e-001	(4.00533200514442e+001dB,1.79995719838250e+002°)
1.02329299228075e+000	(4.00533200503544e+001dB,1.79995620140476e+002°)
1.04712854805089e+000	(4.00533200492132e+001dB,1.79995518120440e+002°)
1.07151930523760e+000	(4.00533200480178e+001dB,1.79995413724056e+002°)
1.09647819614318e+000	(4.00533200467652e+001dB,1.79995306895963e+002°)
1.12201845430196e+000	(4.00533200454558e+001dB,1.79995197579530e+002°)
1.14815362149688e+000	(4.00533200440834e+001dB,1.79995085716788e+002°)
1.17489755493952e+000	(4.00533200426458e+001dB,1.79994971248428e+002°)
1.20226443461741e+000	(4.00533200411427e+001dB,1.79994854113755e+002°)
1.23026877081237e+000	(4.00533200395670e+001dB,1.79994734250669e+002°)
1.25892541179416e+000	(4.00533200379188e+001dB,1.79994611595611e+002°)
1.28824955169313e+000	(4.00533200361902e+001dB,1.79994486083550e+002°)
1.31825673855640e+000	(4.00533200343838e+001dB,1.79994357647936e+002°)
1.34896288259165e+000	(4.00533200324876e+001dB,1.79994226220675e+002°)
1.38038426460288e+000	(4.00533200305041e+001dB,1.79994091732079e+002°)
1.41253754462275e+000	(4.00533200284283e+001dB,1.79993954110840e+002°)
1.44543977074592e+000	(4.00533200262543e+001dB,1.79993813283992e+002°)
1.47910838816820e+000	(4.00533200239764e+001dB,1.79993669176866e+002°)
1.51356124843620e+000	(4.00533200215921e+001dB,1.79993521713052e+002°)
1.54881661891247e+000	(4.00533200190937e+001dB,1.79993370814364e+002°)
1.58489319246110e+000	(4.00533200164830e+001dB,1.79993216400796e+002°)
1.62181009735892e+000	(4.00533200137422e+001dB,1.79993058390473e+002°)
1.65958690743755e+000	(4.00533200108752e+001dB,1.79992896699619e+002°)
1.69824365246173e+000	(4.00533200078763e+001dB,1.79992731242499e+002°)
1.73780082874936e+000	(4.00533200047292e+001dB,1.79992561931391e+002°)
1.77827941003891e+000	(4.00533200014430e+001dB,1.79992388676516e+002°)
1.81970085860997e+000	(4.00533199979961e+001dB,1.79992211386020e+002°)
1.86208713666286e+000	(4.00533199943856e+001dB,1.79992029965898e+002°)
1.90546071796323e+000	(4.00533199906063e+001dB,1.79991844319954e+002°)
1.94984459975803e+000	(4.00533199866503e+001dB,1.79991654349765e+002°)
1.99526231496887e+000	(4.00533199825082e+001dB,1.79991459954605e+002°)
2.04173794466952e+000	(4.00533199781673e+001dB,1.79991261031392e+002°)
2.08929613085403e+000	(4.00533199736247e+001dB,1.79991057474669e+002°)
2.13796208950222e+000	(4.00533199688701e+001dB,1.79990849176497e+002°)
2.18776162394954e+000	(4.00533199638877e+001dB,1.79990636026438e+002°)
2.23872113856832e+000	(4.00533199586697e+001dB,1.79990417911475e+002°)
2.29086765276776e+000	(4.00533199532099e+001dB,1.79990194715966e+002°)
2.34422881531990e+000	(4.00533199474899e+001dB,1.79989966321567e+002°)
2.39883291901947e+000	(4.00533199414990e+001dB,1.79989732607178e+002°)
2.45470891568501e+000	(4.00533199352281e+001dB,1.79989493448883e+002°)
2.51188643150956e+000	(4.00533199286622e+001dB,1.79989248719873e+002°)
2.57039578276884e+000	(4.00533199217855e+001dB,1.79988998290390e+002°)
2.63026799189536e+000	(4.00533199145845e+001dB,1.79988742027663e+002°)
2.69153480392690e+000	(4.00533199070448e+001dB,1.79988479795804e+002°)
2.75422870333815e+000	(4.00533198991516e+001dB,1.79988211455783e+002°)
2.81838293126443e+000	(4.00533198908825e+001dB,1.79987936865324e+002°)
2.88403150312658e+000	(4.00533198822261e+001dB,1.79987655878832e+002°)
2.95120922666636e+000	(4.00533198731609e+001dB,1.79987368347321e+002°)
3.01995172040199e+000	(4.00533198636694e+001dB,1.79987074118340e+002°)
3.09029543251357e+000	(4.00533198537287e+001dB,1.79986773035886e+002°)
3.16227766016835e+000	(4.00533198433238e+001dB,1.79986464940323e+002°)
3.23593656929626e+000	(4.00533198324221e+001dB,1.79986149668295e+002°)
3.31131121482589e+000	(4.00533198210134e+001dB,1.79985827052642e+002°)
3.38844156139200e+000	(4.00533198090633e+001dB,1.79985496922298e+002°)
3.46736850452529e+000	(4.00533197965500e+001dB,1.79985159102235e+002°)
3.54813389233573e+000	(4.00533197834464e+001dB,1.79984813413335e+002°)
3.63078054770098e+000	(4.00533197697263e+001dB,1.79984459672307e+002°)
3.71535229097170e+000	(4.00533197553600e+001dB,1.79984097691591e+002°)
3.80189396320558e+000	(4.00533197403168e+001dB,1.79983727279258e+002°)
3.89045144994278e+000	(4.00533197245632e+001dB,1.79983348238913e+002°)
3.98107170553494e+000	(4.00533197080693e+001dB,1.79982960369597e+002°)
4.07380277804109e+000	(4.00533196907947e+001dB,1.79982563465642e+002°)
4.16869383470332e+000	(4.00533196727104e+001dB,1.79982157316606e+002°)
4.26579518801589e+000	(4.00533196537717e+001dB,1.79981741707150e+002°)
4.36515832240162e+000	(4.00533196339375e+001dB,1.79981316416898e+002°)
4.46683592150959e+000	(4.00533196131723e+001dB,1.79980881220370e+002°)
4.57088189614871e+000	(4.00533195914270e+001dB,1.79980435886811e+002°)
4.67735141287194e+000	(4.00533195686570e+001dB,1.79979980180118e+002°)
4.78630092322634e+000	(4.00533195448151e+001dB,1.79979513858646e+002°)
4.89778819368442e+000	(4.00533195198484e+001dB,1.79979036675143e+002°)
5.01187233627268e+000	(4.00533194937049e+001dB,1.79978548376619e+002°)
5.12861383991361e+000	(4.00533194663300e+001dB,1.79978048704169e+002°)
5.24807460249768e+000	(4.00533194376636e+001dB,1.79977537392860e+002°)
5.37031796370248e+000	(4.00533194076505e+001dB,1.79977014171580e+002°)
5.49540873857620e+000	(4.00533193762160e+001dB,1.79976478762902e+002°)
5.62341325190344e+000	(4.00533193433042e+001dB,1.79975930882968e+002°)
5.75439937337152e+000	(4.00533193088404e+001dB,1.79975370241276e+002°)
5.88843655355584e+000	(4.00533192727550e+001dB,1.79974796540568e+002°)
6.02559586074353e+000	(4.00533192349670e+001dB,1.79974209476648e+002°)
6.16595001861477e+000	(4.00533191953956e+001dB,1.79973608738273e+002°)
6.30957344480188e+000	(4.00533191539620e+001dB,1.79972994006899e+002°)
6.45654229034650e+000	(4.00533191105778e+001dB,1.79972364956599e+002°)
6.60693448007590e+000	(4.00533190651444e+001dB,1.79971721253840e+002°)
6.76082975391976e+000	(4.00533190175717e+001dB,1.79971062557330e+002°)
6.91830970918931e+000	(4.00533189677567e+001dB,1.79970388517807e+002°)
7.07945784384132e+000	(4.00533189155958e+001dB,1.79969698777905e+002°)
7.24435960074984e+000	(4.00533188609719e+001dB,1.79968992971901e+002°)
7.41310241300911e+000	(4.00533188037786e+001dB,1.79968270725567e+002°)
7.58577575029177e+000	(4.00533187438886e+001dB,1.79967531655975e+002°)
7.76247116628685e+000	(4.00533186811751e+001dB,1.79966775371244e+002°)
7.94328234724275e+000	(4.00533186155048e+001dB,1.79966001470392e+002°)
8.12830516164092e+000	(4.00533185467430e+001dB,1.79965209543086e+002°)
8.31763771102664e+000	(4.00533184747397e+001dB,1.79964399169424e+002°)
8.51138038202369e+000	(4.00533183993412e+001dB,1.79963569919761e+002°)
8.70963589956073e+000	(4.00533183203899e+001dB,1.79962721354401e+002°)
8.91250938133738e+000	(4.00533182377192e+001dB,1.79961853023443e+002°)
9.12010839355902e+000	(4.00533181511505e+001dB,1.79960964466464e+002°)
9.33254300796983e+000	(4.00533180605041e+001dB,1.79960055212353e+002°)
9.54992586021427e+000	(4.00533179655841e+001dB,1.79959124779022e+002°)
9.77237220955802e+000	(4.00533178661897e+001dB,1.79958172673121e+002°)
9.99999999999991e+000	(4.00533177621127e+001dB,1.79957198389853e+002°)
1.02329299228075e+001	(4.00533176531303e+001dB,1.79956201412646e+002°)
1.04712854805089e+001	(4.00533175390106e+001dB,1.79955181212866e+002°)
1.07151930523760e+001	(4.00533174195131e+001dB,1.79954137249613e+002°)
1.09647819614318e+001	(4.00533172943855e+001dB,1.79953068969362e+002°)
1.12201845430195e+001	(4.00533171633586e+001dB,1.79951975805707e+002°)
1.14815362149687e+001	(4.00533170261590e+001dB,1.79950857179029e+002°)
1.17489755493952e+001	(4.00533168824901e+001dB,1.79949712496220e+002°)
1.20226443461740e+001	(4.00533167320524e+001dB,1.79948541150362e+002°)
1.23026877081237e+001	(4.00533165745245e+001dB,1.79947342520402e+002°)
1.25892541179416e+001	(4.00533164095735e+001dB,1.79946115970806e+002°)
1.28824955169312e+001	(4.00533162368458e+001dB,1.79944860851232e+002°)
1.31825673855639e+001	(4.00533160559814e+001dB,1.79943576496231e+002°)
1.34896288259164e+001	(4.00533158665892e+001dB,1.79942262224819e+002°)
1.38038426460287e+001	(4.00533156682760e+001dB,1.79940917340148e+002°)
1.41253754462274e+001	(4.00533154606111e+001dB,1.79939541129147e+002°)
1.44543977074591e+001	(4.00533152431640e+001dB,1.79938132862154e+002°)
1.47910838816819e+001	(4.00533150154676e+001dB,1.79936691792473e+002°)
1.51356124843619e+001	(4.00533147770394e+001dB,1.79935217156044e+002°)
1.54881661891247e+001	(4.00533145273756e+001dB,1.79933708171004e+002°)
1.58489319246110e+001	(4.00533142659437e+001dB,1.79932164037275e+002°)
1.62181009735891e+001	(4.00533139921924e+001dB,1.79930583936146e+002°)
1.65958690743754e+001	(4.00533137055387e+001dB,1.79928967029835e+002°)
1.69824365246173e+001	(4.00533134053767e+001dB,1.79927312461056e+002°)
1.73780082874936e+001	(4.00533130910667e+001dB,1.79925619352522e+002°)
1.77827941003891e+001	(4.00533127619441e+001dB,1.79923886806561e+002°)
1.81970085860997e+001	(4.00533124173121e+001dB,1.79922113904559e+002°)
1.86208713666285e+001	(4.00533120564373e+001dB,1.79920299706493e+002°)
1.90546071796323e+001	(4.00533116785535e+001dB,1.79918443250483e+002°)
1.94984459975803e+001	(4.00533112828626e+001dB,1.79916543552237e+002°)
1.99526231496886e+001	(4.00533108685231e+001dB,1.79914599604494e+002°)
2.04173794466951e+001	(4.00533104346556e+001dB,1.79912610376592e+002°)
2.08929613085402e+001	(4.00533099803410e+001dB,1.79910574813818e+002°)
2.13796208950221e+001	(4.00533095046155e+001dB,1.79908491836921e+002°)
2.18776162394953e+001	(4.00533090064718e+001dB,1.79906360341503e+002°)
2.23872113856832e+001	(4.00533084848499e+001dB,1.79904179197413e+002°)
2.29086765276775e+001	(4.00533079386410e+001dB,1.79901947248211e+002°)
2.34422881531990e+001	(4.00533073666941e+001dB,1.79899663310544e+002°)
2.39883291901947e+001	(4.00533067677918e+001dB,1.79897326173430e+002°)
2.45470891568501e+001	(4.00533061406642e+001dB,1.79894934597737e+002°)
2.51188643150956e+001	(4.00533054839801e+001dB,1.79892487315428e+002°)
2.57039578276884e+001	(4.00533047963482e+001dB,1.79889983028988e+002°)
2.63026799189536e+001	(4.00533040763090e+001dB,1.79887420410622e+002°)
2.69153480392689e+001	(4.00533033223355e+001dB,1.79884798101641e+002°)
2.75422870333814e+001	(4.00533025328293e+001dB,1.79882114711709e+002°)
2.81838293126442e+001	(4.00533017061142e+001dB,1.79879368818093e+002°)
2.88403150312658e+001	(4.00533008404371e+001dB,1.79876558964934e+002°)
2.95120922666636e+001	(4.00532999339626e+001dB,1.79873683662462e+002°)
3.01995172040199e+001	(4.00532989847683e+001dB,1.79870741386212e+002°)
3.09029543251356e+001	(4.00532979908382e+001dB,1.79867730576190e+002°)
3.16227766016835e+001	(4.00532969500662e+001dB,1.79864649636105e+002°)
3.23593656929625e+001	(4.00532958602453e+001dB,1.79861496932466e+002°)
3.31131121482588e+001	(4.00532947190632e+001dB,1.79858270793743e+002°)
3.38844156139199e+001	(4.00532935240984e+001dB,1.79854969509464e+002°)
3.46736850452528e+001	(4.00532922728195e+001dB,1.79851591329339e+002°)
3.54813389233572e+001	(4.00532909625671e+001dB,1.79848134462252e+002°)
3.63078054770098e+001	(4.00532895905655e+001dB,1.79844597075482e+002°)
3.71535229097169e+001	(4.00532881539019e+001dB,1.79840977293514e+002°)
3.80189396320557e+001	(4.00532866495343e+001dB,1.79837273197246e+002°)
3.89045144994276e+001	(4.00532850742661e+001dB,1.79833482822791e+002°)
3.98107170553493e+001	(4.00532834247606e+001dB,1.79829604160594e+002°)
4.07380277804108e+001	(4.00532816975160e+001dB,1.79825635154253e+002°)
4.16869383470331e+001	(4.00532798888705e+001dB,1.79821573699510e+002°)
4.26579518801588e+001	(4.00532779949860e+001dB,1.79817417643045e+002°)
4.36515832240161e+001	(4.00532760118463e+001dB,1.79813164781464e+002°)
4.46683592150958e+001	(4.00532739352453e+001dB,1.79808812860001e+002°)
