Freq.	V(vout)	V(n003)
3.38844156139195e+005	(-5.70412138900721e+001dB,-1.35385784120720e+001°)	(-4.42238564105447e+001dB,6.32450278337193e+001°)
3.46736850452524e+005	(-5.70372292787256e+001dB,-1.44461320371778e+001°)	(-4.40301010537444e+001dB,6.26281008053512e+001°)
3.54813389233568e+005	(-5.70337864488255e+001dB,-1.53554511846897e+001°)	(-4.38364496291287e+001dB,6.20034481263756e+001°)
3.63078054770093e+005	(-5.70308799609736e+001dB,-1.62674599569619e+001°)	(-4.36429145131920e+001dB,6.13702403878284e+001°)
3.71535229097164e+005	(-5.70285054124684e+001dB,-1.71830578323129e+001°)	(-4.34495084721697e+001dB,6.07276730998848e+001°)
3.80189396320553e+005	(-5.70266595221029e+001dB,-1.81031220119042e+001°)	(-4.32562447637162e+001dB,6.00749642033033e+001°)
3.89045144994272e+005	(-5.70253401915853e+001dB,-1.90285097256095e+001°)	(-4.30631372153581e+001dB,5.94113516313253e+001°)
3.98107170553488e+005	(-5.70245465755945e+001dB,-1.99600603378757e+001°)	(-4.28702003116655e+001dB,5.87360910806565e+001°)
4.07380277804104e+005	(-5.70242791395178e+001dB,-2.08985973840693e+001°)	(-4.26774492691264e+001dB,5.80484538606622e+001°)
4.16869383470326e+005	(-5.70245397260905e+001dB,-2.18449304415837e+001°)	(-4.24849001198912e+001dB,5.73477249161255e+001°)
4.26579518801583e+005	(-5.70253316019543e+001dB,-2.27998570066424e+001°)	(-4.22925697753508e+001dB,5.66332008522599e+001°)
4.36515832240156e+005	(-5.70266595243626e+001dB,-2.37641641663387e+001°)	(-4.21004761097342e+001dB,5.59041881720629e+001°)
4.46683592150953e+005	(-5.70285297994610e+001dB,-2.47386302355050e+001°)	(-4.19086380351129e+001dB,5.51600015560545e+001°)
4.57088189614865e+005	(-5.70309503445283e+001dB,-2.57240263094683e+001°)	(-4.17170755801627e+001dB,5.43999622329822e+001°)
4.67735141287188e+005	(-5.70339307519926e+001dB,-2.67211177421058e+001°)	(-4.15258099704668e+001dB,5.36233964317281e+001°)
4.78630092322628e+005	(-5.70374823632339e+001dB,-2.77306655189831e+001°)	(-4.13348637183428e+001dB,5.28296339442920e+001°)
4.89778819368435e+005	(-5.70416183409812e+001dB,-2.87534275979135e+001°)	(-4.11442607109818e+001dB,5.20180067271778e+001°)
5.01187233627261e+005	(-5.70463537508852e+001dB,-2.97901601626289e+001°)	(-4.09540263074569e+001dB,5.11878475951701e+001°)
5.12861383991353e+005	(-5.70517056486274e+001dB,-3.08416188191536e+001°)	(-4.07641874409472e+001dB,5.03384889775949e+001°)
5.24807460249761e+005	(-5.70576931755684e+001dB,-3.19085597162135e+001°)	(-4.05747727291668e+001dB,4.94692617554320e+001°)
5.37031796370241e+005	(-5.70643376591835e+001dB,-3.29917406241616e+001°)	(-4.03858125892330e+001dB,4.85794941445051e+001°)
5.49540873857612e+005	(-5.70716627240465e+001dB,-3.40919219438722e+001°)	(-4.01973393627280e+001dB,4.76685106530195e+001°)
5.62341325190336e+005	(-5.70796944129307e+001dB,-3.52098676483457e+001°)	(-4.00093874505147e+001dB,4.67356311104366e+001°)
5.75439937337144e+005	(-5.70884613149840e+001dB,-3.63463461711676e+001°)	(-3.98219934542603e+001dB,4.57801697532853e+001°)
5.88843655355575e+005	(-5.70979947061331e+001dB,-3.75021312301841e+001°)	(-3.96351963298170e+001dB,4.48014343793037e+001°)
6.02559586074344e+005	(-5.71083286983979e+001dB,-3.86780025978341e+001°)	(-3.94490375491422e+001dB,4.37987255582360e+001°)
6.16595001861468e+005	(-5.71195004057599e+001dB,-3.98747467597423e+001°)	(-3.92635612783997e+001dB,4.27713359574590e+001°)
6.30957344480179e+005	(-5.71315501139563e+001dB,-4.10931575819212e+001°)	(-3.90788145596162e+001dB,4.17185496618772e+001°)
6.45654229034641e+005	(-5.71445214715029e+001dB,-4.23340368181993e+001°)	(-3.88948475131979e+001dB,4.06396416562696e+001°)
6.60693448007581e+005	(-5.71584616877940e+001dB,-4.35981945850149e+001°)	(-3.87117135471578e+001dB,3.95338773427561e+001°)
6.76082975391966e+005	(-5.71734217493055e+001dB,-4.48864497392062e+001°)	(-3.85294695840860e+001dB,3.84005121575748e+001°)
6.91830970918920e+005	(-5.71894566456017e+001dB,-4.61996301642994e+001°)	(-3.83481762975672e+001dB,3.72387912814948e+001°)
7.07945784384122e+005	(-5.72066256141720e+001dB,-4.75385729505909e+001°)	(-3.81678983670769e+001dB,3.60479494584090e+001°)
7.24435960074973e+005	(-5.72249924003824e+001dB,-4.89041244013040e+001°)	(-3.79887047476475e+001dB,3.48272109896726e+001°)
7.41310241300900e+005	(-5.72446255265066e+001dB,-5.02971400528903e+001°)	(-3.78106689482774e+001dB,3.35757897159738e+001°)
7.58577575029166e+005	(-5.72655985850917e+001dB,-5.17184844198195e+001°)	(-3.76338693343421e+001dB,3.22928892762584e+001°)
7.76247116628674e+005	(-5.72879905396013e+001dB,-5.31690306667142e+001°)	(-3.74583894369601e+001dB,3.09777034407228e+001°)
7.94328234724263e+005	(-5.73118860471716e+001dB,-5.46496600500474e+001°)	(-3.72843182841556e+001dB,2.96294166755381e+001°)
8.12830516164080e+005	(-5.73373757893372e+001dB,-5.61612612820088e+001°)	(-3.71117507396827e+001dB,2.82472047865883e+001°)
8.31763771102652e+005	(-5.73645568234603e+001dB,-5.77047295749841e+001°)	(-3.69407878622529e+001dB,2.68302358836709e+001°)
8.51138038202357e+005	(-5.73935329425900e+001dB,-5.92809655417275e+001°)	(-3.67715372729009e+001dB,2.53776714899815e+001°)
8.70963589956060e+005	(-5.74244150507008e+001dB,-6.08908737830755e+001°)	(-3.66041135374459e+001dB,2.38886679649419e+001°)
8.91250938133725e+005	(-5.74573215449304e+001dB,-6.25353613401371e+001°)	(-3.64386385556759e+001dB,2.23623780633500e+001°)
9.12010839355888e+005	(-5.74923787094868e+001dB,-6.42153357490899e+001°)	(-3.62752419619353e+001dB,2.07979528926398e+001°)
9.33254300796969e+005	(-5.75297211138518e+001dB,-6.59317027600181e+001°)	(-3.61140615297488e+001dB,1.91945442067419e+001°)
9.54992586021413e+005	(-5.75694920138973e+001dB,-6.76853638490200e+001°)	(-3.59552435791068e+001dB,1.75513069072437e+001°)
9.77237220955787e+005	(-5.76118437518288e+001dB,-6.94772132338124e+001°)	(-3.57989433823372e+001dB,1.58674020415599e+001°)
9.99999999999976e+005	(-5.76569381496055e+001dB,-7.13081346056684e+001°)	(-3.56453255632157e+001dB,1.41420000852104e+001°)
1.02329299228073e+006	(-5.77049468963594e+001dB,-7.31789973740807e+001°)	(-3.54945644898513e+001dB,1.23742847117619e+001°)
1.04712854805087e+006	(-5.77560519116939e+001dB,-7.50906525342019e+001°)	(-3.53468446432296e+001dB,1.05634569403250e+001°)
1.07151930523758e+006	(-5.78104456917793e+001dB,-7.70439279939690e+001°)	(-3.52023609683429e+001dB,8.70873982365247e+000°)
1.09647819614316e+006	(-5.78683316211320e+001dB,-7.90396235184610e+001°)	(-3.50613191907986e+001dB,6.80938351924283e+000°)
1.12201845430194e+006	(-5.79299242442244e+001dB,-8.10785051099717e+001°)	(-3.49239360930621e+001dB,4.86467092492675e+000°)
1.14815362149686e+006	(-5.79954494866182e+001dB,-8.31612988730495e+001°)	(-3.47904397400327e+001dB,2.87392382964362e+000°)
1.17489755493950e+006	(-5.80651448164384e+001dB,-8.52886844421248e+001°)	(-3.46610696447782e+001dB,8.36509501752639e-001°)
1.20226443461738e+006	(-5.81392593307520e+001dB,-8.74612878130188e+001°)	(-3.45360768589965e+001dB,-1.24815212644832e+000°)
1.23026877081235e+006	(-5.82180537541778e+001dB,-8.96796736964953e+001°)	(-3.44157239755410e+001dB,-3.38058079618971e+000°)
1.25892541179414e+006	(-5.83018003393561e+001dB,-9.19443373920319e+001°)	(-3.43002850326402e+001dB,-5.56122777988580e+000°)
1.28824955169310e+006	(-5.83907826535195e+001dB,-9.42556962357377e+001°)	(-3.41900453040635e+001dB,-7.79046731293382e+000°)
1.31825673855638e+006	(-5.84852952322059e+001dB,-9.66140806393286e+001°)	(-3.40853009562775e+001dB,-1.00685876165894e+001°)
1.34896288259162e+006	(-5.85856430829302e+001dB,-9.90197247324826e+001°)	(-3.39863585554158e+001dB,-1.23957815242649e+001°)
1.38038426460285e+006	(-5.86921410336970e+001dB,-1.01472756853091e+002°)	(-3.38935344189510e+001dB,-1.47721369557841e+001°)
1.41253754462272e+006	(-5.88051129020125e+001dB,-1.03973189799264e+002°)	(-3.38071537877314e+001dB,-1.71976271534699e+001°)
1.44543977074589e+006	(-5.89248904678233e+001dB,-1.06520911130748e+002°)	(-3.37275498018165e+001dB,-1.96721009677441e+001°)
1.47910838816817e+006	(-5.90518122443781e+001dB,-1.09115673504426e+002°)	(-3.36550622741119e+001dB,-2.21952731769152e+001°)
1.51356124843617e+006	(-5.91862220300200e+001dB,-1.11757085363900e+002°)	(-3.35900362448161e+001dB,-2.47667151611777e+001°)
1.54881661891244e+006	(-5.93284672362924e+001dB,-1.14444602069355e+002°)	(-3.35328203120673e+001dB,-2.73858460170277e+001°)
1.58489319246107e+006	(-5.94788969901307e+001dB,-1.17177517769306e+002°)	(-3.34837647365672e+001dB,-3.00519244137083e+001°)
1.62181009735889e+006	(-5.96378599889029e+001dB,-1.19954958069863e+002°)	(-3.34432192989482e+001dB,-3.27640412473350e+001°)
1.65958690743752e+006	(-5.98057021523316e+001dB,-1.22775874048917e+002°)	(-3.34115309539233e+001dB,-3.55211136401040e+001°)
1.69824365246170e+006	(-5.99827640358715e+001dB,-1.25639037521679e+002°)	(-3.33890412457932e+001dB,-3.83218801910287e+001°)
1.73780082874933e+006	(-6.01693780602978e+001dB,-1.28543038127443e+002°)	(-3.33760835400737e+001dB,-4.11648980480821e+001°)
1.77827941003888e+006	(-6.03658655552732e+001dB,-1.31486282262651e+002°)	(-3.33729800690130e+001dB,-4.40485418268303e+001°)
1.81970085860994e+006	(-6.05725336629360e+001dB,-1.34466994297329e+002°)	(-3.33800388370446e+001dB,-4.69710048126254e+001°)
1.86208713666282e+006	(-6.07896721368402e+001dB,-1.37483220140520e+002°)	(-3.33975504215116e+001dB,-4.99303025119962e+001°)
1.90546071796320e+006	(-6.10175500698852e+001dB,-1.40532833465185e+002°)	(-3.34257847023035e+001dB,-5.29242788637016e+001°)
1.94984459975800e+006	(-6.12564126464792e+001dB,-1.43613544762424e+002°)	(-3.34649876156507e+001dB,-5.59506152793201e+001°)
1.99526231496883e+006	(-6.15064779055670e+001dB,-1.46722913169923e+002°)	(-3.35153779187135e+001dB,-5.90068424582556e+001°)
2.04173794466948e+006	(-6.17679336563702e+001dB,-1.49858361290836e+002°)	(-3.35771441068146e+001dB,-6.20903551934000e+001°)
2.08929613085399e+006	(-6.20409345593029e+001dB,-1.53017192923651e+002°)	(-3.36504414957812e+001dB,-6.51984300879853e+001°)
2.13796208950218e+006	(-6.23255994574881e+001dB,-1.56196613511609e+002°)	(-3.37353895548267e+001dB,-6.83282459921978e+001°)
2.18776162394950e+006	(-6.26220090422434e+001dB,-1.59393753233498e+002°)	(-3.38320695733396e+001dB,-7.14769070813845e+001°)
2.23872113856828e+006	(-6.29302038753206e+001dB,-1.62605692455828e+002°)	(-3.39405226843714e+001dB,-7.46414682958500e+001°)
2.29086765276772e+006	(-6.32501828553992e+001dB,-1.65829489127301e+002°)	(-3.40607483323211e+001dB,-7.78189627231613e+001°)
2.34422881531986e+006	(-6.35819021692781e+001dB,-1.69062207788569e+002°)	(-3.41927032252673e+001dB,-8.10064305959557e+001°)
2.39883291901943e+006	(-6.39252747537604e+001dB,-1.72300949733554e+002°)	(-3.43363007979419e+001dB,-8.42009494415152e+001°)
2.45470891568497e+006	(-6.42801702997443e+001dB,-1.75542883835423e+002°)	(-3.44914112168625e+001dB,-8.73996648962177e+001°)
2.51188643150952e+006	(-6.46464158079392e+001dB,-1.78785277445757e+002°)	(-3.46578619370435e+001dB,-9.05998215933814e+001°)
2.57039578276880e+006	(-6.50237966738311e+001dB,1.77974473051822e+002°)	(-3.48354387879130e+001dB,-9.37987937057839e+001°)
2.63026799189532e+006	(-6.54120583291378e+001dB,1.74738812549365e+002°)	(-3.50238876156768e+001dB,-9.69941146270420e+001°)
2.69153480392685e+006	(-6.58109083492609e+001dB,1.71509998917182e+002°)	(-3.52229163916393e+001dB,-1.00183505258327e+002°)
2.75422870333810e+006	(-6.62200190323613e+001dB,1.68290076385928e+002°)	(-3.54321977921096e+001dB,-1.03364900615785e+002°)
2.81838293126438e+006	(-6.66390303723607e+001dB,1.65080851035640e+002°)	(-3.56513721721964e+001dB,-1.06536474331202e+002°)
2.88403150312653e+006	(-6.70675533855874e+001dB,1.61883868588984e+002°)	(-3.58800508932117e+001dB,-1.09696660848670e+002°)
2.95120922666631e+006	(-6.75051737215089e+001dB,1.58700394744726e+002°)	(-3.61178199341284e+001dB,-1.12844175081208e+002°)
3.01995172040194e+006	(-6.79514554932112e+001dB,1.55531398036433e+002°)	(-3.63642437227520e+001dB,-1.15978029542368e+002°)
3.09029543251351e+006	(-6.84059452854432e+001dB,1.52377535323057e+002°)	(-3.66188691444262e+001dB,-1.19097548846138e+002°)
3.16227766016830e+006	(-6.88681762743212e+001dB,1.49239139775246e+002°)	(-3.68812296623702e+001dB,-1.22202381711309e+002°)
3.23593656929620e+006	(-6.93376724136272e+001dB,1.46116211275573e+002°)	(-3.71508495045802e+001dB,-1.25292510552114e+002°)
3.31131121482583e+006	(-6.98139526707543e+001dB,1.43008408925160e+002°)	(-3.74272479003529e+001dB,-1.28368258962659e+002°)
3.38844156139194e+006	(-7.02965352621812e+001dB,1.39915045619186e+002°)	(-3.77099433163104e+001dB,-1.31430297132646e+002°)
3.46736850452523e+006	(-7.07849419095118e+001dB,1.36835084281618e+002°)	(-3.79984577129676e+001dB,-1.34479645604054e+002°)
3.54813389233566e+006	(-7.12787020823813e+001dB,1.33767135592055e+002°)	(-3.82923207881406e+001dB,-1.37517677535894e+002°)
3.63078054770092e+006	(-7.17773572889344e+001dB,1.30709456943718e+002°)	(-3.85910742679068e+001dB,-1.40546119737970e+002°)
3.71535229097163e+006	(-7.22804654204402e+001dB,1.27659952551997e+002°)	(-3.88942762516784e+001dB,-1.43567052554276e+002°)
3.80189396320551e+006	(-7.27876051904648e+001dB,1.24616174394183e+002°)	(-3.92015056518144e+001dB,-1.46582908915367e+002°)
3.89045144994271e+006	(-7.32983807667110e+001dB,1.21575324129428e+002°)	(-3.95123668258792e+001dB,-1.49596472410662e+002°)
3.98107170553487e+006	(-7.38124266273952e+001dB,1.18534255958471e+002°)	(-3.98264944334205e+001dB,-1.52610874421157e+002°)
4.07380277804102e+006	(-7.43294127678716e+001dB,1.15489480682562e+002°)	(-4.01435586429758e+001dB,-1.55629590053084e+002°)
4.16869383470325e+006	(-7.48490503334305e+001dB,1.12437171280967e+002°)	(-4.04632707652364e+001dB,-1.58656432553162e+002°)
4.26579518801582e+006	(-7.53710977993210e+001dB,1.09373170671220e+002°)	(-4.07853894334190e+001dB,-1.61695545541244e+002°)
4.36515832240155e+006	(-7.58953678052476e+001dB,1.06293002468810e+002°)	(-4.11097274380965e+001dB,-1.64751392243679e+002°)
4.46683592150952e+006	(-7.64217347707250e+001dB,1.03191885915698e+002°)	(-4.14361593428707e+001dB,-1.67828740558006e+002°)
4.57088189614863e+006	(-7.69501433701405e+001dB,1.00064756504253e+002°)	(-4.17646299597397e+001dB,-1.70932642422363e+002°)
4.67735141287186e+006	(-7.74806179795581e+001dB,9.69062942522976e+001°)	(-4.20951637961923e+001dB,-1.74068405533930e+002°)
4.78630092322626e+006	(-7.80132731210520e+001dB,9.37109622024091e+001°)	(-4.24278754998196e+001dB,-1.77241554843263e+002°)
4.89778819368433e+006	(-7.85483248864086e+001dB,9.04730580423961e+001°)	(-4.27629812822817e+001dB,1.79542219072412e+002°)
5.01187233627259e+006	(-7.90861032343605e+001dB,8.71867825229431e+001°)	(-4.31008112167963e+001dB,1.76277128432944e+002°)
5.12861383991351e+006	(-7.96270648989386e+001dB,8.38463289589375e+001°)	(-4.34418221467312e+001dB,1.72957377762540e+002°)
5.24807460249759e+006	(-8.01718064754023e+001dB,8.04459983366513e+001°)	(-4.37866107717672e+001dB,1.69577279002783e+002°)
5.37031796370239e+006	(-8.07210769678756e+001dB,7.69803451464880e+001°)	(-4.41359261957540e+001dB,1.66131397351086e+002°)
5.49540873857610e+006	(-8.12757887847857e+001dB,7.34443585124401e+001°)	(-4.44906809223602e+001dB,1.62614732395727e+002°)
5.62341325190334e+006	(-8.18370257603899e+001dB,6.98336829448201e+001°)	(-4.48519588768019e+001dB,1.59022938874039e+002°)
5.75439937337142e+006	(-8.24060463257180e+001dB,6.61448804366099e+001°)	(-4.52210185769770e+001dB,1.55352588774100e+002°)
5.88843655355574e+006	(-8.29842795142537e+001dB,6.23757332705766e+001°)	(-4.55992891393306e+001dB,1.51601474147068e+002°)
6.02559586074342e+006	(-8.35733110909150e+001dB,5.85255812729986e+001°)	(-4.59883564080111e+001dB,1.47768944366016e+002°)
6.16595001861466e+006	(-8.41748569005056e+001dB,5.45956807720223e+001°)	(-4.63899363034893e+001dB,1.43856265089278e+002°)
6.30957344480177e+006	(-8.47907207091606e+001dB,5.05895635093299e+001°)	(-4.68058326641640e+001dB,1.39866977177003e+002°)
6.45654229034639e+006	(-8.54227345579522e+001dB,4.65133639639802e+001°)	(-4.72378776001209e+001dB,1.35807224019774e+002°)
6.60693448007579e+006	(-8.60726811447769e+001dB,4.23760740420264e+001°)	(-4.76878538751655e+001dB,1.31686006232889e+002°)
6.76082975391964e+006	(-8.67422001186499e+001dB,3.81896775039233e+001°)	(-4.81574012012580e+001dB,1.27515316088338e+002°)
6.91830970918918e+006	(-8.74326832890175e+001dB,3.39691165141407e+001°)	(-4.86479114479579e+001dB,1.23310104068881e+002°)
7.07945784384119e+006	(-8.81451671828859e+001dB,2.97320520341227e+001°)	(-4.91604211996803e+001dB,1.19088039265372e+002°)
7.24435960074971e+006	(-8.88802343916545e+001dB,2.54984016931145e+001°)	(-4.96955131026515e+001dB,1.14869047251855e+002°)
7.41310241300898e+006	(-8.96379366239134e+001dB,2.12896707697329e+001°)	(-5.02532389178219e+001dB,1.10674641071306e+002°)
7.58577575029164e+006	(-9.04177514211814e+001dB,1.71281303946948e+001°)	(-5.08330762367151e+001dB,1.06527099442443e+002°)
7.76247116628671e+006	(-9.12185805183246e+001dB,1.30359312193239e+001°)	(-5.14339268419525e+001dB,1.02448580432221e+002°)
7.94328234724260e+006	(-9.20387913884022e+001dB,9.03426029766338e+000°)	(-5.20541582521999e+001dB,9.84602783418448e+001°)
8.12830516164078e+006	(-9.28762960096547e+001dB,5.14264519011936e+000°)	(-5.26916824892530e+001dB,9.45817278142266e+001°)
8.31763771102649e+006	(-9.37286544820760e+001dB,1.37848090689820e+000°)	(-5.33440596947012e+001dB,9.08303307811483e+001°)
8.51138038202354e+006	(-9.45931877073926e+001dB,-2.24318994650174e+000°)	(-5.40086108099951e+001dB,8.72211366123989e+001°)
8.70963589956057e+006	(-9.54670838119933e+001dB,-5.70966211320317e+000°)	(-5.46825239994602e+001dB,8.37668571754232e+001°)
8.91250938133722e+006	(-9.63474867727756e+001dB,-9.01037373167783e+000°)	(-5.53629432762239e+001dB,8.04780607920765e+001°)
9.12010839355885e+006	(-9.72315612501305e+001dB,-1.21366079315746e+001°)	(-5.60470333352775e+001dB,7.73634706462006e+001°)
9.33254300796966e+006	(-9.81165330250682e+001dB,-1.50811626901096e+001°)	(-5.67320199906741e+001dB,7.44302949305611e+001°)
9.54992586021410e+006	(-9.89997083437039e+001dB,-1.78380460750945e+001°)	(-5.74152095200853e+001dB,7.16845316070731e+001°)
9.77237220955784e+006	(-9.98784774193433e+001dB,-2.04022328655993e+001°)	(-5.80939921669534e+001dB,6.91312117893176e+001°)
9.99999999999973e+006	(-1.00750307592859e+002dB,-2.27694991201533e+001°)	(-5.87658353009315e+001dB,6.67745651774489e+001°)
1.02329299228073e+007	(-1.01612730921919e+002dB,-2.49363372872300e+001°)	(-5.94282710071733e+001dB,6.46181049507483e+001°)
1.04712854805087e+007	(-1.02463329886422e+002dB,-2.68999464775309e+001°)	(-6.00788817918259e+001dB,6.26646374983102e+001°)
1.07151930523758e+007	(-1.03299723940815e+002dB,-2.86582891080387e+001°)	(-6.07152871344040e+001dB,6.09162057778924e+001°)
1.09647819614316e+007	(-1.04119559027874e+002dB,-3.02102041489645e+001°)	(-6.13351330016231e+001dB,5.93739760718054e+001°)
1.12201845430193e+007	(-1.04920501838126e+002dB,-3.15555666986855e+001°)	(-6.19360861068741e+001dB,5.80380784147495e+001°)
1.14815362149685e+007	(-1.05700240491651e+002dB,-3.26954825701486e+001°)	(-6.25158345920685e+001dB,5.69074120101219e+001°)
1.17489755493950e+007	(-1.06456493235659e+002dB,-3.36325042943879e+001°)	(-6.30720967252690e+001dB,5.59794292291485e+001°)
1.20226443461738e+007	(-1.07187026543408e+002dB,-3.43708516209274e+001°)	(-6.36026389996464e+001dB,5.52499151130720e+001°)
1.23026877081235e+007	(-1.07889683543234e+002dB,-3.49166157542399e+001°)	(-6.41053045625530e+001dB,5.47127831392242e+001°)
1.25892541179413e+007	(-1.08562422922515e+002dB,-3.52779231636084e+001°)	(-6.45780521195288e+001dB,5.43599114136389e+001°)
1.28824955169310e+007	(-1.09203367313388e+002dB,-3.54650328853633e+001°)	(-6.50190043200541e+001dB,5.41810453712333e+001°)
1.31825673855637e+007	(-1.09810858792147e+002dB,-3.54903422841289e+001°)	(-6.54265032569854e+001dB,5.41637920169248e+001°)
1.34896288259162e+007	(-1.10383517662477e+002dB,-3.53682809662175e+001°)	(-6.57991692498279e+001dB,5.42937260145479e+001°)
1.38038426460285e+007	(-1.10920299450784e+002dB,-3.51150815953248e+001°)	(-6.61359578400909e+001dB,5.45546188734158e+001°)
1.41253754462272e+007	(-1.11420544312165e+002dB,-3.47484290224935e+001°)	(-6.64362091973008e+001dB,5.49287898205649e+001°)
1.44543977074589e+007	(-1.11884013110712e+002dB,-3.42870038285788e+001°)	(-6.66996841993242e+001dB,5.53975622604451e+001°)
1.47910838816817e+007	(-1.12310905425769e+002dB,-3.37499505685518e+001°)	(-6.69265824386645e+001dB,5.59417955327255e+001°)
1.51356124843617e+007	(-1.12701856575829e+002dB,-3.31563117792767e+001°)	(-6.71175392463783e+001dB,5.65424509065766e+001°)
1.54881661891244e+007	(-1.13057913139520e+002dB,-3.25244738201042e+001°)	(-6.72736012130931e+001dB,5.71811457420917e+001°)
1.58489319246107e+007	(-1.13380488958049e+002dB,-3.18716687227530e+001°)	(-6.73961821914767e+001dB,5.78406516423724e+001°)
1.62181009735889e+007	(-1.13671305726509e+002dB,-3.12135678799992e+001°)	(-6.74870038875650e+001dB,5.85053007667635e+001°)
1.65958690743751e+007	(-1.13932323671775e+002dB,-3.05639905357229e+001°)	(-6.75480265386840e+001dB,5.91612773426858e+001°)
1.69824365246170e+007	(-1.14165668277955e+002dB,-2.99347354432516e+001°)	(-6.75813756389241e+001dB,5.97967860091302e+001°)
1.73780082874933e+007	(-1.14373558621520e+002dB,-2.93355304427047e+001°)	(-6.75892702742879e+001dB,6.04021022411086e+001°)
1.77827941003887e+007	(-1.14558241823635e+002dB,-2.87740842079375e+001°)	(-6.75739575750426e+001dB,6.09695206044649e+001°)
1.81970085860993e+007	(-1.14721936727343e+002dB,-2.82562179988895e+001°)	(-6.75376563929250e+001dB,6.14932230052422e+001°)
1.86208713666282e+007	(-1.14866788454095e+002dB,-2.77860529536462e+001°)	(-6.74825118576875e+001dB,6.19690913992960e+001°)
1.90546071796319e+007	(-1.14994834214091e+002dB,-2.73662294975147e+001°)	(-6.74105611874591e+001dB,6.23944883848580e+001°)
1.94984459975799e+007	(-1.15107979764907e+002dB,-2.69981387332966e+001°)	(-6.73237101473869e+001dB,6.27680258138636e+001°)
1.99526231496882e+007	(-1.15207985270373e+002dB,-2.66821500925240e+001°)	(-6.72237189085317e+001dB,6.30893371422805e+001°)
2.04173794466947e+007	(-1.15296458980710e+002dB,-2.64178241492974e+001°)	(-6.71121957280203e+001dB,6.33588646177996e+001°)
2.08929613085398e+007	(-1.15374857069103e+002dB,-2.62041037081576e+001°)	(-6.69905967856318e+001dB,6.35776681934588e+001°)
2.13796208950217e+007	(-1.15444488045453e+002dB,-2.60394797463825e+001°)	(-6.68602305975658e+001dB,6.37472595868047e+001°)
2.18776162394949e+007	(-1.15506520355737e+002dB,-2.59221314017146e+001°)	(-6.67222656158130e+001dB,6.38694622935940e+001°)
2.23872113856828e+007	(-1.15561992008445e+002dB,-2.58500410009416e+001°)	(-6.65777398546071e+001dB,6.39462965606072e+001°)
2.29086765276771e+007	(-1.15611821310231e+002dB,-2.58210862435422e+001°)	(-6.64275716260875e+001dB,6.39798872033659e+001°)
2.34422881531986e+007	(-1.15656818015842e+002dB,-2.58331122372055e+001°)	(-6.62725706902409e+001dB,6.39723915719458e+001°)
2.39883291901942e+007	(-1.15697694390537e+002dB,-2.58839862831089e+001°)	(-6.61134493173262e+001dB,6.39259447670010e+001°)
2.45470891568496e+007	(-1.15735075841773e+002dB,-2.59716382512343e+001°)	(-6.59508329195800e+001dB,6.38426192657196e+001°)
2.51188643150951e+007	(-1.15769510901661e+002dB,-2.60940891752729e+001°)	(-6.57852700336748e+001dB,6.37243963281629e+001°)
2.57039578276879e+007	(-1.15801480436379e+002dB,-2.62494704026939e+001°)	(-6.56172415301457e+001dB,6.35731468484120e+001°)
2.63026799189531e+007	(-1.15831406027531e+002dB,-2.64360353139157e+001°)	(-6.54471689947585e+001dB,6.33906196365836e+001°)
2.69153480392684e+007	(-1.15859657519026e+002dB,-2.66521653046061e+001°)	(-6.52754222753954e+001dB,6.31784354376912e+001°)
2.75422870333809e+007	(-1.15886559755374e+002dB,-2.68963714284338e+001°)	(-6.51023262203617e+001dB,6.29380852900273e+001°)
2.81838293126437e+007	(-1.15912398557697e+002dB,-2.71672928332266e+001°)	(-6.49281666544018e+001dB,6.26709320901138e+001°)
2.88403150312652e+007	(-1.15937425995265e+002dB,-2.74636928954415e+001°)	(-6.47531956502497e+001dB,6.23782144593155e+001°)
2.95120922666630e+007	(-1.15961865015741e+002dB,-2.77844537646351e+001°)	(-6.45776361588708e+001dB,6.20610522004278e+001°)
3.01995172040193e+007	(-1.15985913498264e+002dB,-2.81285698705981e+001°)	(-6.44016860625623e+001dB,6.17204527915773e+001°)
3.09029543251350e+007	(-1.16009747791766e+002dB,-2.84951408156187e+001°)	(-6.42255217132704e+001dB,6.13573184949691e+001°)
3.16227766016829e+007	(-1.16033525797389e+002dB,-2.88833639694338e+001°)	(-6.40493010150146e+001dB,6.09724537629237e+001°)
3.23593656929619e+007	(-1.16057389649351e+002dB,-2.92925270014732e+001°)	(-6.38731661047646e+001dB,6.05665727065986e+001°)
3.31131121482582e+007	(-1.16081468043713e+002dB,-2.97220005194474e+001°)	(-6.36972456812043e+001dB,6.01403064583443e+001°)
3.38844156139193e+007	(-1.16105878259425e+002dB,-3.01712309320972e+001°)	(-6.35216570257918e+001dB,5.96942103098761e+001°)
3.46736850452522e+007	(-1.16130727911187e+002dB,-3.06397336152394e+001°)	(-6.33465077556221e+001dB,5.92287705471308e+001°)
3.54813389233565e+007	(-1.16156116469030e+002dB,-3.11270864297304e+001°)	(-6.31718973430125e+001dB,5.87444109331826e+001°)
3.63078054770091e+007	(-1.16182136575278e+002dB,-3.16329236181572e+001°)	(-6.29979184324711e+001dB,5.82414988124138e+001°)
3.71535229097162e+007	(-1.16208875185703e+002dB,-3.21569300899817e+001°)	(-6.28246579818551e+001dB,5.77203508262111e+001°)
