Freq.	V(vout)	V(n003)
2.95120922666634e+003	(1.01616588428408e+000dB,-4.93750925186512e+001°)	(1.02213493889717e+000dB,-4.72511952338585e+001°)
3.01995172040197e+003	(1.02815759578724e+000dB,-5.09745628041455e+001°)	(1.03440776094614e+000dB,-4.88012404972654e+001°)
3.09029543251354e+003	(1.03666952690492e+000dB,-5.26365708944775e+001°)	(1.04321403144052e+000dB,-5.04126756591815e+001°)
3.16227766016833e+003	(1.04112048989593e+000dB,-5.43628756413192e+001°)	(1.04797318421621e+000dB,-5.20872330722319e+001°)
3.23593656929623e+003	(1.04087268687710e+000dB,-5.61550216704858e+001°)	(1.04804807208033e+000dB,-5.38264302629855e+001°)
3.31131121482586e+003	(1.03523108495625e+000dB,-5.80142787283909e+001°)	(1.04274434329890e+000dB,-5.56315092656421e+001°)
3.38844156139197e+003	(1.02344413321728e+000dB,-5.99415746415369e+001°)	(1.03131115999877e+000dB,-5.75033695685412e+001°)
3.46736850452526e+003	(1.00470615304489e+000dB,-6.19374228661355e+001°)	(1.01294358997416e+000dB,-5.94424956505930e+001°)
3.54813389233570e+003	(9.78161740153977e-001dB,-6.40018462271243e+001°)	(9.86787010265701e-001dB,-6.14488807068937e+001°)
3.63078054770095e+003	(9.42912498910039e-001dB,-6.61342991647053e+001°)	(9.51943843101323e-001dB,-6.35219488816581e+001°)
3.71535229097166e+003	(8.98026378924027e-001dB,-6.83335915835855e+001°)	(9.07482894185537e-001dB,-6.56604791036483e+001°)
3.80189396320555e+003	(8.42549793173660e-001dB,-7.05978181708950e+001°)	(8.52451472592444e-001dB,-6.78625343900794e+001°)
3.89045144994274e+003	(7.75522561518451e-001dB,-7.29242977299582e+001°)	(7.85890336133038e-001dB,-7.01254011661802e+001°)
3.98107170553491e+003	(6.95995543005382e-001dB,-7.53095275487935e+001°)	(7.06851325597307e-001dB,-7.24455436192900e+001°)
4.07380277804106e+003	(6.03050601553232e-001dB,-7.77491579679987e+001°)	(6.14417332462796e-001dB,-7.48185782521521e+001°)
4.16869383470328e+003	(4.95822306797911e-001dB,-8.02379920027068e+001°)	(5.07724001855776e-001dB,-7.72392734900962e+001°)
4.26579518801586e+003	(3.73520528661038e-001dB,-8.27700140314998e+001°)	(3.85982329331210e-001dB,-7.97015783550031e+001°)
4.36515832240159e+003	(2.35452870450204e-001dB,-8.53384501407033e+001°)	(2.48501096284130e-001dB,-8.21986827944828e+001°)
4.46683592150956e+003	(8.10457353357846e-002dB,-8.79358607722677e+001°)	(9.47079388414369e-002dB,-8.47231103144791e+001°)
4.57088189614867e+003	(-9.01372336709288e-002dB,-9.05542639957110e+001°)	(-7.58322096365556e-002dB,-8.72668412357880e+001°)
4.67735141287190e+003	(-2.78380536337242e-001dB,-9.31852852567828e+001°)	(-2.63402498539296e-001dB,-8.98214624271569e+001°)
4.78630092322630e+003	(-4.83807026547856e-001dB,-9.58203271343282e+001°)	(-4.68124368590734e-001dB,-9.23783370464582e+001°)
4.89778819368438e+003	(-7.06373653482886e-001dB,-9.84507507868519e+001°)	(-6.89953290150634e-001dB,-9.49287859714494e+001°)
5.01187233627264e+003	(-9.45873044486628e-001dB,-1.01068059643401e+002°)	(-9.28680343078902e-001dB,-9.74642714747529e+001°)
5.12861383991356e+003	(-1.20194081363657e+000dB,-1.03664075680340e+002°)	(-1.18393952216711e+000dB,-9.99765734846478e+001°)
5.24807460249764e+003	(-1.47406806659816e+000dB,-1.06231099338844e+002°)	(-1.45522023871734e+000dB,-1.02457949486511e+002°)
5.37031796370244e+003	(-1.76161822360705e+000dB,-1.08762045687289e+002°)	(-1.74188414010431e+000dB,-1.04901270669117e+002°)
5.49540873857615e+003	(-2.06384703667125e+000dB,-1.11250551568536e+002°)	(-2.04318512340756e+000dB,-1.07300129055802e+002°)
5.62341325190340e+003	(-2.37992455502392e+000dB,-1.13691050918631e+002°)	(-2.35829129713821e+000dB,-1.09648912807045e+002°)
5.75439937337147e+003	(-2.70895779485134e+000dB,-1.16078817862194e+002°)	(-2.68630764707889e+000dB,-1.11942849299771e+002°)
5.88843655355579e+003	(-3.05001297898024e+000dB,-1.18409979337995e+002°)	(-3.02629827191437e+000dB,-1.14178017736881e+002°)
6.02559586074347e+003	(-3.40213640068810e+000dB,-1.20681500679199e+002°)	(-3.37730724281016e+000dB,-1.16351334711549e+002°)
6.16595001861472e+003	(-3.76437319960868e+000dB,-1.22891148687344e+002°)	(-3.73837737490455e+000dB,-1.18460517265355e+002°)
6.30957344480182e+003	(-4.13578358393196e+000dB,-1.25037437281132e+002°)	(-4.10856644490624e+000dB,-1.20504028521396e+002°)
6.45654229034644e+003	(-4.51545626548595e+000dB,-1.27119560857517e+002°)	(-4.48696062137807e+000dB,-1.22481011029877e+002°)
6.60693448007585e+003	(-4.90251907358624e+000dB,-1.29137320160898e+002°)	(-4.87268507358538e+000dB,-1.24391212622036e+002°)
6.76082975391970e+003	(-5.29614687019814e+000dB,-1.31091044860549e+002°)	(-5.26491188144654e+000dB,-1.26234908972595e+002°)
6.91830970918925e+003	(-5.69556699982682e+000dB,-1.32981516291190e+002°)	(-5.66286547999321e+000dB,-1.28012826325667e+002°)
7.07945784384126e+003	(-6.10006257595783e+000dB,-1.34809893030118e+002°)	(-6.06582594015538e+000dB,-1.29726067057604e+002°)
7.24435960074977e+003	(-6.50897393779560e+000dB,-1.36577641231999e+002°)	(-6.47313041961065e+000dB,-1.31376039997945e+002°)
7.41310241300905e+003	(-6.92169861452550e+000dB,-1.38286470971962e+002°)	(-6.88417312091545e+000dB,-1.32964396759156e+002°)
7.58577575029170e+003	(-7.33769011740995e+000dB,-1.39938279284922e+002°)	(-7.29840407722072e+000dB,-1.34492974763157e+002°)
7.76247116628678e+003	(-7.75645585014371e+000dB,-1.41535100144761e+002°)	(-7.71532705598888e+000dB,-1.35963747208345e+002°)
7.94328234724268e+003	(-8.17755439049513e+000dB,-1.43079061284728e+002°)	(-8.13449683373079e+000dB,-1.37378779878533e+002°)
8.12830516164085e+003	(-8.60059235698128e+000dB,-1.44572347530360e+002°)	(-8.55551605550232e+000dB,-1.38740194465199e+002°)
8.31763771102656e+003	(-9.02522103525149e+000dB,-1.46017170157274e+002°)	(-8.97803185382697e+000dB,-1.40050137915473e+002°)
8.51138038202362e+003	(-9.45113290281965e+000dB,-1.47415741697856e+002°)	(-9.40173236567634e+000dB,-1.41310757229986e+002°)
8.70963589956065e+003	(-9.87805815916005e+000dB,-1.48770255590472e+002°)	(-9.82634325451562e+000dB,-1.42524179104300e+002°)
8.91250938133730e+003	(-1.03057613403083e+001dB,-1.50082870055601e+002°)	(-1.02516243165471e+001dB,-1.43692493798428e+002°)
9.12010839355894e+003	(-1.07340380746650e+001dB,-1.51355695616660e+002°)	(-1.06773662278415e+001dB,-1.44817742652311e+002°)
9.33254300796975e+003	(-1.11627120178552e+001dB,-1.52590785718884e+002°)	(-1.11033874702035e+001dB,-1.45901908700761e+002°)
9.54992586021419e+003	(-1.15916319899022e+001dB,-1.53790129952378e+002°)	(-1.15295314590209e+001dB,-1.46946909894085e+002°)
9.77237220955794e+003	(-1.20206693266084e+001dB,-1.54955649439636e+002°)	(-1.19556638849838e+001dB,-1.47954594484828e+002°)
9.99999999999983e+003	(-1.24497154482250e+001dB,-1.56089193997897e+002°)	(-1.23816702727505e+001dB,-1.48926738191171e+002°)
1.02329299228074e+004	(-1.28786796426432e+001dB,-1.57192540746696e+002°)	(-1.28074537537833e+001dB,-1.49865042807443e+002°)
1.04712854805088e+004	(-1.33074870554418e+001dB,-1.58267393870424e+002°)	(-1.32329330456862e+001dB,-1.50771135971777e+002°)
1.07151930523759e+004	(-1.37360768763865e+001dB,-1.59315385293862e+002°)	(-1.36580406276331e+001dB,-1.51646571848999e+002°)
1.09647819614317e+004	(-1.41644007102481e+001dB,-1.60338076069699e+002°)	(-1.40827210997514e+001dB,-1.52492832527971e+002°)
1.12201845430194e+004	(-1.45924211184382e+001dB,-1.61336958304022e+002°)	(-1.45069297129533e+001dB,-1.53311329959547e+002°)
1.14815362149686e+004	(-1.50201103181406e+001dB,-1.62313457485506e+002°)	(-1.49306310558927e+001dB,-1.54103408301074e+002°)
1.17489755493951e+004	(-1.54474490252072e+001dB,-1.63268935099649e+002°)	(-1.53537978853151e+001dB,-1.54870346548994e+002°)
1.20226443461739e+004	(-1.58744254278253e+001dB,-1.64204691437015e+002°)	(-1.57764100868060e+001dB,-1.55613361368734e+002°)
1.23026877081236e+004	(-1.63010342784629e+001dB,-1.65121968520145e+002°)	(-1.61984537534471e+001dB,-1.56333610046767e+002°)
1.25892541179415e+004	(-1.67272760925417e+001dB,-1.66021953092421e+002°)	(-1.66199203708317e+001dB,-1.57032193508381e+002°)
1.28824955169311e+004	(-1.71531564427804e+001dB,-1.66905779618376e+002°)	(-1.70408060973871e+001dB,-1.57710159350907e+002°)
1.31825673855638e+004	(-1.75786853394023e+001dB,-1.67774533262964e+002°)	(-1.74611111302049e+001dB,-1.58368504860159e+002°)
1.34896288259163e+004	(-1.80038766869053e+001dB,-1.68629252819017e+002°)	(-1.78808391470854e+001dB,-1.59008179979640e+002°)
1.38038426460286e+004	(-1.84287478093080e+001dB,-1.69470933566965e+002°)	(-1.82999968167201e+001dB,-1.59630090216823e+002°)
1.41253754462273e+004	(-1.88533190361904e+001dB,-1.70300530048976e+002°)	(-1.87185933693459e+001dB,-1.60235099469012e+002°)
1.44543977074590e+004	(-1.92776133426676e+001dB,-1.71118958745944e+002°)	(-1.91366402210250e+001dB,-1.60824032757487e+002°)
1.47910838816818e+004	(-1.97016560375340e+001dB,-1.71927100657816e+002°)	(-1.95541506458072e+001dB,-1.61397678870770e+002°)
1.51356124843618e+004	(-2.01254744937679e+001dB,-1.72725803777312e+002°)	(-1.99711394899871e+001dB,-1.61956792907390e+002°)
1.54881661891245e+004	(-2.05490979166851e+001dB,-1.73515885459965e+002°)	(-2.03876229237727e+001dB,-1.62502098721405e+002°)
1.58489319246109e+004	(-2.09725571452617e+001dB,-1.74298134689532e+002°)	(-2.08036182259132e+001dB,-1.63034291270103e+002°)
1.62181009735890e+004	(-2.13958844828237e+001dB,-1.75073314243776e+002°)	(-2.12191435975212e+001dB,-1.63554038869228e+002°)
1.65958690743753e+004	(-2.18191135535145e+001dB,-1.75842162762368e+002°)	(-2.16342180015372e+001dB,-1.64061985357837e+002°)
1.69824365246171e+004	(-2.22422791814749e+001dB,-1.76605396722917e+002°)	(-2.20488610248153e+001dB,-1.64558752179192e+002°)
1.73780082874934e+004	(-2.26654172898052e+001dB,-1.77363712327512e+002°)	(-2.24630927599500e+001dB,-1.65044940380414e+002°)
1.77827941003889e+004	(-2.30885648170276e+001dB,-1.78117787310370e+002°)	(-2.28769337046156e+001dB,-1.65521132541890e+002°)
1.81970085860995e+004	(-2.35117596486294e+001dB,-1.78868282669122e+002°)	(-2.32904046760594e+001dB,-1.65987894639334e+002°)
1.86208713666283e+004	(-2.39350405616575e+001dB,-1.79615844326126e+002°)	(-2.37035267387871e+001dB,-1.66445777845259e+002°)
1.90546071796321e+004	(-2.43584471806526e+001dB,1.79638895271075e+002°)	(-2.41163211437998e+001dB,-1.66895320279342e+002°)
1.94984459975801e+004	(-2.47820199432069e+001dB,1.78895315604430e+002°)	(-2.45288092777500e+001dB,-1.67337048713784e+002°)
1.99526231496884e+004	(-2.52058000735532e+001dB,1.78152806589993e+002°)	(-2.49410126205068e+001dB,-1.67771480239163e+002°)
2.04173794466949e+004	(-2.56298295629025e+001dB,1.77410767122961e+002°)	(-2.53529527099487e+001dB,-1.68199123900670e+002°)
2.08929613085400e+004	(-2.60541511553103e+001dB,1.76668603654516e+002°)	(-2.57646511128598e+001dB,-1.68620482313622e+002°)
2.13796208950219e+004	(-2.64788083375725e+001dB,1.75925728799547e+002°)	(-2.61761294005471e+001dB,-1.69036053259481e+002°)
2.18776162394951e+004	(-2.69038453324069e+001dB,1.75181559959296e+002°)	(-2.65874091285492e+001dB,-1.69446331278566e+002°)
2.23872113856830e+004	(-2.73293070935488e+001dB,1.74435517957487e+002°)	(-2.69985118191937e+001dB,-1.69851809261145e+002°)
2.29086765276773e+004	(-2.77552393018292e+001dB,1.73687025679685e+002°)	(-2.74094589462085e+001dB,-1.70252980047312e+002°)
2.34422881531988e+004	(-2.81816883612510e+001dB,1.72935506706717e+002°)	(-2.78202719205433e+001dB,-1.70650338044954e+002°)
2.39883291901945e+004	(-2.86087013939394e+001dB,1.72180383936130e+002°)	(-2.82309720764333e+001dB,-1.71044380871901e+002°)
2.45470891568499e+004	(-2.90363262328695e+001dB,1.71421078184581e+002°)	(-2.86415806567654e+001dB,-1.71435611029386e+002°)
2.51188643150954e+004	(-2.94646114117236e+001dB,1.70657006752839e+002°)	(-2.90521187972709e+001dB,-1.71824537625053e+002°)
2.57039578276882e+004	(-2.98936061501627e+001dB,1.69887581957938e+002°)	(-2.94626075080033e+001dB,-1.72211678140865e+002°)
2.63026799189533e+004	(-3.03233603337598e+001dB,1.69112209613475e+002°)	(-2.98730676515329e+001dB,-1.72597560264665e+002°)
2.69153480392687e+004	(-3.07539244873774e+001dB,1.68330287447312e+002°)	(-3.02835199168305e+001dB,-1.72982723795835e+002°)
2.75422870333812e+004	(-3.11853497402250e+001dB,1.67541203455588e+002°)	(-3.06939847872713e+001dB,-1.73367722625715e+002°)
2.81838293126440e+004	(-3.16176877816807e+001dB,1.66744334169297e+002°)	(-3.11044825020434e+001dB,-1.73753126815999e+002°)
2.88403150312655e+004	(-3.20509908058360e+001dB,1.65939042831384e+002°)	(-3.15150330091235e+001dB,-1.74139524776493e+002°)
2.95120922666633e+004	(-3.24853114431922e+001dB,1.65124677466942e+002°)	(-3.19256559084556e+001dB,-1.74527525558884e+002°)
3.01995172040196e+004	(-3.29207026772206e+001dB,1.64300568840206e+002°)	(-3.23363703832501e+001dB,-1.74917761271893e+002°)
3.09029543251353e+004	(-3.33572177440779e+001dB,1.63466028272087e+002°)	(-3.27471951179015e+001dB,-1.75310889643014e+002°)
3.16227766016832e+004	(-3.37949100121067e+001dB,1.62620345323460e+002°)	(-3.31581481993579e+001dB,-1.75707596720409e+002°)
3.23593656929622e+004	(-3.42338328390442e+001dB,1.61762785310850e+002°)	(-3.35692470000630e+001dB,-1.76108599746940e+002°)
3.31131121482585e+004	(-3.46740394031218e+001dB,1.60892586652005e+002°)	(-3.39805080388440e+001dB,-1.76514650207330e+002°)
3.38844156139196e+004	(-3.51155825044945e+001dB,1.60008958021893e+002°)	(-3.43919468163637e+001dB,-1.76926537066188e+002°)
3.46736850452525e+004	(-3.55585143327745e+001dB,1.59111075302692e+002°)	(-3.48035776210813e+001dB,-1.77345090211504e+002°)
3.54813389233569e+004	(-3.60028861955913e+001dB,1.58198078316843e+002°)	(-3.52154133007937e+001dB,-1.77771184112467e+002°)
3.63078054770095e+004	(-3.64487482027872e+001dB,1.57269067323923e+002°)	(-3.56274649945009e+001dB,-1.78205741708688e+002°)
3.71535229097166e+004	(-3.68961488999668e+001dB,1.56323099263537e+002°)	(-3.60397418184239e+001dB,-1.78649738546222e+002°)
3.80189396320554e+004	(-3.73451348435631e+001dB,1.55359183744332e+002°)	(-3.64522504984248e+001dB,-1.79104207157823e+002°)
3.89045144994273e+004	(-3.77957501097341e+001dB,1.54376278750525e+002°)	(-3.68649949411974e+001dB,-1.79570241713313e+002°)
3.98107170553490e+004	(-3.82480357268586e+001dB,1.53373286073814e+002°)	(-3.72779757340238e+001dB,1.79950997070551e+002°)
4.07380277804105e+004	(-3.87020290213608e+001dB,1.52349046449196e+002°)	(-3.76911895628128e+001dB,1.79458276742182e+002°)
4.16869383470328e+004	(-3.91577628636974e+001dB,1.51302334411923e+002°)	(-3.81046285352052e+001dB,1.78950287669482e+002°)
4.26579518801585e+004	(-3.96152648008377e+001dB,1.50231852869867e+002°)	(-3.85182793949835e+001dB,1.78425637333747e+002°)
4.36515832240158e+004	(-4.00745560588039e+001dB,1.49136227416097e+002°)	(-3.89321226112137e+001dB,1.77882844391099e+002°)
4.46683592150955e+004	(-4.05356503973000e+001dB,1.48014000402624e+002°)	(-3.93461313239668e+001dB,1.77320332525594e+002°)
4.57088189614866e+004	(-4.09985527954371e+001dB,1.46863624831561e+002°)	(-3.97602701253884e+001dB,1.76736424153403e+002°)
4.67735141287189e+004	(-4.14632579460896e+001dB,1.45683458113897e+002°)	(-4.01744936533673e+001dB,1.76129334031408e+002°)
4.78630092322629e+004	(-4.19297485328249e+001dB,1.44471755796302e+002°)	(-4.05887449714063e+001dB,1.75497162873665e+002°)
4.89778819368437e+004	(-4.23979932612500e+001dB,1.43226665375901e+002°)	(-4.10029537061466e+001dB,1.74837891098614e+002°)
5.01187233627263e+004	(-4.28679446148269e+001dB,1.41946220338904e+002°)	(-4.14170339121532e+001dB,1.74149372845676e+002°)
5.12861383991355e+004	(-4.33395363003206e+001dB,1.40628334682508e+002°)	(-4.18308816286274e+001dB,1.73429330523243e+002°)
5.24807460249763e+004	(-4.38126803498069e+001dB,1.39270798137876e+002°)	(-4.22443720944303e+001dB,1.72675350108164e+002°)
5.37031796370243e+004	(-4.42872638429596e+001dB,1.37871272447445e+002°)	(-4.26573565845379e+001dB,1.71884877552032e+002°)
5.49540873857614e+004	(-4.47631452135467e+001dB,1.36427289149078e+002°)	(-4.30696588312239e+001dB,1.71055216748472e+002°)
5.62341325190338e+004	(-4.52401501087728e+001dB,1.34936249346289e+002°)	(-4.34810709979291e+001dB,1.70183529542001e+002°)
5.75439937337146e+004	(-4.57180667725170e+001dB,1.33395426162993e+002°)	(-4.38913491761539e+001dB,1.69266838477811e+002°)
5.88843655355578e+004	(-4.61966409353883e+001dB,1.31801970625533e+002°)	(-4.43002083875611e+001dB,1.68302033035732e+002°)
6.02559586074346e+004	(-4.66755702078452e+001dB,1.30152921909768e+002°)	(-4.47073170867717e+001dB,1.67285880286119e+002°)
6.16595001861470e+004	(-4.71544979934772e+001dB,1.28445223091531e+002°)	(-4.51122911811838e+001dB,1.66215041105513e+002°)
6.30957344480181e+004	(-4.76330069723606e+001dB,1.26675743602636e+002°)	(-4.55146876169481e+001dB,1.65086093153194e+002°)
6.45654229034643e+004	(-4.81106122431371e+001dB,1.24841309872408e+002°)	(-4.59139976189777e+001dB,1.63895562087099e+002°)
6.60693448007583e+004	(-4.85867542693252e+001dB,1.22938745662601e+002°)	(-4.63096397297438e+001dB,1.62639962524844e+002°)
6.76082975391969e+004	(-4.90607918423593e+001dB,1.20964923818742e+002°)	(-4.67009528586189e+001dB,1.61315850470312e+002°)
6.91830970918923e+004	(-4.95319953628125e+001dB,1.18916830950896e+002°)	(-4.70871896425212e+001dB,1.59919888715648e+002°)
7.07945784384124e+004	(-4.99995408391666e+001dB,1.16791646638886e+002°)	(-4.74675105165662e+001dB,1.58448926810094e+002°)
7.24435960074976e+004	(-5.04625051205881e+001dB,1.14586838240676e+002°)	(-4.78409790105760e+001dB,1.56900096670248e+002°)
7.41310241300903e+004	(-5.09198630005846e+001dB,1.12300271842554e+002°)	(-4.82065589077761e+001dB,1.55270924365883e+002°)
7.58577575029169e+004	(-5.13704869461158e+001dB,1.09930338960216e+002°)	(-4.85631140197725e+001dB,1.53559457685498e+002°)
7.76247116628677e+004	(-5.18131503024646e+001dB,1.07476097221959e+002°)	(-4.89094114277148e+001dB,1.51764407707571e+002°)
7.94328234724266e+004	(-5.22465348760790e+001dB,1.04937421640026e+002°)	(-4.92441290915318e+001dB,1.49885300978025e+002°)
8.12830516164083e+004	(-5.26692437741233e+001dB,1.02315160841399e+002°)	(-4.95658687057438e+001dB,1.47922636659465e+002°)
8.31763771102655e+004	(-5.30798202494136e+001dB,9.96112903899588e+001°)	(-4.98731745503800e+001dB,1.45878040778216e+002°)
8.51138038202360e+004	(-5.34767730320840e+001dB,9.68290528943459e+001°)	(-5.01645588182942e+001dB,1.43754407257544e+002°)
8.70963589956063e+004	(-5.38586082047214e+001dB,9.39730725754924e+001°)	(-5.04385334756560e+001dB,1.41556013405034e+002°)
8.91250938133728e+004	(-5.42238670959626e+001dB,9.10494306856367e+001°)	(-5.06936481307413e+001dB,1.39288596240067e+002°)
9.12010839355892e+004	(-5.45711689650716e+001dB,8.80656882175859e+001°)	(-5.09285326837638e+001dB,1.36959376094366e+002°)
9.33254300796973e+004	(-5.48992564955988e+001dB,8.50308441018014e+001°)	(-5.11419427761547e+001dB,1.34577015677635e+002°)
9.54992586021417e+004	(-5.52070414229710e+001dB,8.19552208796192e+001°)	(-5.13328053645334e+001dB,1.32151506591307e+002°)
9.77237220955791e+004	(-5.54936471174740e+001dB,7.88502754714412e+001°)	(-5.15002612412950e+001dB,1.29693980904263e+002°)
9.99999999999980e+004	(-5.57584447609231e+001dB,7.57283396741665e+001°)	(-5.16437011406485e+001dB,1.27216452420199e+002°)
1.02329299228073e+005	(-5.60010800095701e+001dB,7.26023028222812e+001°)	(-5.17627923232508e+001dB,1.24731500066908e+002°)
1.04712854805088e+005	(-5.62214876930835e+001dB,6.94852554811655e+001°)	(-5.18574931899248e+001dB,1.22251912272309e+002°)
1.07151930523758e+005	(-5.64198931586737e+001dB,6.63901180722703e+001°)	(-5.19280545342290e+001dB,1.19790316223688e+002°)
1.09647819614316e+005	(-5.65968001585881e+001dB,6.33292803862214e+001°)	(-5.19750073328318e+001dB,1.17358817963512e+002°)
1.12201845430194e+005	(-5.67529664389569e+001dB,6.03142762052226e+001°)	(-5.19991382324277e+001dB,1.14968677541004e+002°)
1.14815362149686e+005	(-5.68893693230797e+001dB,5.73555132474032e+001°)	(-5.20014550270546e+001dB,1.12630039430517e+002°)
1.17489755493951e+005	(-5.70071643149336e+001dB,5.44620718989113e+001°)	(-5.19831451523688e+001dB,1.10351731681394e+002°)
1.20226443461739e+005	(-5.71076400597477e+001dB,5.16415786747221e+001°)	(-5.19455305344970e+001dB,1.08141139739701e+002°)
1.23026877081236e+005	(-5.71921729093821e+001dB,4.89001533057664e+001°)	(-5.18900220419642e+001dB,1.06004153839367e+002°)
1.25892541179414e+005	(-5.72621838606431e+001dB,4.62424221615966e+001°)	(-5.18180763095722e+001dB,1.03945182672348e+002°)
1.28824955169311e+005	(-5.73190999732837e+001dB,4.36715867186447e+001°)	(-5.17311570416929e+001dB,1.01967222048711e+002°)
1.31825673855638e+005	(-5.73643216388535e+001dB,4.11895337490993e+001°)	(-5.16307021668237e+001dB,1.00071965222941e+002°)
1.34896288259163e+005	(-5.73991963129981e+001dB,3.87969733731300e+001°)	(-5.15180974566499e+001dB,9.82599410308441e+001°)
1.38038426460286e+005	(-5.74249987710201e+001dB,3.64935924962294e+001°)	(-5.13946566700258e+001dB,9.65306673607924e+001°)
1.41253754462273e+005	(-5.74429174467320e+001dB,3.42782128191444e+001°)	(-5.12616077824613e+001dB,9.48828091490644e+001°)
1.44543977074590e+005	(-5.74540461462689e+001dB,3.21489451048735e+001°)	(-5.11200845932839e+001dB,9.33143325862924e+001°)
1.47910838816818e+005	(-5.74593802793911e+001dB,3.01033337812885e+001°)	(-5.09711228534621e+001dB,9.18226496163120e+001°)
1.51356124843618e+005	(-5.74598166946526e+001dB,2.81384880047826e+001°)	(-5.08156600008639e+001dB,9.04047488557256e+001°)
1.54881661891245e+005	(-5.74561562540748e+001dB,2.62511971779364e+001°)	(-5.06545376389380e+001dB,8.90573109302005e+001°)
1.58489319246108e+005	(-5.74491083868107e+001dB,2.44380303466661e+001°)	(-5.04885059985980e+001dB,8.77768076560862e+001°)
1.62181009735890e+005	(-5.74392969534504e+001dB,2.26954198118766e+001°)	(-5.03182297152018e+001dB,8.65595854055356e+001°)
1.65958690743753e+005	(-5.74272668811962e+001dB,2.10197299742860e+001°)	(-5.01442943810493e+001dB,8.54019336769731e+001°)
1.69824365246171e+005	(-5.74134911695097e+001dB,1.94073129258079e+001°)	(-4.99672134731435e+001dB,8.43001403874530e+001°)
1.73780082874934e+005	(-5.73983779313201e+001dB,1.78545523014345e+001°)	(-4.97874353214051e+001dB,8.32505354039559e+001°)
1.77827941003889e+005	(-5.73822772500160e+001dB,1.63578970647010e+001°)	(-4.96053498976197e+001dB,8.22495239897398e+001°)
1.81970085860995e+005	(-5.73654877097565e+001dB,1.49138868391641e+001°)	(-4.94212952826704e+001dB,8.12936117811091e+001°)
1.86208713666283e+005	(-5.73482624820200e+001dB,1.35191701465974e+001°)	(-4.92355636949553e+001dB,8.03794226581279e+001°)
1.90546071796321e+005	(-5.73308149289026e+001dB,1.21705168979116e+001°)	(-4.90484070404497e+001dB,7.95037108579690e+001°)
1.94984459975800e+005	(-5.73133237025503e+001dB,1.08648262596130e+001°)	(-4.88600419637176e+001dB,7.86633684562573e+001°)
1.99526231496884e+005	(-5.72959373310714e+001dB,9.59913080506259e+000°)	(-4.86706543901098e+001dB,7.78554291280552e+001°)
2.04173794466949e+005	(-5.72787783229810e+001dB,8.37059781284273e+000°)	(-4.84804035910718e+001dB,7.70770690530256e+001°)
2.08929613085400e+005	(-5.72619468032410e+001dB,7.17652832491734e+000°)	(-4.82894257854751e+001dB,7.63256055795191e+001°)
2.13796208950219e+005	(-5.72455237380639e+001dB,6.01435459485331e+000°)	(-4.80978373339758e+001dB,7.55984942797445e+001°)
2.18776162394951e+005	(-5.72295737435281e+001dB,4.88163621924423e+000°)	(-4.79057375212680e+001dB,7.48933246908906e+001°)
2.23872113856829e+005	(-5.72141475693951e+001dB,3.77605550336675e+000°)	(-4.77132110174345e+001dB,7.42078152947881e+001°)
2.29086765276772e+005	(-5.71992842416746e+001dB,2.69541215085134e+000°)	(-4.75203300017437e+001dB,7.35398078272888e+001°)
2.34422881531987e+005	(-5.71850129441156e+001dB,1.63761766160307e+000°)	(-4.73271560288673e+001dB,7.28872613028375e+001°)
2.39883291901944e+005	(-5.71713546306781e+001dB,6.00689461723448e-001°)	(-4.71337416293701e+001dB,7.22482457790724e+001°)
2.45470891568498e+005	(-5.71583234286352e+001dB,-4.17254989731180e-001°)	(-4.69401317039119e+001dB,7.16209361072317e+001°)
2.51188643150953e+005	(-5.71459278520651e+001dB,-1.41800405339849e+000°)	(-4.67463647307168e+001dB,7.10036057329239e+001°)
2.57039578276881e+005	(-5.71341718314894e+001dB,-2.40325771203794e+000°)	(-4.65524737918619e+001dB,7.03946205575649e+001°)
2.63026799189533e+005	(-5.71230556143207e+001dB,-3.37463315001489e+000°)	(-4.63584874728454e+001dB,6.97924330337540e+001°)
2.69153480392686e+005	(-5.71125765267643e+001dB,-4.33367018009301e+000°)	(-4.61644306258858e+001dB,6.91955764247768e+001°)
2.75422870333811e+005	(-5.71027296267346e+001dB,-5.28183644985852e+000°)	(-4.59703250263187e+001dB,6.86026592962436e+001°)
2.81838293126439e+005	(-5.70935082626134e+001dB,-6.22053241089278e+000°)	(-4.57761899367371e+001dB,6.80123602569868e+001°)
2.88403150312654e+005	(-5.70849045496525e+001dB,-7.15109604839308e+000°)	(-4.55820425904978e+001dB,6.74234229516657e+001°)
2.95120922666632e+005	(-5.70769097781821e+001dB,-8.07480737106549e+000°)	(-4.53878986085868e+001dB,6.68346513053291e+001°)
3.01995172040195e+005	(-5.70695147550504e+001dB,-8.99289267636344e+000°)	(-4.51937723511072e+001dB,6.62449050048600e+001°)
3.09029543251352e+005	(-5.70627100990806e+001dB,-9.90652857335756e+000°)	(-4.49996772240221e+001dB,6.56530952349553e+001°)
3.16227766016831e+005	(-5.70564864884135e+001dB,-1.08168457975049e+001°)	(-4.48056259388752e+001dB,6.50581806342534e+001°)
3.23593656929621e+005	(-5.70508348785400e+001dB,-1.17249327717498e+001°)	(-4.46116307441560e+001dB,6.44591635170077e+001°)
3.31131121482584e+005	(-5.70457466748966e+001dB,-1.26318390320026e+001°)	(-4.44177036120567e+001dB,6.38550862420499e+001°)
