time,V(vout3),V(vp)-V(vm)
3.306205278775137e-003,1.778828e+000,6.632985e-003
3.310390546632280e-003,1.779818e+000,6.566461e-003
3.314575814489423e-003,1.781304e+000,6.495461e-003
3.318761082346566e-003,1.783288e+000,6.419985e-003
3.322946350203708e-003,1.785769e+000,6.340032e-003
3.327131618060851e-003,1.788747e+000,6.255602e-003
3.331316885917994e-003,1.792222e+000,6.166697e-003
3.337594787703708e-003,1.798382e+000,6.024896e-003
3.343872689489422e-003,1.805602e+000,5.874356e-003
3.350150591275136e-003,1.813884e+000,5.715078e-003
3.356428493060851e-003,1.823226e+000,5.547061e-003
3.362706394846565e-003,1.833629e+000,5.370306e-003
3.368984296632279e-003,1.845093e+000,5.184811e-003
3.375262198417993e-003,1.857618e+000,4.990578e-003
3.380145010917993e-003,1.868052e+000,4.834272e-003
3.385027823417993e-003,1.879054e+000,4.673802e-003
3.389910635917993e-003,1.890624e+000,4.509167e-003
3.394793448417993e-003,1.902764e+000,4.340366e-003
3.399676260917992e-003,1.915472e+000,4.167401e-003
3.404559073417992e-003,1.928749e+000,3.990271e-003
3.409441885917992e-003,1.942594e+000,3.808975e-003
3.419905055560849e-003,1.974351e+000,3.404870e-003
3.430368225203706e-003,2.007999e+000,2.990645e-003
3.440831394846563e-003,2.043536e+000,2.566299e-003
3.451294564489420e-003,2.080962e+000,2.131832e-003
3.461757734132277e-003,2.120279e+000,1.687244e-003
3.472220903775134e-003,2.161485e+000,1.232536e-003
3.482684073417991e-003,2.204581e+000,7.677078e-004
3.487566885917991e-003,2.224999e+000,5.513405e-004
3.492449698417990e-003,2.245627e+000,3.349343e-004
3.497332510917990e-003,2.266467e+000,1.184892e-004
3.502215323417990e-003,2.287518e+000,-9.799490e-005
3.507098135917990e-003,2.308779e+000,-3.145179e-004
3.511980948417990e-003,2.330252e+000,-5.310798e-004
3.516863760917990e-003,2.351936e+000,-7.476807e-004
3.524536751989418e-003,2.386411e+000,-1.087515e-003
3.532209743060847e-003,2.420952e+000,-1.422892e-003
3.539882734132275e-003,2.455559e+000,-1.753812e-003
3.547555725203704e-003,2.490233e+000,-2.080275e-003
3.555228716275132e-003,2.524973e+000,-2.402281e-003
3.562901707346561e-003,2.559779e+000,-2.719830e-003
3.570574698417989e-003,2.594651e+000,-3.032923e-003
3.581037868060846e-003,2.642048e+000,-3.449873e-003
3.591501037703703e-003,2.688352e+000,-3.847867e-003
3.601964207346560e-003,2.733562e+000,-4.226904e-003
3.612427376989416e-003,2.777678e+000,-4.586984e-003
3.622890546632273e-003,2.820702e+000,-4.928107e-003
3.633353716275130e-003,2.862631e+000,-5.250274e-003
3.643816885917987e-003,2.903467e+000,-5.553484e-003
3.653582510917987e-003,2.939872e+000,-5.813214e-003
3.663348135917987e-003,2.974325e+000,-6.049083e-003
3.673113760917987e-003,3.006825e+000,-6.261091e-003
3.682879385917986e-003,3.037373e+000,-6.449237e-003
3.692645010917986e-003,3.065968e+000,-6.613522e-003
3.702410635917986e-003,3.092610e+000,-6.753946e-003
3.712176260917986e-003,3.117301e+000,-6.870508e-003
3.719151707346557e-003,3.133384e+000,-6.937076e-003
3.726127153775128e-003,3.148190e+000,-6.990116e-003
3.733102600203700e-003,3.161718e+000,-7.029631e-003
3.740078046632271e-003,3.173969e+000,-7.055618e-003
3.747053493060842e-003,3.184942e+000,-7.068079e-003
3.754028939489413e-003,3.194638e+000,-7.067014e-003
3.761004385917985e-003,3.203056e+000,-7.052422e-003
3.766584743060842e-003,3.208787e+000,-7.030974e-003
3.772165100203699e-003,3.213637e+000,-7.000962e-003
3.777745457346556e-003,3.217605e+000,-6.962387e-003
3.783325814489413e-003,3.220693e+000,-6.915248e-003
3.788906171632270e-003,3.222899e+000,-6.859546e-003
3.794486528775127e-003,3.224224e+000,-6.795280e-003
3.800066885917984e-003,3.224668e+000,-6.722450e-003
3.804252153775127e-003,3.224408e+000,-6.662539e-003
3.808437421632270e-003,3.223652e+000,-6.598132e-003
3.812622689489412e-003,3.222397e+000,-6.529229e-003
3.816807957346555e-003,3.220645e+000,-6.455830e-003
3.820993225203698e-003,3.218396e+000,-6.377935e-003
3.825178493060841e-003,3.215648e+000,-6.295545e-003
3.829363760917983e-003,3.212404e+000,-6.208658e-003
3.835641662703697e-003,3.206588e+000,-6.069816e-003
3.841919564489411e-003,3.199706e+000,-5.922157e-003
3.848197466275126e-003,3.191759e+000,-5.765681e-003
3.854475368060840e-003,3.182747e+000,-5.600389e-003
3.860753269846554e-003,3.172670e+000,-5.426280e-003
3.867031171632268e-003,3.161527e+000,-5.243355e-003
3.873309073417982e-003,3.149319e+000,-5.051613e-003
3.878889430560840e-003,3.137612e+000,-4.874614e-003
3.884469787703696e-003,3.125164e+000,-4.692185e-003
3.890050144846554e-003,3.111975e+000,-4.504325e-003
3.895630501989411e-003,3.098044e+000,-4.311036e-003
3.901210859132268e-003,3.083373e+000,-4.112317e-003
3.906791216275125e-003,3.067961e+000,-3.908167e-003
3.912371573417982e-003,3.051807e+000,-3.698587e-003
3.922137198417982e-003,3.021676e+000,-3.318436e-003
3.931902823417982e-003,2.989904e+000,-2.929546e-003
3.941668448417981e-003,2.956491e+000,-2.531918e-003
3.951434073417981e-003,2.921438e+000,-2.125550e-003
3.961199698417981e-003,2.884743e+000,-1.710444e-003
3.970965323417981e-003,2.846409e+000,-1.286599e-003
3.980730948417981e-003,2.806433e+000,-8.540154e-004
3.985613760917980e-003,2.786125e+000,-6.377405e-004
3.990496573417980e-003,2.765599e+000,-4.214073e-004
3.995379385917980e-003,2.744853e+000,-2.050156e-004
4.000262198417980e-003,2.723888e+000,1.143436e-005
4.005145010917980e-003,2.702704e+000,2.279428e-004
4.010027823417980e-003,2.681302e+000,4.445095e-004
4.014910635917980e-003,2.659680e+000,6.611347e-004
4.021886082346551e-003,2.628458e+000,9.704025e-004
4.028861528775123e-003,2.597143e+000,1.276342e-003
4.035836975203694e-003,2.565735e+000,1.578954e-003
4.042812421632265e-003,2.534234e+000,1.878237e-003
4.049787868060836e-003,2.502640e+000,2.174193e-003
4.056763314489407e-003,2.470953e+000,2.466820e-003
4.063738760917979e-003,2.439173e+000,2.756119e-003
4.073504385917979e-003,2.394708e+000,3.153509e-003
4.083270010917978e-003,2.351046e+000,3.535602e-003
4.093035635917978e-003,2.308188e+000,3.902396e-003
4.102801260917978e-003,2.266133e+000,4.253893e-003
4.112566885917978e-003,2.224882e+000,4.590093e-003
4.122332510917977e-003,2.184435e+000,4.910995e-003
4.132098135917977e-003,2.144792e+000,5.216599e-003
4.142561305560834e-003,2.103846e+000,5.521327e-003
4.153024475203692e-003,2.065011e+000,5.799547e-003
4.163487644846548e-003,2.028287e+000,6.051258e-003
4.173950814489405e-003,1.993672e+000,6.276462e-003
4.184413984132262e-003,1.961169e+000,6.475157e-003
4.194877153775119e-003,1.930775e+000,6.647344e-003
4.205340323417976e-003,1.902493e+000,6.793022e-003
4.210223135917976e-003,1.890318e+000,6.849853e-003
4.215105948417976e-003,1.878744e+000,6.900184e-003
4.219988760917975e-003,1.867771e+000,6.944014e-003
4.224871573417975e-003,1.857399e+000,6.981344e-003
4.229754385917975e-003,1.847628e+000,7.012173e-003
4.234637198417975e-003,1.838457e+000,7.036501e-003
4.239520010917975e-003,1.829887e+000,7.054329e-003
4.246495457346546e-003,1.818740e+000,7.067666e-003
4.253470903775118e-003,1.808943e+000,7.067554e-003
4.260446350203689e-003,1.800496e+000,7.053993e-003
4.267421796632260e-003,1.793401e+000,7.026984e-003
4.274397243060831e-003,1.787656e+000,6.986526e-003
4.281372689489403e-003,1.783261e+000,6.932619e-003
4.288348135917974e-003,1.780217e+000,6.865263e-003
4.293230948417974e-003,1.778934e+000,6.810130e-003
4.298113760917974e-003,1.778329e+000,6.748749e-003
4.302996573417974e-003,1.778405e+000,6.681121e-003
4.307879385917974e-003,1.779160e+000,6.607245e-003
4.312762198417973e-003,1.780594e+000,6.527122e-003
4.317645010917973e-003,1.782708e+000,6.440751e-003
4.322527823417973e-003,1.785501e+000,6.348133e-003
4.326713091275116e-003,1.788437e+000,6.263874e-003
4.330898359132258e-003,1.791860e+000,6.175469e-003
4.335083626989401e-003,1.795768e+000,6.082919e-003
4.339268894846544e-003,1.800162e+000,5.986223e-003
4.343454162703687e-003,1.805043e+000,5.885382e-003
4.347639430560830e-003,1.810410e+000,5.780395e-003
4.351824698417973e-003,1.816262e+000,5.671263e-003
4.356707510917973e-003,1.823701e+000,5.538814e-003
4.361590323417972e-003,1.831757e+000,5.401480e-003
4.366473135917972e-003,1.840430e+000,5.259261e-003
4.371355948417972e-003,1.849721e+000,5.112157e-003
4.376238760917972e-003,1.859628e+000,4.960167e-003
4.381121573417972e-003,1.870153e+000,4.803293e-003
4.386004385917972e-003,1.881295e+000,4.641533e-003
4.393677376989400e-003,1.900072e+000,4.377555e-003
4.401350368060828e-003,1.920122e+000,4.105033e-003
4.409023359132257e-003,1.941443e+000,3.823966e-003
4.416696350203686e-003,1.964037e+000,3.534356e-003
4.424369341275114e-003,1.987904e+000,3.236201e-003
4.432042332346542e-003,2.013042e+000,2.929503e-003
4.439715323417971e-003,2.039453e+000,2.614260e-003
4.448085859132256e-003,2.069566e+000,2.262850e-003
4.456456394846542e-003,2.100651e+000,1.907665e-003
4.464826930560827e-003,2.132707e+000,1.548704e-003
4.473197466275113e-003,2.165735e+000,1.185967e-003
4.481568001989398e-003,2.199734e+000,8.194544e-004
4.489938537703684e-003,2.234705e+000,4.491660e-004
4.498309073417969e-003,2.270648e+000,7.510185e-005
4.503889430560826e-003,2.294891e+000,-1.734325e-004
4.509469787703684e-003,2.319313e+000,-4.210132e-004
4.515050144846541e-003,2.343913e+000,-6.676401e-004
4.520630501989397e-003,2.368692e+000,-9.133135e-004
4.526210859132254e-003,2.393648e+000,-1.158033e-003
4.531791216275112e-003,2.418783e+000,-1.401799e-003
4.537371573417969e-003,2.444096e+000,-1.644611e-003
4.543649475203683e-003,2.472681e+000,-1.915586e-003
4.549927376989397e-003,2.501200e+000,-2.182532e-003
4.556205278775111e-003,2.529653e+000,-2.445450e-003
4.562483180560825e-003,2.558040e+000,-2.704338e-003
4.568761082346540e-003,2.586361e+000,-2.959198e-003
4.575038984132253e-003,2.614617e+000,-3.210029e-003
4.581316885917968e-003,2.642807e+000,-3.456831e-003
4.592477600203682e-003,2.692724e+000,-3.884895e-003
4.603638314489396e-003,2.741128e+000,-4.289252e-003
4.614799028775110e-003,2.788020e+000,-4.669905e-003
4.625959743060824e-003,2.833398e+000,-5.026851e-003
4.637120457346538e-003,2.877264e+000,-5.360092e-003
4.648281171632252e-003,2.919617e+000,-5.669628e-003
4.659441885917966e-003,2.960457e+000,-5.955458e-003
4.667812421632251e-003,2.989375e+000,-6.148562e-003
4.676182957346537e-003,3.016768e+000,-6.323586e-003
4.684553493060822e-003,3.042635e+000,-6.480528e-003
4.692924028775108e-003,3.066975e+000,-6.619390e-003
4.701294564489394e-003,3.089789e+000,-6.740171e-003
4.709665100203680e-003,3.111077e+000,-6.842871e-003
4.718035635917965e-003,3.130839e+000,-6.927490e-003
4.723615993060822e-003,3.142971e+000,-6.972717e-003
4.729196350203679e-003,3.154283e+000,-7.009282e-003
4.734776707346536e-003,3.164774e+000,-7.037187e-003
4.740357064489393e-003,3.174446e+000,-7.056431e-003
4.745937421632250e-003,3.183297e+000,-7.067014e-003
4.751517778775107e-003,3.191327e+000,-7.068936e-003
4.757098135917964e-003,3.198537e+000,-7.062197e-003
4.762678493060821e-003,3.204875e+000,-7.046884e-003
4.768258850203678e-003,3.210334e+000,-7.022950e-003
4.773839207346535e-003,3.214915e+000,-6.990394e-003
4.779419564489392e-003,3.218617e+000,-6.949216e-003
4.784999921632249e-003,3.221442e+000,-6.899415e-003
4.790580278775106e-003,3.223388e+000,-6.840993e-003
4.796160635917963e-003,3.224456e+000,-6.773949e-003
4.801043448417963e-003,3.224648e+000,-6.708821e-003
4.805926260917963e-003,3.224164e+000,-6.637486e-003
4.810809073417963e-003,3.223001e+000,-6.559941e-003
4.815691885917963e-003,3.221161e+000,-6.476188e-003
4.820574698417963e-003,3.218644e+000,-6.386227e-003
4.825457510917963e-003,3.215449e+000,-6.290056e-003
4.830340323417962e-003,3.211576e+000,-6.187677e-003
4.833828046632248e-003,3.208399e+000,-6.111306e-003
4.837315769846534e-003,3.204887e+000,-6.032053e-003
4.840803493060819e-003,3.201041e+000,-5.949921e-003
4.844291216275105e-003,3.196860e+000,-5.864907e-003
4.847778939489390e-003,3.192344e+000,-5.777014e-003
4.851266662703677e-003,3.187493e+000,-5.686239e-003
4.854754385917962e-003,3.182307e+000,-5.592585e-003
4.859637198417962e-003,3.174506e+000,-5.457163e-003
4.865915100203676e-003,3.163494e+000,-5.274996e-003
4.872193001989390e-003,3.151503e+000,-5.085376e-003
4.878470903775104e-003,3.138533e+000,-4.888301e-003
4.884748805560818e-003,3.124584e+000,-4.683772e-003
4.891026707346533e-003,3.109656e+000,-4.471789e-003
4.897304609132246e-003,3.093750e+000,-4.252351e-003
4.903582510917961e-003,3.076865e+000,-4.025459e-003
4.913348135917961e-003,3.048608e+000,-3.657866e-003
4.923113760917960e-003,3.018593e+000,-3.280153e-003
4.932879385917960e-003,2.986822e+000,-2.892319e-003
4.942645010917960e-003,2.953293e+000,-2.494364e-003
4.952410635917960e-003,2.918006e+000,-2.086289e-003
4.962176260917960e-003,2.880963e+000,-1.668093e-003
4.971941885917959e-003,2.842162e+000,-1.239777e-003
4.991473135917959e-003,2.761511e+000,-3.786087e-004
4.996355948417959e-003,2.740703e+000,-1.618862e-004
5.000000000000000e-003,2.725053e+000,0.000000e+000
