Freq.,V(vout3)/(V(vp)-V(vm))
3.23593656929625e+001,(4.00488496137899e+001dB,-1.78768458024123e+002°)
3.31131121482588e+001,(4.00486592541564e+001dB,-1.78831621616086e+002°)
3.38844156139199e+001,(4.00484777496409e+001dB,-1.78894160259851e+002°)
3.46736850452528e+001,(4.00483047181787e+001dB,-1.78956107485019e+002°)
3.54813389233572e+001,(4.00481397931068e+001dB,-1.79017496483311e+002°)
3.63078054770098e+001,(4.00479826261174e+001dB,-1.79078360127730e+002°)
3.71535229097169e+001,(4.00478328855063e+001dB,-1.79138730991730e+002°)
3.80189396320557e+001,(4.00476902542017e+001dB,-1.79198641367705e+002°)
3.89045144994276e+001,(4.00475544311458e+001dB,-1.79258123285699e+002°)
3.98107170553493e+001,(4.00474251288066e+001dB,-1.79317208531444e+002°)
4.07380277804108e+001,(4.00473020739306e+001dB,-1.79375928664555e+002°)
4.16869383470331e+001,(4.00471850062087e+001dB,-1.79434315036260e+002°)
4.26579518801588e+001,(4.00470736781941e+001dB,-1.79492398807171e+002°)
4.36515832240161e+001,(4.00469678538964e+001dB,-1.79550210964622e+002°)
4.46683592150958e+001,(4.00468673100700e+001dB,-1.79607782340194e+002°)
4.57088189614870e+001,(4.00467718335544e+001dB,-1.79665143626782e+002°)
4.67735141287193e+001,(4.00466812225433e+001dB,-1.79722325395705e+002°)
4.78630092322633e+001,(4.00465952850154e+001dB,-1.79779358113692e+002°)
4.89778819368441e+001,(4.00465138389925e+001dB,-1.79836272159724e+002°)
5.01187233627267e+001,(4.00464367124756e+001dB,-1.79893097841857e+002°)
5.12861383991359e+001,(4.00463637412642e+001dB,-1.79949865413774e+002°)
5.24807460249767e+001,(4.00462947724931e+001dB,1.79993394908366e+002°)
5.37031796370247e+001,(4.00462296586710e+001dB,1.79936652929519e+002°)
5.49540873857618e+001,(4.00461682626582e+001dB,1.79879878459156e+002°)
5.62341325190343e+001,(4.00461104540752e+001dB,1.79823041294752e+002°)
5.75439937337150e+001,(4.00460561108037e+001dB,1.79766111205295e+002°)
5.88843655355582e+001,(4.00460051179485e+001dB,1.79709057914754e+002°)
6.02559586074351e+001,(4.00459573662792e+001dB,1.79651851085777e+002°)
6.16595001861475e+001,(4.00459127559610e+001dB,1.79594460302907e+002°)
6.30957344480186e+001,(4.00458711922843e+001dB,1.79536855056262e+002°)
6.45654229034648e+001,(4.00458325865538e+001dB,1.79479004724978e+002°)
6.60693448007589e+001,(4.00457968574074e+001dB,1.79420878560466e+002°)
6.76082975391974e+001,(4.00457639290651e+001dB,1.79362445669772e+002°)
6.91830970918929e+001,(4.00457337314240e+001dB,1.79303674999052e+002°)
7.07945784384130e+001,(4.00457062012330e+001dB,1.79244535316488e+002°)
7.24435960074982e+001,(4.00456812794005e+001dB,1.79184995195519e+002°)
7.41310241300909e+001,(4.00456589135073e+001dB,1.79125022997874e+002°)
7.58577575029175e+001,(4.00456390558857e+001dB,1.79064586856420e+002°)
7.76247116628683e+001,(4.00456216642559e+001dB,1.79003654657915e+002°)
7.94328234724272e+001,(4.00456067023772e+001dB,1.78942194025669e+002°)
8.12830516164090e+001,(4.00455941379597e+001dB,1.78880172302096e+002°)
8.31763771102661e+001,(4.00455839438421e+001dB,1.78817556530999e+002°)
8.51138038202366e+001,(4.00455760991950e+001dB,1.78754313439720e+002°)
8.70963589956070e+001,(4.00455705869268e+001dB,1.78690409421296e+002°)
8.91250938133735e+001,(4.00455673953369e+001dB,1.78625810516178e+002°)
9.12010839355899e+001,(4.00455665175768e+001dB,1.78560482393772e+002°)
9.33254300796980e+001,(4.00455679516202e+001dB,1.78494390334175e+002°)
9.54992586021425e+001,(4.00455717006430e+001dB,1.78427499208840e+002°)
9.77237220955799e+001,(4.00455777715728e+001dB,1.78359773462138e+002°)
9.99999999999988e+001,(4.00455861782369e+001dB,1.78291177091678e+002°)
1.02329299228074e+002,(4.00455969374665e+001dB,1.78221673628912e+002°)
1.04712854805089e+002,(4.00456100718080e+001dB,1.78151226119341e+002°)
1.07151930523759e+002,(4.00456256098690e+001dB,1.78079797102327e+002°)
1.09647819614317e+002,(4.00456435830830e+001dB,1.78007348590853e+002°)
1.12201845430195e+002,(4.00456640303250e+001dB,1.77933842050748e+002°)
1.14815362149687e+002,(4.00456869937679e+001dB,1.77859238379748e+002°)
1.17489755493952e+002,(4.00457125224367e+001dB,1.77783497885975e+002°)
1.20226443461740e+002,(4.00457406696485e+001dB,1.77706580266537e+002°)
1.23026877081237e+002,(4.00457714945525e+001dB,1.77628444585115e+002°)
1.25892541179415e+002,(4.00458050628741e+001dB,1.77549049249840e+002°)
1.28824955169312e+002,(4.00458414440985e+001dB,1.77468351990404e+002°)
1.31825673855639e+002,(4.00458807157538e+001dB,1.77386309834461e+002°)
1.34896288259164e+002,(4.00459229601439e+001dB,1.77302879084459e+002°)
1.38038426460287e+002,(4.00459682660541e+001dB,1.77218015293236e+002°)
1.41253754462274e+002,(4.00460167287434e+001dB,1.77131673239597e+002°)
1.44543977074591e+002,(4.00460684502705e+001dB,1.77043806902936e+002°)
1.47910838816819e+002,(4.00461235393895e+001dB,1.76954369438130e+002°)
1.51356124843619e+002,(4.00461821121035e+001dB,1.76863313149146e+002°)
1.54881661891246e+002,(4.00462442912739e+001dB,1.76770589462621e+002°)
1.58489319246109e+002,(4.00463102075019e+001dB,1.76676148900540e+002°)
1.62181009735891e+002,(4.00463799991082e+001dB,1.76579941052670e+002°)
1.65958690743754e+002,(4.00464538127288e+001dB,1.76481914547948e+002°)
1.69824365246172e+002,(4.00465318036084e+001dB,1.76382017025885e+002°)
1.73780082874935e+002,(4.00466141354094e+001dB,1.76280195106707e+002°)
1.77827941003890e+002,(4.00467009799885e+001dB,1.76176394361074e+002°)
1.81970085860996e+002,(4.00467925201822e+001dB,1.76070559279140e+002°)
1.86208713666284e+002,(4.00468889471277e+001dB,1.75962633239023e+002°)
1.90546071796322e+002,(4.00469904629013e+001dB,1.75852558473985e+002°)
1.94984459975802e+002,(4.00470972800149e+001dB,1.75740276039692e+002°)
1.99526231496885e+002,(4.00472096217678e+001dB,1.75625725779606e+002°)
2.04173794466950e+002,(4.00473277233711e+001dB,1.75508846290365e+002°)
2.08929613085401e+002,(4.00474518310598e+001dB,1.75389574886522e+002°)
2.13796208950221e+002,(4.00475822037538e+001dB,1.75267847562859e+002°)
2.18776162394953e+002,(4.00477191138685e+001dB,1.75143598957478e+002°)
2.23872113856831e+002,(4.00478628465798e+001dB,1.75016762313106e+002°)
2.29086765276774e+002,(4.00480137012870e+001dB,1.74887269437261e+002°)
2.34422881531989e+002,(4.00481719915172e+001dB,1.74755050662094e+002°)
2.39883291901946e+002,(4.00483380466009e+001dB,1.74620034801863e+002°)
2.45470891568500e+002,(4.00485122113198e+001dB,1.74482149110203e+002°)
2.51188643150955e+002,(4.00486948471857e+001dB,1.74341319236415e+002°)
2.57039578276883e+002,(4.00488863325195e+001dB,1.74197469179689e+002°)
2.63026799189535e+002,(4.00490870644263e+001dB,1.74050521242484e+002°)
2.69153480392688e+002,(4.00492974575481e+001dB,1.73900395982196e+002°)
2.75422870333813e+002,(4.00495179464033e+001dB,1.73747012162409e+002°)
2.81838293126442e+002,(4.00497489861306e+001dB,1.73590286700593e+002°)
2.88403150312657e+002,(4.00499910528107e+001dB,1.73430134617580e+002°)
2.95120922666635e+002,(4.00502446439938e+001dB,1.73266468981197e+002°)
3.01995172040198e+002,(4.00505102810029e+001dB,1.73099200851900e+002°)
3.09029543251355e+002,(4.00507885090117e+001dB,1.72928239224788e+002°)
3.16227766016834e+002,(4.00510798971050e+001dB,1.72753490970265e+002°)
3.23593656929624e+002,(4.00513850418186e+001dB,1.72574860772043e+002°)
3.31131121482587e+002,(4.00517045649142e+001dB,1.72392251064323e+002°)
3.38844156139198e+002,(4.00520391177299e+001dB,1.72205561966632e+002°)
3.46736850452527e+002,(4.00523893797135e+001dB,1.72014691214655e+002°)
3.54813389233571e+002,(4.00527560613491e+001dB,1.71819534091729e+002°)
3.63078054770097e+002,(4.00531399052291e+001dB,1.71619983354478e+002°)
3.71535229097168e+002,(4.00535416857454e+001dB,1.71415929159785e+002°)
3.80189396320556e+002,(4.00539622120283e+001dB,1.71207258984924e+002°)
3.89045144994275e+002,(4.00544023290050e+001dB,1.70993857548038e+002°)
3.98107170553492e+002,(4.00548629179973e+001dB,1.70775606724072e+002°)
4.07380277804107e+002,(4.00553448984208e+001dB,1.70552385458066e+002°)
4.16869383470330e+002,(4.00558492305090e+001dB,1.70324069673932e+002°)
4.26579518801587e+002,(4.00563769144449e+001dB,1.70090532182425e+002°)
4.36515832240160e+002,(4.00569289938430e+001dB,1.69851642582440e+002°)
4.46683592150957e+002,(4.00575065564173e+001dB,1.69607267160237e+002°)
4.57088189614869e+002,(4.00581107348887e+001dB,1.69357268783990e+002°)
4.67735141287192e+002,(4.00587427112109e+001dB,1.69101506793278e+002°)
4.78630092322632e+002,(4.00594037143770e+001dB,1.68839836886633e+002°)
4.89778819368439e+002,(4.00600950241219e+001dB,1.68572110999422e+002°)
5.01187233627265e+002,(4.00608179741392e+001dB,1.68298177182143e+002°)
5.12861383991358e+002,(4.00615739501308e+001dB,1.68017879468919e+002°)
5.24807460249765e+002,(4.00623643927582e+001dB,1.67731057743119e+002°)
5.37031796370245e+002,(4.00631908012612e+001dB,1.67437547594768e+002°)
5.49540873857617e+002,(4.00640547321809e+001dB,1.67137180171942e+002°)
5.62341325190341e+002,(4.00649578022154e+001dB,1.66829782027903e+002°)
5.75439937337149e+002,(4.00659016892198e+001dB,1.66515174955754e+002°)
5.88843655355581e+002,(4.00668881339701e+001dB,1.66193175820609e+002°)
6.02559586074349e+002,(4.00679189404359e+001dB,1.65863596380966e+002°)
6.16595001861474e+002,(4.00689959781861e+001dB,1.65526243099979e+002°)
6.30957344480184e+002,(4.00701211835195e+001dB,1.65180916950656e+002°)
6.45654229034647e+002,(4.00712965569218e+001dB,1.64827413209671e+002°)
6.60693448007587e+002,(4.00725241688590e+001dB,1.64465521238863e+002°)
6.76082975391972e+002,(4.00738061551534e+001dB,1.64095024258317e+002°)
6.91830970918927e+002,(4.00751447205998e+001dB,1.63715699106783e+002°)
7.07945784384128e+002,(4.00765421359681e+001dB,1.63327315987042e+002°)
7.24435960074980e+002,(4.00780007406776e+001dB,1.62929638199845e+002°)
7.41310241300907e+002,(4.00795229372616e+001dB,1.62522421864226e+002°)
7.58577575029173e+002,(4.00811111920318e+001dB,1.62105415619637e+002°)
7.76247116628681e+002,(4.00827680326363e+001dB,1.61678360312644e+002°)
7.94328234724270e+002,(4.00844960463204e+001dB,1.61240988665612e+002°)
8.12830516164088e+002,(4.00862978722896e+001dB,1.60793024928216e+002°)
8.31763771102659e+002,(4.00881762005682e+001dB,1.60334184506118e+002°)
8.51138038202364e+002,(4.00901337639028e+001dB,1.59864173568995e+002°)
8.70963589956068e+002,(4.00921733315367e+001dB,1.59382688637443e+002°)
8.91250938133733e+002,(4.00942977013485e+001dB,1.58889416139444e+002°)
9.12010839355897e+002,(4.00965096880271e+001dB,1.58384031949343e+002°)
9.33254300796978e+002,(4.00988121144693e+001dB,1.57866200887461e+002°)
9.54992586021422e+002,(4.01012077930932e+001dB,1.57335576200124e+002°)
9.77237220955797e+002,(4.01036995144008e+001dB,1.56791798999170e+002°)
9.99999999999986e+002,(4.01062900266967e+001dB,1.56234497671506e+002°)
1.02329299228074e+003,(4.01089820118811e+001dB,1.55663287247515e+002°)
1.04712854805088e+003,(4.01117780645855e+001dB,1.55077768735869e+002°)
1.07151930523759e+003,(4.01146806601558e+001dB,1.54477528407216e+002°)
1.09647819614317e+003,(4.01176921232665e+001dB,1.53862137040130e+002°)
1.12201845430195e+003,(4.01208145885936e+001dB,1.53231149116338e+002°)
1.14815362149687e+003,(4.01240499587753e+001dB,1.52584101959465e+002°)
1.17489755493951e+003,(4.01273998529511e+001dB,1.51920514827556e+002°)
1.20226443461740e+003,(4.01308655503527e+001dB,1.51239887935882e+002°)
1.23026877081236e+003,(4.01344479267599e+001dB,1.50541701428958e+002°)
1.25892541179415e+003,(4.01381473788038e+001dB,1.49825414273540e+002°)
1.28824955169311e+003,(4.01419637404139e+001dB,1.49090463092718e+002°)
1.31825673855639e+003,(4.01458961860936e+001dB,1.48336260915235e+002°)
1.34896288259163e+003,(4.01499431241680e+001dB,1.47562195853553e+002°)
1.38038426460286e+003,(4.01541020705532e+001dB,1.46767629692138e+002°)
1.41253754462273e+003,(4.01583695083829e+001dB,1.45951896393997e+002°)
1.44543977074591e+003,(4.01627407300264e+001dB,1.45114300513526e+002°)
1.47910838816819e+003,(4.01672096521447e+001dB,1.44254115513210e+002°)
1.51356124843619e+003,(4.01717686149204e+001dB,1.43370581981590e+002°)
1.54881661891246e+003,(4.01764081456364e+001dB,1.42462905756866e+002°)
1.58489319246109e+003,(4.01811166935863e+001dB,1.41530255939636e+002°)
1.62181009735891e+003,(4.01858803344951e+001dB,1.40571762809240e+002°)
1.65958690743754e+003,(4.01906824278144e+001dB,1.39586515633414e+002°)
1.69824365246172e+003,(4.01955032361394e+001dB,1.38573560384474e+002°)
1.73780082874935e+003,(4.02003194891452e+001dB,1.37531897359153e+002°)
1.77827941003890e+003,(4.02051038944351e+001dB,1.36460478716763e+002°)
1.81970085860996e+003,(4.02098245823385e+001dB,1.35358205943720e+002°)
1.86208713666284e+003,(4.02144444817419e+001dB,1.34223927274061e+002°)
1.90546071796322e+003,(4.02189206133733e+001dB,1.33056435070511e+002°)
1.94984459975802e+003,(4.02232032956846e+001dB,1.31854463221644e+002°)
1.99526231496885e+003,(4.02272352484997e+001dB,1.30616684580959e+002°)
2.04173794466950e+003,(4.02309505892154e+001dB,1.29341708505278e+002°)
2.08929613085401e+003,(4.02342737042841e+001dB,1.28028078567113e+002°)
2.13796208950220e+003,(4.02371179828259e+001dB,1.26674270516993e+002°)
2.18776162394952e+003,(4.02393844079620e+001dB,1.25278690596450e+002°)
2.23872113856830e+003,(4.02409599791241e+001dB,1.23839674348011e+002°)
2.29086765276774e+003,(4.02417159644183e+001dB,1.22355486053846e+002°)
2.34422881531989e+003,(4.02415059617977e+001dB,1.20824319006837e+002°)
2.39883291901945e+003,(4.02401637618090e+001dB,1.19244296826481e+002°)
2.45470891568499e+003,(4.02375010058569e+001dB,1.17613476101046e+002°)
2.51188643150954e+003,(4.02333046240619e+001dB,1.15929850645805e+002°)
2.57039578276882e+003,(4.02273340689356e+001dB,1.14191357753141e+002°)
2.63026799189534e+003,(4.02193183397033e+001dB,1.12395886844799e+002°)
2.69153480392687e+003,(4.02089528178539e+001dB,1.10541291008068e+002°)
2.75422870333812e+003,(4.01958959520277e+001dB,1.08625401896448e+002°)
2.81838293126441e+003,(4.01797658290366e+001dB,1.06646048623096e+002°)
2.88403150312656e+003,(4.01601367088265e+001dB,1.04601081193120e+002°)
2.95120922666634e+003,(4.01365356108396e+001dB,1.02488399112855e+002°)
3.01995172040197e+003,(4.01084390796036e+001dB,1.00305985776657e+002°)
3.09029543251354e+003,(4.00752702823116e+001dB,9.80519491408673e+001°)
3.16227766016833e+003,(4.00363966416286e+001dB,9.57245691117260e+001°)
3.23593656929623e+003,(3.99911282309934e+001dB,9.33223518642653e+001°)
3.31131121482586e+003,(3.99387172117909e+001dB,9.08440910002494e+001°)
3.38844156139197e+003,(3.98783586145978e+001dB,8.82889350926072e+001°)
3.46736850452526e+003,(3.98091928055697e+001dB,8.56564606129020e+001°)
3.54813389233570e+003,(3.97303099623068e+001dB,8.29467486791075e+001°)
3.63078054770095e+003,(3.96407568964967e+001dB,8.01604632514512e+001°)
3.71535229097166e+003,(3.95395464761587e+001dB,7.72989277248370e+001°)
3.80189396320555e+003,(3.94256698409855e+001dB,7.43641960147107e+001°)
3.89045144994274e+003,(3.92981114454620e+001dB,7.13591136160895e+001°)
3.98107170553491e+003,(3.91558667965875e+001dB,6.82873635826523e+001°)
4.07380277804106e+003,(3.89979625310840e+001dB,6.51534922762697e+001°)
4.16869383470328e+003,(3.88234782304495e+001dB,6.19629100380355e+001°)
4.26579518801586e+003,(3.86315691362509e+001dB,5.87218627331751e+001°)
4.36515832240159e+003,(3.84214887077261e+001dB,5.54373716302814e+001°)
4.46683592150956e+003,(3.81926098137916e+001dB,5.21171408966701e+001°)
4.57088189614867e+003,(3.79444433053427e+001dB,4.87694344514854e+001°)
4.67735141287190e+003,(3.76766527672205e+001dB,4.54029262693023e+001°)
4.78630092322630e+003,(3.73890644405224e+001dB,4.20265306556921e+001°)
4.89778819368438e+003,(3.70816716208788e+001dB,3.86492207504620e+001°)
5.01187233627264e+003,(3.67546332137034e+001dB,3.52798447506794e+001°)
5.12861383991356e+003,(3.64082665645836e+001dB,3.19269494852150e+001°)
5.24807460249764e+003,(3.60430350939910e+001dB,2.85986203034787e+001°)
5.37031796370244e+003,(3.56595316125621e+001dB,2.53023446513813e+001°)
5.49540873857615e+003,(3.52584584410145e+001dB,2.20449046250527e+001°)
5.62341325190340e+003,(3.48406055800151e+001dB,1.88323012785432e+001°)
5.75439937337147e+003,(3.44068281724422e+001dB,1.56697111295155e+001°)
5.88843655355579e+003,(3.39580243935443e+001dB,1.25614730519653e+001°)
6.02559586074347e+003,(3.34951147138035e+001dB,9.51110220763018e+000°)
6.16595001861472e+003,(3.30190232448516e+001dB,6.52132639027177e+000°)
6.30957344480182e+003,(3.25306616348399e+001dB,3.59413978549410e+000°)
6.45654229034644e+003,(3.20309157466442e+001dB,7.30868964441341e-001°)
6.60693448007585e+003,(3.15206351530477e+001dB,-2.06775366671550e+000°)
6.76082975391970e+003,(3.10006253224651e+001dB,-4.80151317343502e+000°)
6.91830970918925e+003,(3.04716422684171e+001dB,-7.47063557684677e+000°)
7.07945784384126e+003,(2.99343893533395e+001dB,-1.00757142170739e+001°)
7.24435960074977e+003,(2.93895159178783e+001dB,-1.26176409167059e+001°)
7.41310241300905e+003,(2.88376173984296e+001dB,-1.50975431445743e+001°)
7.58577575029170e+003,(2.82792366068607e+001dB,-1.75167279363965e+001°)
7.76247116628678e+003,(2.77148658887191e+001dB,-1.98766327476149e+001°)
7.94328234724268e+003,(2.71449499052848e+001dB,-2.21787831942141e+001°)
8.12830516164085e+003,(2.65698888215418e+001dB,-2.44247572966351e+001°)
8.31763771102656e+003,(2.59900417302571e+001dB,-2.66161558010894e+001°)
8.51138038202362e+003,(2.54057301728020e+001dB,-2.87545779212610e+001°)
8.70963589956065e+003,(2.48172416455056e+001dB,-3.08416019745050e+001°)
8.91250938133730e+003,(2.42248330197216e+001dB,-3.28787702465159e+001°)
9.12010839355894e+003,(2.36287338126851e+001dB,-3.48675775041149e+001°)
9.33254300796975e+003,(2.30291492708781e+001dB,-3.68094626299982e+001°)
9.54992586021419e+003,(2.24262632513026e+001dB,-3.87058028773529e+001°)
9.77237220955794e+003,(2.18202408748457e+001dB,-4.05579102988282e+001°)
9.99999999999983e+003,(2.12112309636083e+001dB,-4.23670299299096e+001°)
1.02329299228074e+004,(2.05993682520301e+001dB,-4.41343394879037e+001°)
1.04712854805088e+004,(1.99847753844914e+001dB,-4.58609501927589e+001°)
1.07151930523759e+004,(1.93675647148962e+001dB,-4.75479085146039e+001°)
1.09647819614317e+004,(1.87478399059882e+001dB,-4.91961986638713e+001°)
1.12201845430194e+004,(1.81256973605489e+001dB,-5.08067455972179e+001°)
1.14815362149686e+004,(1.75012274780163e+001dB,-5.23804184472111e+001°)
1.17489755493951e+004,(1.68745157642474e+001dB,-5.39180342560088e+001°)
1.20226443461739e+004,(1.62456438009541e+001dB,-5.54203618748816e+001°)
1.23026877081236e+004,(1.56146900871470e+001dB,-5.68881259833592e+001°)
1.25892541179415e+004,(1.49817307671915e+001dB,-5.83220111917344e+001°)
1.28824955169311e+004,(1.43468402496813e+001dB,-5.97226661215930e+001°)
1.31825673855638e+004,(1.37100917324645e+001dB,-6.10907074508930e+001°)
1.34896288259163e+004,(1.30715576456238e+001dB,-6.24267238926962e+001°)
1.38038426460286e+004,(1.24313100073060e+001dB,-6.37312800946026e+001°)
1.41253754462273e+004,(1.17894207165589e+001dB,-6.50049204242558e+001°)
1.44543977074590e+004,(1.11459617782286e+001dB,-6.62481725767995e+001°)
1.47910838816818e+004,(1.05010054707298e+001dB,-6.74615511137094e+001°)
1.51356124843618e+004,(9.85462446332817e+000dB,-6.86455608078603e+001°)
1.54881661891245e+004,(9.20689188107909e+000dB,-6.98006998449358e+001°)
1.58489319246109e+004,(8.55788133850003e+000dB,-7.09274628445808e+001°)
1.62181009735890e+004,(7.90766692217126e+000dB,-7.20263437526603e+001°)
1.65958690743753e+004,(7.25632315182943e+000dB,-7.30978385332445e+001°)
1.69824365246171e+004,(6.60392490224366e+000dB,-7.41424477252400e+001°)
1.73780082874934e+004,(5.95054730665720e+000dB,-7.51606787972117e+001°)
1.77827941003889e+004,(5.29626563488089e+000dB,-7.61530483611206e+001°)
1.81970085860995e+004,(4.64115514826183e+000dB,-7.71200842348520e+001°)
1.86208713666283e+004,(3.98529094617081e+000dB,-7.80623273053077e+001°)
1.90546071796321e+004,(3.32874779251459e+000dB,-7.89803332915943e+001°)
1.94984459975801e+004,(2.67159993512836e+000dB,-7.98746743046455e+001°)
1.99526231496884e+004,(2.01392091700635e+000dB,-8.07459403169393e+001°)
2.04173794466949e+004,(1.35578338435827e+000dB,-8.15947404379884e+001°)
2.08929613085400e+004,(6.97258885735248e-001dB,-8.24217041318361e+001°)
2.13796208950219e+004,(3.84176802716310e-002dB,-8.32274822626932e+001°)
2.18776162394951e+004,(-6.20671458173834e-001dB,-8.40127480431446e+001°)
2.23872113856830e+004,(-1.27994143239706e+000dB,-8.47781979150988e+001°)
2.29086765276773e+004,(-1.93932700157131e+000dB,-8.55245523097985e+001°)
2.34422881531988e+004,(-2.59876495765542e+000dB,-8.62525563532833e+001°)
2.39883291901945e+004,(-3.25819428894448e+000dB,-8.69629805342521e+001°)
2.45470891568499e+004,(-3.91755632778879e+000dB,-8.76566212723884e+001°)
2.51188643150954e+004,(-4.57679489081777e+000dB,-8.83343015334186e+001°)
2.57039578276882e+004,(-5.23585639819606e+000dB,-8.89968713843815e+001°)
2.63026799189533e+004,(-5.89468997318270e+000dB,-8.96452085639650e+001°)
2.69153480392687e+004,(-6.55324753042235e+000dB,-9.02802191129741e+001°)
2.75422870333812e+004,(-7.21148383167083e+000dB,-9.09028379870177e+001°)
2.81838293126440e+004,(-7.86935652884752e+000dB,-9.15140297996699e+001°)
2.88403150312655e+004,(-8.52682617804654e+000dB,-9.21147896047185e+001°)
2.95120922666633e+004,(-9.18385622871685e+000dB,-9.27061438139844e+001°)
3.01995172040196e+004,(-9.84041298388775e+000dB,-9.32891512035202e+001°)
3.09029543251353e+004,(-1.04964655356627e+001dB,-9.38649041128730e+001°)
3.16227766016832e+004,(-1.11519856597352e+001dB,-9.44345297637285e+001°)
3.23593656929622e+004,(-1.18069476874555e+001dB,-9.49991918020844e+001°)
3.31131121482585e+004,(-1.24613283341851e+001dB,-9.55600920344199e+001°)
3.38844156139196e+004,(-1.31151064903461e+001dB,-9.61184723961227e+001°)
3.46736850452525e+004,(-1.37682629727579e+001dB,-9.66756171731383e+001°)
3.54813389233569e+004,(-1.44207802235838e+001dB,-9.72328554786403e+001°)
3.63078054770095e+004,(-1.50726419610403e+001dB,-9.77915640266616e+001°)
3.71535229097166e+004,(-1.57238327794957e+001dB,-9.83531702257665e+001°)
3.80189396320554e+004,(-1.63743376780178e+001dB,-9.89191555596300e+001°)
3.89045144994273e+004,(-1.70241415227621e+001dB,-9.94910593143495e+001°)
3.98107170553490e+004,(-1.76732284301589e+001dB,-1.00070482642206e+002°)
4.07380277804105e+004,(-1.83215810655845e+001dB,-1.00659092971687e+002°)
4.16869383470328e+004,(-1.89691798345136e+001dB,-1.01258628749799e+002°)
4.26579518801585e+004,(-1.96160019670384e+001dB,-1.01870904513500e+002°)
4.36515832240158e+004,(-2.02620204698222e+001dB,-1.02497816275752e+002°)
4.46683592150955e+004,(-2.09072029346435e+001dB,-1.03141347194649e+002°)
4.57088189614866e+004,(-2.15515101782200e+001dB,-1.03803573453007e+002°)
4.67735141287189e+004,(-2.21948946963788e+001dB,-1.04486670316196e+002°)
4.78630092322629e+004,(-2.28372989009372e+001dB,-1.05192918241421e+002°)
4.89778819368437e+004,(-2.34786531157273e+001dB,-1.05924708923304e+002°)
5.01187233627263e+004,(-2.41188733072505e+001dB,-1.06684551153012e+002°)
5.12861383991355e+004,(-2.47578585009817e+001dB,-1.07475076175598e+002°)
5.24807460249763e+004,(-2.53954878587741e+001dB,-1.08299042368789e+002°)
5.37031796370243e+004,(-2.60316173870126e+001dB,-1.09159338878729e+002°)
5.49540873857614e+004,(-2.66660762263392e+001dB,-1.10058987722574e+002°)
5.62341325190338e+004,(-2.72986625036975e+001dB,-1.11001143927353e+002°)
5.75439937337146e+004,(-2.79291387017104e+001dB,-1.11989092932658e+002°)
5.88843655355578e+004,(-2.85572265460701e+001dB,-1.13026244582972e+002°)
6.02559586074346e+004,(-2.91826013974174e+001dB,-1.14116122728687e+002°)
6.16595001861470e+004,(-2.98048861567391e+001dB,-1.15262349278115e+002°)
6.30957344480181e+004,(-3.04236447488291e+001dB,-1.16468621548213e+002°)
6.45654229034643e+004,(-3.10383752601696e+001dB,-1.17738681383231e+002°)
6.60693448007583e+004,(-3.16485028832358e+001dB,-1.19076274569423e+002°)
6.76082975391969e+004,(-3.22533728689845e+001dB,-1.20485098781002e+002°)
6.91830970918923e+004,(-3.28522438020520e+001dB,-1.21968738596140e+002°)
7.07945784384124e+004,(-3.34442815858474e+001dB,-1.23530585950099e+002°)
7.24435960074976e+004,(-3.40285546572246e+001dB,-1.25173744956679e+002°)
7.41310241300903e+004,(-3.46040310659926e+001dB,-1.26900920578174e+002°)
7.58577575029169e+004,(-3.51695781768026e+001dB,-1.28714291516096e+002°)
7.76247116628677e+004,(-3.57239658388876e+001dB,-1.30615369115805e+002°)
7.94328234724266e+004,(-3.62658739219520e+001dB,-1.32604845661881e+002°)
8.12830516164083e+004,(-3.67939051094851e+001dB,-1.34682437718148e+002°)
8.31763771102655e+004,(-3.73066036844405e+001dB,-1.36846732374735e+002°)
8.51138038202360e+004,(-3.78024807889016e+001dB,-1.39095046708959e+002°)
8.70963589956063e+004,(-3.82800462284251e+001dB,-1.41423312804953e+002°)
8.91250938133728e+004,(-3.87378462754708e+001dB,-1.43826001936158e+002°)
9.12010839355892e+004,(-3.91745062632392e+001dB,-1.46296101476482e+002°)
9.33254300796973e+004,(-3.95887759742798e+001dB,-1.48825156365783e+002°)
9.54992586021417e+004,(-3.99795751533226e+001dB,-1.51403383112370e+002°)
9.77237220955791e+004,(-4.03460359688839e+001dB,-1.54019858755707e+002°)
9.99999999999980e+004,(-4.06875390658856e+001dB,-1.56662780158156e+002°)
1.02329299228073e+005,(-4.10037400814145e+001dB,-1.59319781150693e+002°)
1.04712854805088e+005,(-4.12945841978013e+001dB,-1.61978288727255e+002°)
1.07151930523758e+005,(-4.15603073406907e+001dB,-1.64625894376891e+002°)
1.09647819614316e+005,(-4.18014238933253e+001dB,-1.67250714560060e+002°)
1.12201845430194e+005,(-4.20187021246775e+001dB,-1.69841716183054e+002°)
1.14815362149686e+005,(-4.22131295949073e+001dB,-1.72388986801706e+002°)
1.17489755493951e+005,(-4.23858715764607e+001dB,-1.74883936117989e+002°)
1.20226443461739e+005,(-4.25382258332324e+001dB,-1.77319422843692e+002°)
1.23026877081236e+005,(-4.26715769904140e+001dB,-1.79689808003208e+002°)
1.25892541179414e+005,(-4.27873532793171e+001dB,1.78009058003210e+002°)
1.28824955169311e+005,(-4.28869877555611e+001dB,1.75779903285342e+002°)
