Freq.,V(vout3)/(V(vp)-V(vm))
1.31825673855638e+005,(-4.29718853625535e+001dB,1.73624143993398e+002°)
1.34896288259163e+005,(-4.30433964617425e+001dB,1.71542021594088e+002°)
1.38038426460286e+005,(-4.31027968732827e+001dB,1.69532755454512e+002°)
1.41253754462273e+005,(-4.31512740053612e+001dB,1.67594699884498e+002°)
1.44543977074590e+005,(-4.31899183547001e+001dB,1.65725497331325e+002°)
1.47910838816818e+005,(-4.32197195164113e+001dB,1.63922221810184e+002°)
1.51356124843618e+005,(-4.32415658034124e+001dB,1.62181508681547e+002°)
1.54881661891245e+005,(-4.32562465962345e+001dB,1.60499668753898e+002°)
1.58489319246108e+005,(-4.32644566770099e+001dB,1.58872786164745e+002°)
1.62181009735890e+005,(-4.32668018593686e+001dB,1.57296800340661e+002°)
1.65958690743753e+005,(-4.32638054057162e+001dB,1.55767573043865e+002°)
1.69824365246171e+005,(-4.32559147935895e+001dB,1.54280942048431e+002°)
1.73780082874934e+005,(-4.32435085253503e+001dB,1.52832762909910e+002°)
1.77827941003889e+005,(-4.32269027522341e+001dB,1.51418940505656e+002°)
1.81970085860995e+005,(-4.32063575605431e+001dB,1.50035451968128e+002°)
1.86208713666283e+005,(-4.31820828190667e+001dB,1.48678362320522e+002°)
1.90546071796321e+005,(-4.31542435369763e+001dB,1.47343834171058e+002°)
1.94984459975800e+005,(-4.31229647116020e+001dB,1.46028132576378e+002°)
1.99526231496884e+005,(-4.30883356669792e+001dB,1.44727625932573e+002°)
2.04173794466949e+005,(-4.30504139008163e+001dB,1.43438783773950e+002°)
2.08929613085400e+005,(-4.30092284650557e+001dB,1.42158172027176e+002°)
2.13796208950219e+005,(-4.29647829253834e+001dB,1.40882446382451e+002°)
2.18776162394951e+005,(-4.29170579170825e+001dB,1.39608343943467e+002°)
2.23872113856829e+005,(-4.28660133550068e+001dB,1.38332673800388e+002°)
2.29086765276772e+005,(-4.28115903253880e+001dB,1.37052306451335e+002°)
2.34422881531987e+005,(-4.27537126953784e+001dB,1.35764162523446e+002°)
2.39883291901944e+005,(-4.26922884785327e+001dB,1.34465200662784e+002°)
2.45470891568498e+005,(-4.26272109836521e+001dB,1.33152404861931e+002°)
2.51188643150953e+005,(-4.25583597903093e+001dB,1.31822771211929e+002°)
2.57039578276881e+005,(-4.24856015578151e+001dB,1.30473293961110e+002°)
2.63026799189533e+005,(-4.24087907157017e+001dB,1.29100951075854e+002°)
2.69153480392686e+005,(-4.23277700587578e+001dB,1.27702689063641e+002°)
2.75422870333811e+005,(-4.22423712568937e+001dB,1.26275407070288e+002°)
2.81838293126439e+005,(-4.21524153225579e+001dB,1.24815940157601e+002°)
2.88403150312654e+005,(-4.20577130588040e+001dB,1.23321041661308e+002°)
2.95120922666632e+005,(-4.19580655088211e+001dB,1.21787364501748e+002°)
3.01995172040195e+005,(-4.18532644451475e+001dB,1.20211441273149e+002°)
3.09029543251352e+005,(-4.17430929217999e+001dB,1.18589663029986e+002°)
3.16227766016831e+005,(-4.16273259365011e+001dB,1.16918256543446e+002°)
3.23593656929621e+005,(-4.15057312373558e+001dB,1.15193259966574e+002°)
3.31131121482584e+005,(-4.13780703209832e+001dB,1.13410496526158e+002°)
3.38844156139195e+005,(-4.12440996829298e+001dB,1.11565546289186e+002°)
3.46736850452524e+005,(-4.11035723812256e+001dB,1.09653715749747e+002°)
3.54813389233568e+005,(-4.09562399880120e+001dB,1.07670004996363e+002°)
3.63078054770093e+005,(-4.08018550107080e+001dB,1.05609072433564e+002°)
3.71535229097164e+005,(-4.06401738970401e+001dB,1.03465196873739e+002°)
3.80189396320553e+005,(-4.04709607309852e+001dB,1.01232237139351e+002°)
3.89045144994272e+005,(-4.02939917444749e+001dB,9.89035889100415e+001°)
3.98107170553488e+005,(-4.01090608184133e+001dB,9.64721393451136e+001°)
4.07380277804104e+005,(-3.99159861112269e+001dB,9.39302195368033e+001°)
4.16869383470326e+005,(-3.97146180188609e+001dB,9.12695555731422e+001°)
4.26579518801583e+005,(-3.95048486331999e+001dB,8.84812185969637e+001°)
4.36515832240156e+005,(-3.92866229062625e+001dB,8.55555754556311e+001°)
4.46683592150953e+005,(-3.90599516804048e+001dB,8.24822409718832e+001°)
4.57088189614865e+005,(-3.88249267395760e+001dB,7.92500337299019e+001°)
4.67735141287188e+005,(-3.85817379543481e+001dB,7.58469374062179e+001°)
4.78630092322628e+005,(-3.83306925308215e+001dB,7.22600699859187e+001°)
4.89778819368435e+005,(-3.80722362367134e+001dB,6.84756627992052e+001°)
5.01187233627261e+005,(-3.78069763378068e+001dB,6.44790510672464e+001°)
5.12861383991353e+005,(-3.75357058462705e+001dB,6.02546761211401e+001°)
5.24807460249761e+005,(-3.72594285778914e+001dB,5.57860971433750e+001°)
5.37031796370241e+005,(-3.69793845843363e+001dB,5.10560064382062e+001°)
5.49540873857612e+005,(-3.66970759029277e+001dB,4.60462371393370e+001°)
5.62341325190336e+005,(-3.64142934900525e+001dB,4.07377457871126e+001°)
5.75439937337144e+005,(-3.61331480239338e+001dB,3.51105458138046e+001°)
5.88843655355575e+005,(-3.58561103411126e+001dB,2.91435646652434e+001°)
6.02559586074344e+005,(-3.55860719473172e+001dB,2.28144020064276e+001°)
6.16595001861468e+005,(-3.53264423791102e+001dB,1.60989887299780e+001°)
6.30957344480179e+005,(-3.50813076240992e+001dB,8.97119840941386e+000°)
6.45654229034641e+005,(-3.48556802342880e+001dB,1.40256436637682e+000°)
6.60693448007581e+005,(-3.46558726964360e+001dB,-6.63757810566661e+000°)
6.76082975391966e+005,(-3.44900121121721e+001dB,-1.51809608909508e+001°)
6.91830970918920e+005,(-3.43686716670859e+001dB,-2.42574091779485e+001°)
7.07945784384122e+005,(-3.43055036580014e+001dB,-3.38889513179615e+001°)
7.24435960074973e+005,(-3.43176078832940e+001dB,-4.40800900987906e+001°)
7.41310241300900e+005,(-3.44251864884813e+001dB,-5.48043415209926e+001°)
7.58577575029166e+005,(-3.46499447180669e+001dB,-6.59895256349438e+001°)
7.76247116628674e+005,(-3.50119321440263e+001dB,-7.75076523911009e+001°)
7.94328234724263e+005,(-3.55252651550307e+001dB,-8.91772864955144e+001°)
8.12830516164080e+005,(-3.61941782771365e+001dB,-1.00783385917586e+002°)
8.31763771102652e+005,(-3.70112708279222e+001dB,-1.12110887904562e+002°)
8.51138038202357e+005,(-3.79589308123595e+001dB,-1.22979451348669e+002°)
8.70963589956060e+005,(-3.90132205498768e+001dB,-1.33265864618426e+002°)
8.91250938133725e+005,(-4.01484028948251e+001dB,-1.42908600267528e+002°)
9.12010839355888e+005,(-4.13405036799785e+001dB,-1.51898355739438e+002°)
9.33254300796969e+005,(-4.25692829334372e+001dB,-1.60262460985048e+002°)
9.54992586021413e+005,(-4.38188188515633e+001dB,-1.68049629967530e+002°)
9.77237220955787e+005,(-4.50772309618805e+001dB,-1.75318197736582e+002°)
9.99999999999976e+005,(-4.63360215796449e+001dB,1.77871630855606e+002°)
1.02329299228073e+006,(-4.75893410154541e+001dB,1.71462247040746e+002°)
1.04712854805087e+006,(-4.88333261363143e+001dB,1.65400834249146e+002°)
1.07151930523758e+006,(-5.00655631103194e+001dB,1.59640165070533e+002°)
1.09647819614316e+006,(-5.12846755040952e+001dB,1.54138614787158e+002°)
1.12201845430194e+006,(-5.24900190808279e+001dB,1.48859782434933e+002°)
1.14815362149686e+006,(-5.36814603663261e+001dB,1.43771948925637e+002°)
1.17489755493950e+006,(-5.48592180579781e+001dB,1.38847497907533e+002°)
1.20226443461738e+006,(-5.60237502926504e+001dB,1.34062362836979e+002°)
1.23026877081235e+006,(-5.71756749435578e+001dB,1.29395528186717e+002°)
1.25892541179414e+006,(-5.83157134715300e+001dB,1.24828593723315e+002°)
1.28824955169310e+006,(-5.94446514972586e+001dB,1.20345400923416e+002°)
1.31825673855638e+006,(-6.05633112240159e+001dB,1.15931716316084e+002°)
1.34896288259162e+006,(-6.16725322026027e+001dB,1.11574964814642e+002°)
1.38038426460285e+006,(-6.27731580438845e+001dB,1.07264006050301e+002°)
1.41253754462272e+006,(-6.38660272577376e+001dB,1.02988947101176e+002°)
1.44543977074589e+006,(-6.49519670109866e+001dB,9.87409856349395e+001°)
1.47910838816817e+006,(-6.60317888744287e+001dB,9.45122786402343e+001°)
1.51356124843617e+006,(-6.71062859507825e+001dB,9.02958322679644e+001°)
1.54881661891244e+006,(-6.81762308941766e+001dB,8.60854092654331e+001°)
1.58489319246107e+006,(-6.92423745118417e+001dB,8.18754509283044e+001°)
1.62181009735889e+006,(-7.03054446546499e+001dB,7.76610109449822e+001°)
1.65958690743752e+006,(-7.13661453137785e+001dB,7.34376990416462e+001°)
1.69824365246170e+006,(-7.24251556988947e+001dB,6.92016325167729e+001°)
1.73780082874933e+006,(-7.34831293018640e+001dB,6.49493940773476e+001°)
1.77827941003888e+006,(-7.45406928293070e+001dB,6.06779946603695e+001°)
1.81970085860994e+006,(-7.55984450209372e+001dB,5.63848399687627e+001°)
1.86208713666282e+006,(-7.66569553123572e+001dB,5.20676998552690e+001°)
1.90546071796320e+006,(-7.77167623588745e+001dB,4.77246794550302e+001°)
1.94984459975800e+006,(-7.87783724830715e+001dB,4.33541916218149e+001°)
1.99526231496883e+006,(-7.98422579749877e+001dB,3.89549296645147e+001°)
2.04173794466948e+006,(-8.09088554085609e+001dB,3.45258402734206e+001°)
2.08929613085399e+006,(-8.19785639395047e+001dB,3.00660958453281e+001°)
2.13796208950218e+006,(-8.30517436563857e+001dB,2.55750662050025e+001°)
2.18776162394950e+006,(-8.41287140757675e+001dB,2.10522894679758e+001°)
2.23872113856828e+006,(-8.52097527771990e+001dB,1.64974417132786e+001°)
2.29086765276772e+006,(-8.62950942756845e+001dB,1.19103058328461e+001°)
2.34422881531986e+006,(-8.73849291603534e+001dB,7.29073941002677e+000°)
2.39883291901943e+006,(-8.84794035471391e+001dB,2.63864180921468e+000°)
2.45470891568497e+006,(-8.95786188734401e+001dB,-2.04607933849049e+000°)
2.51188643150952e+006,(-9.06826320573128e+001dB,-6.76354187873782e+000°)
2.57039578276880e+006,(-9.17914560098622e+001dB,-1.15139230826449e+001°)
2.63026799189532e+006,(-9.29050605760468e+001dB,-1.62974932789727e+001°)
2.69153480392685e+006,(-9.40233737877573e+001dB,-2.11146491212380e+001°)
2.75422870333810e+006,(-9.51462835028490e+001dB,-2.59659462356346e+001°)
2.81838293126438e+006,(-9.62736393548733e+001dB,-3.08521310512848e+001°)
2.88403150312653e+006,(-9.74052550130569e+001dB,-3.57741717707479e+001°)
2.95120922666631e+006,(-9.85409107082895e+001dB,-4.07332883548641e+001°)
3.01995172040194e+006,(-9.96803559925543e+001dB,-4.57309817838157e+001°)
3.09029543251351e+006,(-1.00823312732355e+002dB,-5.07690624156861e+001°)
3.16227766016830e+006,(-1.01969478288903e+002dB,-5.58496778589539e+001°)
3.23593656929620e+006,(-1.03118528887907e+002dB,-6.09753404499341e+001°)
3.31131121482583e+006,(-1.04270123207135e+002dB,-6.61489547702800e+001°)
3.38844156139194e+006,(-1.05423906150151e+002dB,-7.13738453427072e+001°)
3.46736850452523e+006,(-1.06579512900334e+002dB,-7.66537850248232e+001°)
3.54813389233566e+006,(-1.07736573245185e+002dB,-8.19930244061353e+001°)
3.63078054770092e+006,(-1.08894716317499e+002dB,-8.73963225555345e+001°)
3.71535229097163e+006,(-1.10053575800878e+002dB,-9.28689793148103e+001°)
3.80189396320551e+006,(-1.11212795725854e+002dB,-9.84168697222654e+001°)
3.89045144994271e+006,(-1.12372037058188e+002dB,-1.04046480380490e+002°)
3.98107170553487e+006,(-1.13530985197252e+002dB,-1.09764948089132e+002°)
4.07380277804102e+006,(-1.14689358660634e+002dB,-1.15580100493265e+002°)
4.16869383470325e+006,(-1.15846919177227e+002dB,-1.21500498594192e+002°)
4.26579518801582e+006,(-1.17003483502240e+002dB,-1.27535480347867e+002°)
4.36515832240155e+006,(-1.18158937283899e+002dB,-1.33695204485347e+002°)
4.46683592150952e+006,(-1.19313251393978e+002dB,-1.39990693022267e+002°)
4.57088189614863e+006,(-1.20466501099149e+002dB,-1.46433870415145e+002°)
4.67735141287186e+006,(-1.21618888596537e+002dB,-1.53037596405960e+002°)
4.78630092322626e+006,(-1.22770769360262e+002dB,-1.59815688476791e+002°)
4.89778819368433e+006,(-1.23922682806470e+002dB,-1.66782928795244e+002°)
5.01187233627259e+006,(-1.25075387739036e+002dB,-1.73955048770223e+002°)
5.12861383991351e+006,(-1.26229902935315e+002dB,1.78651317840953e+002°)
5.24807460249759e+006,(-1.27387553092636e+002dB,1.71018723999274e+002°)
5.37031796370239e+006,(-1.28550020013024e+002dB,1.63129054569596e+002°)
5.49540873857610e+006,(-1.29719398515535e+002dB,1.54963743518571e+002°)
5.62341325190334e+006,(-1.30898255877708e+002dB,1.46504082628957e+002°)
5.75439937337142e+006,(-1.32089692684901e+002dB,1.37731641797303e+002°)
5.88843655355574e+006,(-1.33297401772038e+002dB,1.28628823347837e+002°)
6.02559586074342e+006,(-1.34525720406919e+002dB,1.19179570046528e+002°)
6.16595001861466e+006,(-1.35779669046287e+002dB,1.09370242361498e+002°)
6.30957344480177e+006,(-1.37064968064571e+002dB,9.91906699648134e+001°)
6.45654229034639e+006,(-1.38388022037112e+002dB,8.86353661358629e+001°)
6.60693448007579e+006,(-1.39755859900568e+002dB,7.77048692185408e+001°)
6.76082975391964e+006,(-1.41176019272895e+002dB,6.64071430903634e+001°)
6.91830970918918e+006,(-1.42656365138928e+002dB,5.47589311270839e+001°)
7.07945784384119e+006,(-1.44204837696580e+002dB,4.27869194960530e+001°)
7.24435960074971e+006,(-1.45829131965340e+002dB,3.05285363909624e+001°)
7.41310241300898e+006,(-1.47536322380556e+002dB,1.80322029826025e+001°)
7.58577575029164e+006,(-1.49332457958038e+002dB,5.35687415091076e+000°)
7.76247116628671e+006,(-1.51222165045641e+002dB,-7.42923167284122e+000°)
7.94328234724260e+006,(-1.53208302087816e+002dB,-2.02507142210938e+001°)
8.12830516164078e+006,(-1.55291710880336e+002dB,-3.30277613363431e+001°)
8.31763771102649e+006,(-1.57471099752618e+002dB,-4.56793628228642e+001°)
8.51138038202354e+006,(-1.59743076777750e+002dB,-5.81266379576720e+001°)
8.70963589956057e+006,(-1.62102329048579e+002dB,-7.02959214801050e+001°)
8.91250938133722e+006,(-1.64541922617130e+002dB,-8.21212979081035e+001°)
9.12010839355885e+006,(-1.67053682208166e+002dB,-9.35463762950485e+001°)
9.33254300796966e+006,(-1.69628603437599e+002dB,-1.04525228202491e+002°)
9.54992586021410e+006,(-1.72257253218502e+002dB,-1.15022536868047e+002°)
9.77237220955784e+006,(-1.74930124018386e+002dB,-1.25013099158248e+002°)
9.99999999999973e+006,(-1.77637920890408e+002dB,-1.34480871618037e+002°)
1.02329299228073e+007,(-1.80371773405079e+002dB,-1.43417759419547e+002°)
1.04712854805087e+007,(-1.83123375247371e+002dB,-1.51822323678908e+002°)
1.07151930523758e+007,(-1.85885061363360e+002dB,-1.59698541971464e+002°)
1.09647819614316e+007,(-1.88649836297221e+002dB,-1.67054711855878e+002°)
1.12201845430193e+007,(-1.91411368291861e+002dB,-1.73902545076565e+002°)
1.14815362149685e+007,(-1.94163962901401e+002dB,1.79743533888450e+002°)
1.17489755493950e+007,(-1.96902527945126e+002dB,1.73866897147302e+002°)
1.20226443461738e+007,(-1.99622539196768e+002dB,1.68449060697925e+002°)
1.23026877081235e+007,(-2.02320013602753e+002dB,1.63469911295176e+002°)
1.25892541179413e+007,(-2.04991494191979e+002dB,1.58907860503782e+002°)
1.28824955169310e+007,(-2.07634048225512e+002dB,1.54739975289383e+002°)
1.31825673855637e+007,(-2.10245277687272e+002dB,1.50942131192552e+002°)
1.34896288259162e+007,(-2.12823338983665e+002dB,1.47489226843719e+002°)
1.38038426460285e+007,(-2.15366966991459e+002dB,1.44355486529084e+002°)
1.41253754462272e+007,(-2.17875497559400e+002dB,1.41514862305028e+002°)
1.44543977074589e+007,(-2.20348882487178e+002dB,1.38941530347259e+002°)
1.47910838816817e+007,(-2.22787691931949e+002dB,1.36610460375817e+002°)
1.51356124843617e+007,(-2.25193101064218e+002dB,1.34498025171065e+002°)
1.54881661891244e+007,(-2.27566860226277e+002dB,1.32582611814619e+002°)
1.58489319246107e+007,(-2.29911250470495e+002dB,1.30845198296386e+002°)
1.62181009735889e+007,(-2.32229028565902e+002dB,1.29269868474076e+002°)
1.65958690743751e+007,(-2.34523367105147e+002dB,1.27844253070330e+002°)
1.69824365246170e+007,(-2.36797795905123e+002dB,1.26559901988094e+002°)
1.73780082874933e+007,(-2.39056150625335e+002dB,1.25412611523584e+002°)
1.77827941003887e+007,(-2.41302533512573e+002dB,1.24402747503937e+002°)
1.81970085860993e+007,(-2.43541289720879e+002dB,1.23535622240522e+002°)
1.86208713666282e+007,(-2.45777000866517e+002dB,1.22822001092239e+002°)
1.90546071796319e+007,(-2.48014495328231e+002dB,1.22278836850406e+002°)
1.94984459975799e+007,(-2.50258871859870e+002dB,1.21930362457866e+002°)
1.99526231496882e+007,(-2.52515528243785e+002dB,1.21809722180346e+002°)
2.04173794466947e+007,(-2.54790177712179e+002dB,1.21961398562446e+002°)
2.08929613085398e+007,(-2.57088817942887e+002dB,1.22444810199231e+002°)
2.13796208950217e+007,(-2.59417580917001e+002dB,1.23339624842597e+002°)
2.18776162394949e+007,(-2.61782316992641e+002dB,1.24753545514002e+002°)
2.23872113856828e+007,(-2.64187613392274e+002dB,1.26833490393570e+002°)
2.29086765276771e+007,(-2.66634641967101e+002dB,1.29780810915233e+002°)
2.34422881531986e+007,(-2.69116666126635e+002dB,1.33869177065272e+002°)
2.39883291901942e+007,(-2.71610204363403e+002dB,1.39456285616706e+002°)
2.45470891568496e+007,(-2.74059573757637e+002dB,1.46959399820518e+002°)
2.51188643150951e+007,(-2.76356823769432e+002dB,1.56723457462775e+002°)
2.57039578276879e+007,(-2.78336785328863e+002dB,1.68696880311201e+002°)
2.63026799189531e+007,(-2.79830868041266e+002dB,-1.77960298437934e+002°)
2.69153480392684e+007,(-2.80780101807718e+002dB,-1.64775014217967e+002°)
2.75422870333809e+007,(-2.81285029739583e+002dB,-1.53129327754248e+002°)
2.81838293126437e+007,(-2.81520454951699e+002dB,-1.43601596604087e+002°)
2.88403150312652e+007,(-2.81632954416345e+002dB,-1.36085491507705e+002°)
2.95120922666630e+007,(-2.81709712028623e+002dB,-1.30202016522631e+002°)
3.01995172040193e+007,(-2.81792057152220e+002dB,-1.25560780240382e+002°)
3.09029543251350e+007,(-2.81895132803589e+002dB,-1.21848256726308e+002°)
3.16227766016829e+007,(-2.82021260649602e+002dB,-1.18835288990845e+002°)
3.23593656929619e+007,(-2.82167260628776e+002dB,-1.16360987198899e+002°)
3.31131121482582e+007,(-2.82328109121324e+002dB,-1.14314442472602e+002°)
3.38844156139193e+007,(-2.82498666109170e+002dB,-1.12619876128773e+002°)
3.46736850452522e+007,(-2.82674431341175e+002dB,-1.11225694236770e+002°)
3.54813389233565e+007,(-2.82851818585452e+002dB,-1.10096680760616e+002°)
3.63078054770091e+007,(-2.83028191945457e+002dB,-1.09208492928770e+002°)
3.71535229097162e+007,(-2.83201787438798e+002dB,-1.08543808827673e+002°)
3.80189396320550e+007,(-2.83371584119848e+002dB,-1.08089663504407e+002°)
3.89045144994270e+007,(-2.83537159631002e+002dB,-1.07835645943705e+002°)
3.98107170553486e+007,(-2.83698549546134e+002dB,-1.07772720240170e+002°)
4.07380277804101e+007,(-2.83856120976183e+002dB,-1.07892495091148e+002°)
4.16869383470324e+007,(-2.84010465390102e+002dB,-1.08186808334926e+002°)
4.26579518801581e+007,(-2.84162312043499e+002dB,-1.08647525207747e+002°)
4.36515832240154e+007,(-2.84312461152942e+002dB,-1.09266474309969e+002°)
4.46683592150950e+007,(-2.84461734643810e+002dB,-1.10035465714038e+002°)
4.57088189614862e+007,(-2.84610941685179e+002dB,-1.10946352076248e+002°)
4.67735141287185e+007,(-2.84760856097269e+002dB,-1.11991106540220e+002°)
4.78630092322625e+007,(-2.84912202893151e+002dB,-1.13161900919110e+002°)
4.89778819368432e+007,(-2.85065651564028e+002dB,-1.14451174726662e+002°)
5.01187233627258e+007,(-2.85221814130343e+002dB,-1.15851690493994e+002°)
5.12861383991350e+007,(-2.85381246392948e+002dB,-1.17356573987721e+002°)
5.24807460249758e+007,(-2.85544451192832e+002dB,-1.18959339881751e+002°)
5.37031796370237e+007,(-2.85711882804326e+002dB,-1.20653904484766e+002°)
5.49540873857609e+007,(-2.85883951843023e+002dB,-1.22434587595222e+002°)
5.62341325190333e+007,(-2.86061030267862e+002dB,-1.24296105645943e+002°)
5.75439937337140e+007,(-2.86243456206025e+002dB,-1.26233558184544e+002°)
5.88843655355572e+007,(-2.86431538438106e+002dB,-1.28242409510512e+002°)
6.02559586074340e+007,(-2.86625560456901e+002dB,-1.30318467010069e+002°)
6.16595001861464e+007,(-2.86825784065223e+002dB,-1.32457857453600e+002°)
6.30957344480175e+007,(-2.87032452511926e+002dB,-1.34657002259681e+002°)
6.45654229034637e+007,(-2.87245793187305e+002dB,-1.36912592517263e+002°)
6.60693448007577e+007,(-2.87466019909953e+002dB,-1.39221564348385e+002°)
6.76082975391962e+007,(-2.87693334843964e+002dB,-1.41581075049452e+002°)
6.91830970918916e+007,(-2.87927930085058e+002dB,-1.43988480292742e+002°)
7.07945784384117e+007,(-2.88169988957899e+002dB,-1.46441312626985e+002°)
7.24435960074969e+007,(-2.88419687059122e+002dB,-1.48937261364825e+002°)
7.41310241300896e+007,(-2.88677193081364e+002dB,-1.51474153935254e+002°)
7.58577575029162e+007,(-2.88942669449596e+002dB,-1.54049938724492e+002°)
7.76247116628669e+007,(-2.89216272795417e+002dB,-1.56662669369582e+002°)
7.94328234724258e+007,(-2.89498154296563e+002dB,-1.59310490501672e+002°)
8.12830516164076e+007,(-2.89788459898642e+002dB,-1.61991624836073e+002°)
8.31763771102647e+007,(-2.90087330443373e+002dB,-1.64704361607753e+002°)
8.51138038202352e+007,(-2.90394901712640e+002dB,-1.67447046204920e+002°)
8.70963589956055e+007,(-2.90711304409663e+002dB,-1.70218071003837e+002°)
8.91250938133720e+007,(-2.91036664084271e+002dB,-1.73015867271044e+002°)
9.12010839355883e+007,(-2.91371101015574e+002dB,-1.75838898085417e+002°)
9.33254300796964e+007,(-2.91714730062194e+002dB,-1.78685652212415e+002°)
9.54992586021408e+007,(-2.92067660485662e+002dB,1.78445361166583e+002°)
9.77237220955782e+007,(-2.92429995757805e+002dB,1.75555616903777e+002°)
1.00000000000000e+008,(-2.92801833355792e+002dB,1.72646577605117e+002°)
