time	V(vout3)
1.341714409563896e-004	2.224590e+000
1.390542534563896e-004	2.203526e+000
1.439370659563896e-004	2.182460e+000
1.488198784563896e-004	2.161483e+000
1.537026909563896e-004	2.140683e+000
1.585855034563896e-004	2.120142e+000
1.634683159563896e-004	2.099931e+000
1.683511284563896e-004	2.080117e+000
1.732339409563896e-004	2.060758e+000
1.781167534563896e-004	2.041905e+000
1.829995659563896e-004	2.023603e+000
1.878823784563896e-004	2.005890e+000
1.927651909563896e-004	1.988797e+000
1.976480034563896e-004	1.972350e+000
2.025308159563896e-004	1.956569e+000
2.074136284563896e-004	1.941472e+000
2.122964409563896e-004	1.927069e+000
2.171792534563896e-004	1.913370e+000
2.220620659563896e-004	1.900380e+000
2.269448784563896e-004	1.888102e+000
2.318276909563896e-004	1.876535e+000
2.367105034563896e-004	1.865691e+000
2.415933159563897e-004	1.855544e+000
2.464761284563897e-004	1.846094e+000
2.513589409563897e-004	1.837342e+000
2.562417534563897e-004	1.829288e+000
2.611245659563897e-004	1.821932e+000
2.660073784563897e-004	1.815273e+000
2.701294564844535e-004	1.810176e+000
2.742515345125173e-004	1.805545e+000
2.783736125405811e-004	1.801379e+000
2.824956905686449e-004	1.797679e+000
2.866177685967088e-004	1.794443e+000
2.907398466247726e-004	1.791674e+000
2.948619246528364e-004	1.789369e+000
3.003988470256427e-004	1.787107e+000
3.101644720256427e-004	1.784946e+000
3.150472845256427e-004	1.784790e+000
3.199300970256427e-004	1.785173e+000
3.220254795542246e-004	1.785526e+000
3.238200646569120e-004	1.785959e+000
3.261015873755962e-004	1.786602e+000
3.261655612693229e-004	1.786623e+000
3.276001758225163e-004	1.787119e+000
3.282753537230382e-004	1.787371e+000
3.282801030632721e-004	1.787378e+000
3.282896017437399e-004	1.787405e+000
3.282954575782152e-004	1.787426e+000
3.283005468699913e-004	1.787445e+000
3.283075371854685e-004	1.787467e+000
3.283192896090089e-004	1.787497e+000
3.283338164123206e-004	1.787526e+000
3.283491348569486e-004	1.787552e+000
3.283702595942297e-004	1.787582e+000
3.284018815544267e-004	1.787619e+000
3.284456387079466e-004	1.787662e+000
3.284990479265220e-004	1.787706e+000
3.285601893701382e-004	1.787751e+000
3.286542366726619e-004	1.787813e+000
3.287652169866268e-004	1.787882e+000
3.288801552886114e-004	1.787951e+000
3.290825906982349e-004	1.788068e+000
3.293551225336541e-004	1.788223e+000
3.295398915690056e-004	1.788329e+000
3.297719623787944e-004	1.788461e+000
3.300103709392644e-004	1.788599e+000
3.302024816943691e-004	1.788710e+000
3.304594345822807e-004	1.788856e+000
3.307261803999593e-004	1.789000e+000
3.310333580944752e-004	1.789158e+000
3.312930382541300e-004	1.789290e+000
3.315765433231699e-004	1.789436e+000
3.324303045564501e-004	1.789879e+000
3.351694515769736e-004	1.791397e+000
3.379085985974971e-004	1.793108e+000
3.406477456180206e-004	1.795009e+000
3.433868926385441e-004	1.797102e+000
3.461260396590676e-004	1.799387e+000
3.488651866795911e-004	1.801863e+000
3.516043337001146e-004	1.804531e+000
3.662527712001146e-004	1.821884e+000
3.760183962001146e-004	1.836487e+000
