Freq.	V(vout)/(V(Vip)-V(Vim))
1.17489755493950e+07	(-6.80396639358067e+00dB,-8.44807678206048e+01°)
1.20226443461739e+07	(-7.02496265788025e+00dB,-8.54886762796665e+01°)
1.23026877081236e+07	(-7.24988648591201e+00dB,-8.64827564893847e+01°)
1.25892541179414e+07	(-7.47864104887223e+00dB,-8.74622361785762e+01°)
1.28824955169311e+07	(-7.71112350243983e+00dB,-8.84263785557500e+01°)
1.31825673855638e+07	(-7.94722537990529e+00dB,-8.93744845343349e+01°)
1.34896288259162e+07	(-8.18683300447865e+00dB,-9.03058947192112e+01°)
1.38038426460286e+07	(-8.42982791681427e+00dB,-9.12199911496913e+01°)
1.41253754462272e+07	(-8.67608731387819e+00dB,-9.21161987972533e+01°)
1.44543977074590e+07	(-8.92548449540129e+00dB,-9.29939868192957e+01°)
1.47910838816818e+07	(-9.17788931436404e+00dB,-9.38528695728620e+01°)
1.51356124843618e+07	(-9.43316862818761e+00dB,-9.46924073946711e+01°)
1.54881661891245e+07	(-9.69118674756872e+00dB,-9.55122071558392e+01°)
1.58489319246108e+07	(-9.95180588019538e+00dB,-9.63119226013866e+01°)
1.62181009735889e+07	(-1.02148865668843e+01dB,-9.70912544859700e+01°)
1.65958690743752e+07	(-1.04802881080029e+01dB,-9.78499505182979e+01°)
1.69824365246171e+07	(-1.07478689783436e+01dB,-9.85878051273616e+01°)
1.73780082874934e+07	(-1.10174872289390e+01dB,-9.93046590639879e+01°)
1.77827941003888e+07	(-1.12890008745807e+01dB,-1.00000398851321e+02°)
1.81970085860994e+07	(-1.15622682660992e+01dB,-1.00674956097683e+02°)
1.86208713666283e+07	(-1.18371484466861e+01dB,-1.01328306684914e+02°)
1.90546071796321e+07	(-1.21135014917976e+01dB,-1.01960469844758e+02°)
1.94984459975800e+07	(-1.23911888323287e+01dB,-1.02571507135192e+02°)
1.99526231496884e+07	(-1.26700735609631e+01dB,-1.03161521327845e+02°)
2.04173794466948e+07	(-1.29500207217009e+01dB,-1.03730655216811e+02°)
2.08929613085399e+07	(-1.32308975827091e+01dB,-1.04279090358325e+02°)
2.13796208950219e+07	(-1.35125738926960e+01dB,-1.04807045749871e+02°)
2.18776162394950e+07	(-1.37949221210984e+01dB,-1.05314776456493e+02°)
2.23872113856829e+07	(-1.40778176823850e+01dB,-1.05802572191256e+02°)
2.29086765276772e+07	(-1.43611391448195e+01dB,-1.06270755856067e+02°)
2.34422881531987e+07	(-1.46447684240170e+01dB,-1.06719682048410e+02°)
2.39883291901944e+07	(-1.49285909616228e+01dB,-1.07149735538966e+02°)
2.45470891568498e+07	(-1.52124958894284e+01dB,-1.07561329724582e+02°)
2.51188643150952e+07	(-1.54963761792084e+01dB,-1.07954905060675e+02°)
2.57039578276881e+07	(-1.57801287785327e+01dB,-1.08330927476823e+02°)
2.63026799189532e+07	(-1.60636547327837e+01dB,-1.08689886779070e+02°)
2.69153480392686e+07	(-1.63468592935654e+01dB,-1.09032295042355e+02°)
2.75422870333811e+07	(-1.66296520136801e+01dB,-1.09358684996366e+02°)
2.81838293126439e+07	(-1.69119468288083e+01dB,-1.09669608408151e+02°)
2.88403150312654e+07	(-1.71936621260297e+01dB,-1.09965634464832e+02°)
2.95120922666632e+07	(-1.74747207992925e+01dB,-1.10247348159878e+02°)
3.01995172040195e+07	(-1.77550502919631e+01dB,-1.10515348686511e+02°)
3.09029543251352e+07	(-1.80345826265631e+01dB,-1.10770247841935e+02°)
3.16227766016831e+07	(-1.83132544218466e+01dB,-1.11012668446245e+02°)
3.23593656929621e+07	(-1.85910068973783e+01dB,-1.11243242779993e+02°)
3.31131121482584e+07	(-1.88677858658020e+01dB,-1.11462611044497e+02°)
3.38844156139195e+07	(-1.91435417130386e+01dB,-1.11671419849105e+02°)
3.46736850452524e+07	(-1.94182293666860e+01dB,-1.11870320729640e+02°)
3.54813389233568e+07	(-1.96918082529504e+01dB,-1.12059968702304e+02°)
3.63078054770093e+07	(-1.99642422424873e+01dB,-1.12241020857265e+02°)
3.71535229097164e+07	(-2.02354995855850e+01dB,-1.12414134996076e+02°)
3.80189396320553e+07	(-2.05055528371795e+01dB,-1.12579968316951e+02°)
3.89045144994272e+07	(-2.07743787722506e+01dB,-1.12739176151715e+02°)
3.98107170553488e+07	(-2.10419582921901e+01dB,-1.12892410758007e+02°)
4.07380277804104e+07	(-2.13082763227955e+01dB,-1.13040320170058e+02°)
4.16869383470326e+07	(-2.15733217045820e+01dB,-1.13183547110965e+02°)
4.26579518801583e+07	(-2.18370870761478e+01dB,-1.13322727969070e+02°)
4.36515832240156e+07	(-2.20995687513560e+01dB,-1.13458491840594e+02°)
4.46683592150953e+07	(-2.23607665911343e+01dB,-1.13591459640250e+02°)
4.57088189614865e+07	(-2.26206838707050e+01dB,-1.13722243281101e+02°)
4.67735141287188e+07	(-2.28793271430638e+01dB,-1.13851444924433e+02°)
4.78630092322628e+07	(-2.31367060995472e+01dB,-1.13979656299943e+02°)
4.89778819368435e+07	(-2.33928334282988e+01dB,-1.14107458096054e+02°)
5.01187233627261e+07	(-2.36477246714588e+01dB,-1.14235419419675e+02°)
5.12861383991353e+07	(-2.39013980818490e+01dB,-1.14364097324307e+02°)
5.24807460249761e+07	(-2.41538744799299e+01dB,-1.14494036404893e+02°)
5.37031796370241e+07	(-2.44051771117492e+01dB,-1.14625768457443e+02°)
5.49540873857612e+07	(-2.46553315085676e+01dB,-1.14759812201062e+02°)
5.62341325190336e+07	(-2.49043653488050e+01dB,-1.14896673059674e+02°)
5.75439937337144e+07	(-2.51523083228980e+01dB,-1.15036843000379e+02°)
5.88843655355576e+07	(-2.53991920016044e+01dB,-1.15180800425184e+02°)
6.02559586074344e+07	(-2.56450497082329e+01dB,-1.15329010112549e+02°)
6.16595001861468e+07	(-2.58899163952290e+01dB,-1.15481923205029e+02°)
6.30957344480179e+07	(-2.61338285254696e+01dB,-1.15639977239160e+02°)
6.45654229034641e+07	(-2.63768239585755e+01dB,-1.15803596213609e+02°)
6.60693448007581e+07	(-2.66189418424854e+01dB,-1.15973190691550e+02°)
6.76082975391967e+07	(-2.68602225104706e+01dB,-1.16149157933202e+02°)
6.91830970918921e+07	(-2.71007073837264e+01dB,-1.16331882054473e+02°)
7.07945784384122e+07	(-2.73404388796032e+01dB,-1.16521734207694e+02°)
7.24435960074974e+07	(-2.75794603254986e+01dB,-1.16719072780498e+02°)
7.41310241300901e+07	(-2.78178158783864e+01dB,-1.16924243608985e+02°)
7.58577575029167e+07	(-2.80555504498853e+01dB,-1.17137580201471e+02°)
7.76247116628674e+07	(-2.82927096367629e+01dB,-1.17359403969219e+02°)
7.94328234724264e+07	(-2.85293396566921e+01dB,-1.17590024460752e+02°)
8.12830516164081e+07	(-2.87654872890718e+01dB,-1.17829739596496e+02°)
8.31763771102652e+07	(-2.90011998206550e+01dB,-1.18078835900723e+02°)
8.51138038202357e+07	(-2.92365249957314e+01dB,-1.18337588727942e+02°)
8.70963589956061e+07	(-2.94715109705497e+01dB,-1.18606262481122e+02°)
8.91250938133725e+07	(-2.97062062716737e+01dB,-1.18885110819323e+02°)
9.12010839355889e+07	(-2.99406597579009e+01dB,-1.19174376852571e+02°)
9.33254300796970e+07	(-3.01749205853997e+01dB,-1.19474293322020e+02°)
9.54992586021414e+07	(-3.04090381756735e+01dB,-1.19785082763671e+02°)
9.77237220955788e+07	(-3.06430621859544e+01dB,-1.20106957654169e+02°)
9.99999999999977e+07	(-3.08770424816179e+01dB,-1.20440120537447e+02°)
1.02329299228073e+08	(-3.11110291102040e+01dB,-1.20784764131165e+02°)
1.04712854805088e+08	(-3.13450722766259e+01dB,-1.21141071412201e+02°)
1.07151930523758e+08	(-3.15792223191268e+01dB,-1.21509215680637e+02°)
1.09647819614316e+08	(-3.18135296855710e+01dB,-1.21889360601928e+02°)
1.12201845430194e+08	(-3.20480449096235e+01dB,-1.22281660227201e+02°)
1.14815362149686e+08	(-3.22828185864104e+01dB,-1.22686258991818e+02°)
1.17489755493950e+08	(-3.25179013472203e+01dB,-1.23103291692624e+02°)
1.20226443461738e+08	(-3.27533438328524e+01dB,-1.23532883444475e+02°)
1.23026877081235e+08	(-3.29891966651838e+01dB,-1.23975149616934e+02°)
1.25892541179414e+08	(-3.32255104165892e+01dB,-1.24430195752169e+02°)
1.28824955169310e+08	(-3.34623355768125e+01dB,-1.24898117465409e+02°)
1.31825673855638e+08	(-3.36997225169451e+01dB,-1.25379000329432e+02°)
1.34896288259162e+08	(-3.39377214501665e+01dB,-1.25872919744860e+02°)
1.38038426460285e+08	(-3.41763823889227e+01dB,-1.26379940798195e+02°)
1.41253754462272e+08	(-3.44157550982642e+01dB,-1.26900118109746e+02°)
1.44543977074589e+08	(-3.46558890450696e+01dB,-1.27433495673805e+02°)
1.47910838816817e+08	(-3.48968333429325e+01dB,-1.27980106693584e+02°)
1.51356124843617e+08	(-3.51386366925084e+01dB,-1.28539973413636e+02°)
1.54881661891244e+08	(-3.53813473171793e+01dB,-1.29113106952583e+02°)
1.58489319246108e+08	(-3.56250128939032e+01dB,-1.29699507139187e+02°)
1.62181009735889e+08	(-3.58696804791975e+01dB,-1.30299162354816e+02°)
1.65958690743752e+08	(-3.61153964302256e+01dB,-1.30912049385562e+02°)
1.69824365246170e+08	(-3.63622063210137e+01dB,-1.31538133287252e+02°)
1.73780082874933e+08	(-3.66101548538931e+01dB,-1.32177367266650e+02°)
1.77827941003888e+08	(-3.68592857662911e+01dB,-1.32829692582203e+02°)
1.81970085860994e+08	(-3.71096417330845e+01dB,-1.33495038467565e+02°)
1.86208713666282e+08	(-3.73612642647551e+01dB,-1.34173322081153e+02°)
1.90546071796320e+08	(-3.76141936016713e+01dB,-1.34864448484834e+02°)
1.94984459975800e+08	(-3.78684686048729e+01dB,-1.35568310654698e+02°)
1.99526231496883e+08	(-3.81241266437834e+01dB,-1.36284789526698e+02°)
2.04173794466948e+08	(-3.83812034813505e+01dB,-1.37013754079698e+02°)
2.08929613085399e+08	(-3.86397331571618e+01dB,-1.37755061458165e+02°)
2.13796208950218e+08	(-3.88997478691320e+01dB,-1.38508557136461e+02°)
2.18776162394950e+08	(-3.91612778544159e+01dB,-1.39274075126297e+02°)
2.23872113856829e+08	(-3.94243512702378e+01dB,-1.40051438228510e+02°)
2.29086765276772e+08	(-3.96889940753756e+01dB,-1.40840458329888e+02°)
2.34422881531987e+08	(-3.99552299130523e+01dB,-1.41640936745317e+02°)
2.39883291901943e+08	(-4.02230799960416e+01dB,-1.42452664604944e+02°)
2.45470891568497e+08	(-4.04925629947759e+01dB,-1.43275423285664e+02°)
2.51188643150952e+08	(-4.07636949292878e+01dB,-1.44108984885542e+02°)
2.57039578276880e+08	(-4.10364890657889e+01dB,-1.44953112739371e+02°)
2.63026799189532e+08	(-4.13109558186969e+01dB,-1.45807561972936e+02°)
2.69153480392685e+08	(-4.15871026588936e+01dB,-1.46672080093070e+02°)
2.75422870333810e+08	(-4.18649340289758e+01dB,-1.47546407610025e+02°)
2.81838293126438e+08	(-4.21444512662152e+01dB,-1.48430278688237e+02°)
2.88403150312654e+08	(-4.24256525339031e+01dB,-1.49323421821065e+02°)
2.95120922666631e+08	(-4.27085327617007e+01dB,-1.50225560524691e+02°)
3.01995172040194e+08	(-4.29930835955472e+01dB,-1.51136414046012e+02°)
3.09029543251351e+08	(-4.32792933576202e+01dB,-1.52055698079025e+02°)
3.16227766016830e+08	(-4.35671470167605e+01dB,-1.52983125483991e+02°)
3.23593656929620e+08	(-4.38566261696916e+01dB,-1.53918407003499e+02°)
3.31131121482583e+08	(-4.41477090332975e+01dB,-1.54861251969413e+02°)
3.38844156139194e+08	(-4.44403704481213e+01dB,-1.55811368994727e+02°)
3.46736850452523e+08	(-4.47345818931711e+01dB,-1.56768466644379e+02°)
3.54813389233567e+08	(-4.50303115120415e+01dB,-1.57732254079200e+02°)
3.63078054770092e+08	(-4.53275241502662e+01dB,-1.58702441667440e+02°)
3.71535229097163e+08	(-4.56261814037489e+01dB,-1.59678741558557e+02°)
3.80189396320552e+08	(-4.59262416780435e+01dB,-1.60660868214343e+02°)
3.89045144994271e+08	(-4.62276602581877e+01dB,-1.61648538892871e+02°)
3.98107170553487e+08	(-4.65303893887302e+01dB,-1.62641474081273e+02°)
4.07380277804103e+08	(-4.68343783635447e+01dB,-1.63639397873833e+02°)
4.16869383470325e+08	(-4.71395736249715e+01dB,-1.64642038292530e+02°)
4.26579518801582e+08	(-4.74459188717888e+01dB,-1.65649127547756e+02°)
4.36515832240155e+08	(-4.77533551754934e+01dB,-1.66660402237564e+02°)
4.46683592150952e+08	(-4.80618211043371e+01dB,-1.67675603484534e+02°)
4.57088189614864e+08	(-4.83712528545623e+01dB,-1.68694477009913e+02°)
4.67735141287186e+08	(-4.86815843882634e+01dB,-1.69716773145508e+02°)
4.78630092322626e+08	(-4.89927475773025e+01dB,-1.70742246784333e+02°)
4.89778819368434e+08	(-4.93046723527193e+01dB,-1.71770657271795e+02°)
5.01187233627260e+08	(-4.96172868590743e+01dB,-1.72801768239749e+02°)
5.12861383991352e+08	(-4.99305176131889e+01dB,-1.73835347386400e+02°)
5.24807460249759e+08	(-5.02442896667564e+01dB,-1.74871166205600e+02°)
5.37031796370239e+08	(-5.05585267723204e+01dB,-1.75908999669602e+02°)
5.49540873857610e+08	(-5.08731515521380e+01dB,-1.76948625869817e+02°)
5.62341325190335e+08	(-5.11880856694627e+01dB,-1.77989825620558e+02°)
5.75439937337142e+08	(-5.15032500018055e+01dB,-1.79032382031139e+02°)
5.88843655355574e+08	(-5.18185648157470e+01dB,1.79923919948008e+02°)
6.02559586074342e+08	(-5.21339499428909e+01dB,1.78879293999227e+02°)
6.16595001861466e+08	(-5.24493249565614e+01dB,1.77833952925434e+02°)
6.30957344480177e+08	(-5.27646093488535e+01dB,1.76788109145496e+02°)
6.45654229034639e+08	(-5.30797227076540e+01dB,1.75741975190872e+02°)
6.60693448007579e+08	(-5.33945848932478e+01dB,1.74695764197133e+02°)
6.76082975391964e+08	(-5.37091162141215e+01dB,1.73649690384040e+02°)
6.91830970918918e+08	(-5.40232376015707e+01dB,1.72603969518015e+02°)
7.07945784384120e+08	(-5.43368707827040e+01dB,1.71558819350969e+02°)
7.24435960074971e+08	(-5.46499384514210e+01dB,1.70514460029733e+02°)
7.41310241300898e+08	(-5.49623644369293e+01dB,1.69471114470617e+02°)
7.58577575029164e+08	(-5.52740738693386e+01dB,1.68429008694011e+02°)
7.76247116628671e+08	(-5.55849933418566e+01dB,1.67388372114311e+02°)
7.94328234724261e+08	(-5.58950510690870e+01dB,1.66349437780995e+02°)
8.12830516164078e+08	(-5.62041770409082e+01dB,1.65312442567094e+02°)
8.31763771102649e+08	(-5.65123031713981e+01dB,1.64277627301969e+02°)
8.51138038202354e+08	(-5.68193634422503e+01dB,1.63245236845809e+02°)
8.70963589956058e+08	(-5.71252940401149e+01dB,1.62215520103940e+02°)
8.91250938133722e+08	(-5.74300334872938e+01dB,1.61188729979690e+02°)
9.12010839355886e+08	(-5.77335227652165e+01dB,1.60165123265221e+02°)
9.33254300796966e+08	(-5.80357054301225e+01dB,1.59144960470374e+02°)
9.54992586021411e+08	(-5.83365277204010e+01dB,1.58128505590379e+02°)
9.77237220955785e+08	(-5.86359386550406e+01dB,1.57116025813780e+02°)
9.99999999999973e+08	(-5.89338901226838e+01dB,1.56107791172764e+02°)
1.02329299228073e+09	(-5.92303369608098e+01dB,1.55104074138597e+02°)
1.04712854805087e+09	(-5.95252370246124e+01dB,1.54105149165528e+02°)
1.07151930523758e+09	(-5.98185512451888e+01dB,1.53111292187056e+02°)
1.09647819614316e+09	(-6.01102436767265e+01dB,1.52122780069019e+02°)
1.12201845430193e+09	(-6.04002815324153e+01dB,1.51139890024325e+02°)
1.14815362149685e+09	(-6.06886352089141e+01dB,1.50162898994645e+02°)
1.17489755493950e+09	(-6.09752782992527e+01dB,1.49192083004652e+02°)
1.20226443461738e+09	(-6.12601875941387e+01dB,1.48227716494591e+02°)
1.23026877081235e+09	(-6.15433430717281e+01dB,1.47270071637291e+02°)
1.25892541179413e+09	(-6.18247278759913e+01dB,1.46319417645644e+02°)
1.28824955169310e+09	(-6.21043282838973e+01dB,1.45376020076727e+02°)
1.31825673855637e+09	(-6.23821336617208e+01dB,1.44440140138620e+02°)
1.34896288259162e+09	(-6.26581364108554e+01dB,1.43512034005835e+02°)
1.38038426460285e+09	(-6.29323319035952e+01dB,1.42591952149126e+02°)
1.41253754462272e+09	(-6.32047184094145e+01dB,1.41680138685069e+02°)
1.44543977074589e+09	(-6.34752970123489e+01dB,1.40776830750593e+02°)
1.47910838816817e+09	(-6.37440715201243e+01dB,1.39882257907142e+02°)
1.51356124843617e+09	(-6.40110483657472e+01dB,1.38996641578788e+02°)
1.54881661891244e+09	(-6.42762365023007e+01dB,1.38120194528122e+02°)
1.58489319246107e+09	(-6.45396472917288e+01dB,1.37253120373245e+02°)
1.62181009735889e+09	(-6.48012943884070e+01dB,1.36395613148656e+02°)
1.65958690743751e+09	(-6.50611936183243e+01dB,1.35547856912323e+02°)
1.69824365246170e+09	(-6.53193628546980e+01dB,1.34710025400672e+02°)
1.73780082874933e+09	(-6.55758218908344e+01dB,1.33882281732695e+02°)
1.77827941003887e+09	(-6.58305923110576e+01dB,1.33064778163884e+02°)
1.81970085860993e+09	(-6.60836973604751e+01dB,1.32257655890154e+02°)
1.86208713666282e+09	(-6.63351618143578e+01dB,1.31461044901525e+02°)
1.90546071796319e+09	(-6.65850118478474e+01dB,1.30675063884778e+02°)
1.94984459975799e+09	(-6.68332749066860e+01dB,1.29899820174004e+02°)
1.99526231496882e+09	(-6.70799795796090e+01dB,1.29135409747540e+02°)
2.04173794466947e+09	(-6.73251554729914e+01dB,1.28381917269440e+02°)
2.08929613085398e+09	(-6.75688330882976e+01dB,1.27639416173405e+02°)
2.13796208950217e+09	(-6.78110437028178e+01dB,1.26907968786792e+02°)
2.18776162394949e+09	(-6.80518192541323e+01dB,1.26187626492168e+02°)
2.23872113856828e+09	(-6.82911922286802e+01dB,1.25478429923700e+02°)
2.29086765276771e+09	(-6.85291955547558e+01dB,1.24780409195518e+02°)
2.34422881531986e+09	(-6.87658625002126e+01dB,1.24093584159224e+02°)
2.39883291901942e+09	(-6.90012265750821e+01dB,1.23417964687531e+02°)
2.45470891568496e+09	(-6.92353214392874e+01dB,1.22753550981122e+02°)
2.51188643150951e+09	(-6.94681808155594e+01dB,1.22100333895799e+02°)
2.57039578276879e+09	(-6.96998384076487e+01dB,1.21458295287054e+02°)
2.63026799189531e+09	(-6.99303278238441e+01dB,1.20827408369235e+02°)
2.69153480392684e+09	(-7.01596825058127e+01dB,1.20207638086663e+02°)
2.75422870333809e+09	(-7.03879356627105e+01dB,1.19598941494066e+02°)
2.81838293126437e+09	(-7.06151202104876e+01dB,1.19001268143896e+02°)
2.88403150312652e+09	(-7.08412687163021e+01dB,1.18414560478222e+02°)
2.95120922666630e+09	(-7.10664133479014e+01dB,1.17838754223024e+02°)
3.01995172040193e+09	(-7.12905858278274e+01dB,1.17273778782875e+02°)
3.09029543251350e+09	(-7.15138173922936e+01dB,1.16719557634192e+02°)
3.16227766016829e+09	(-7.17361387545347e+01dB,1.16176008715322e+02°)
3.23593656929619e+09	(-7.19575800724470e+01dB,1.15643044811974e+02°)
3.31131121482582e+09	(-7.21781709203261e+01dB,1.15120573936616e+02°)
3.38844156139193e+09	(-7.23979402644733e+01dB,1.14608499700612e+02°)
3.46736850452522e+09	(-7.26169164424791e+01dB,1.14106721678037e+02°)
3.54813389233565e+09	(-7.28351271459548e+01dB,1.13615135760252e+02°)
3.63078054770091e+09	(-7.30525994065079e+01dB,1.13133634500445e+02°)
3.71535229097162e+09	(-7.32693595847372e+01dB,1.12662107447483e+02°)
3.80189396320550e+09	(-7.34854333620478e+01dB,1.12200441468539e+02°)
3.89045144994269e+09	(-7.37008457350676e+01dB,1.11748521060054e+02°)
3.98107170553486e+09	(-7.39156210124769e+01dB,1.11306228646743e+02°)
4.07380277804101e+09	(-7.41297828140417e+01dB,1.10873444868396e+02°)
4.16869383470323e+09	(-7.43433540716716e+01dB,1.10450048854330e+02°)
4.26579518801580e+09	(-7.45563570323197e+01dB,1.10035918485480e+02°)
4.36515832240153e+09	(-7.47688132625481e+01dB,1.09630930644088e+02°)
4.46683592150950e+09	(-7.49807436545948e+01dB,1.09234961451106e+02°)
4.57088189614862e+09	(-7.51921684337859e+01dB,1.08847886491432e+02°)
4.67735141287185e+09	(-7.54031071671477e+01dB,1.08469581027173e+02°)
4.78630092322624e+09	(-7.56135787730721e+01dB,1.08099920199162e+02°)
4.89778819368432e+09	(-7.58236015319103e+01dB,1.07738779216981e+02°)
5.01187233627258e+09	(-7.60331930973719e+01dB,1.07386033537820e+02°)
5.12861383991350e+09	(-7.62423705086063e+01dB,1.07041559034451e+02°)
5.24807460249757e+09	(-7.64511502028774e+01dB,1.06705232152708e+02°)
5.37031796370237e+09	(-7.66595480287108e+01dB,1.06376930058804e+02°)
5.49540873857609e+09	(-7.68675792594442e+01dB,1.06056530776868e+02°)
5.62341325190333e+09	(-7.70752586070751e+01dB,1.05743913317092e+02°)
5.75439937337140e+09	(-7.72826002363533e+01dB,1.05438957794873e+02°)
5.88843655355572e+09	(-7.74896177790208e+01dB,1.05141545541347e+02°)
6.02559586074340e+09	(-7.76963243481599e+01dB,1.04851559205705e+02°)
6.16595001861464e+09	(-7.79027325525700e+01dB,1.04568882849681e+02°)
6.30957344480175e+09	(-7.81088545111358e+01dB,1.04293402034611e+02°)
6.45654229034637e+09	(-7.83147018671264e+01dB,1.04025003901428e+02°)
6.60693448007577e+09	(-7.85202858023947e+01dB,1.03763577243988e+02°)
6.76082975391962e+09	(-7.87256170514252e+01dB,1.03509012576071e+02°)
6.91830970918916e+09	(-7.89307059152057e+01dB,1.03261202192434e+02°)
7.07945784384117e+09	(-7.91355622748905e+01dB,1.03020040224250e+02°)
7.24435960074969e+09	(-7.93401956052244e+01dB,1.02785422689276e+02°)
7.41310241300896e+09	(-7.95446149877075e+01dB,1.02557247537061e+02°)
7.58577575029162e+09	(-7.97488291234770e+01dB,1.02335414689515e+02°)
7.76247116628669e+09	(-7.99528463458941e+01dB,1.02119826077144e+02°)
7.94328234724258e+09	(-8.01566746328168e+01dB,1.01910385671220e+02°)
8.12830516164075e+09	(-8.03603216185444e+01dB,1.01706999512164e+02°)
8.31763771102647e+09	(-8.05637946054258e+01dB,1.01509575734415e+02°)
8.51138038202351e+09	(-8.07671005751280e+01dB,1.01318024588020e+02°)
8.70963589956055e+09	(-8.09702461995470e+01dB,1.01132258457179e+02°)
8.91250938133719e+09	(-8.11732378513656e+01dB,1.00952191875979e+02°)
9.12010839355883e+09	(-8.13760816142528e+01dB,1.00777741541521e+02°)
9.33254300796963e+09	(-8.15787832926979e+01dB,1.00608826324640e+02°)
9.54992586021408e+09	(-8.17813484214896e+01dB,1.00445367278408e+02°)
9.77237220955782e+09	(-8.19837822748259e+01dB,1.00287287644604e+02°)
1.00000000000000e+10	(-8.21860898750663e+01dB,1.00134512858304e+02°)
